 5879 ; Бона иностранная ;  ;  ;  ;  ; 13 ; ewgen ; 18 
 1978 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Велосипед ; Cu-Ni ; Proof ; 38 ; ArCan ; 2042 
 1979 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Метание копья ; Cu-Ni ; Proof ; 27 ; sotnik ; 2044 
 1980 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 32 ; slovjnin ; 1091 
 1981 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Прыжки в длину ; Cu-Ni ; Proof ; 31 ; slovjnin ; 1385 
 1982 ; 1 рубль ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 25 ; ArCan ; 1357 
 1983 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 24 ; прима ; 227 
 1984 ; 1 рубль ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 9 ; Northman ; 330 
 1985 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 22 ; unkas ; 533 
 1986 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Proof ; 26 ; Mahfey ; 1352 
 1987 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Proof ; 27 ; vasek ; 819 
 1988 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 22 ; ArCan ; 411 
 1989 ; 1 рубль ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Proof ; 24 ; vasek ; 875 
 1990 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 9 ; Northman ; 293 
 1991 ; 1 рубль ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Proof ; 25 ; Mahfey ; 1041 
 1992 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 15 ; gola78 ; 339 
 1993 ; 1 рубль ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 17 ; vasek ; 875 
 1994 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 19 ; Alexis ; 556 
 1995 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 16 ; локомотив ; 126 
 1996 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 26 ; geracon2009 ; 134 
 1997 ; 5 рублей. В конверте, с маркой ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 20 ; Витал ; 261 
 1998 ; 1 рубль. В конверте, с маркой ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 43 ; tdp ; 932 
 1999 ; 1 рубль. В конверте, с маркой ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 26 ; 462 ; 420 
 2000 ; 5 рублей. Упаковка ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Unc ; 23 ; alishas ; 182 
 2001 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 14 ; natali73 ; 188 
 2002 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 28 ; gola78 ; 316 
 1903 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 18 ; gola78 ; 1347 
 1904 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 35 ; o.k. ; 251 
 1905 ; 3 рубля ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 13 ; o.k. ; 434 
 1906 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 30 ; AK-47 ; 232 
 1907 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 29 ; прима ; 156 
 1908 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 23 ; indigo-rus ; 306 
 1909 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 13 ; gigajohn ; 335 
 1910 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 43 ; Tornado ; 184 
 1911 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 32 ; Mahfey ; 1772 
 1912 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 12 ; прима ; 140 
 1913 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 32 ; Northman ; 323 
 1914 ; 3 рубля ; 1995 ; 50 лет освобождения Праги ; Cu-Ni ; Proof ; 21 ; strutikut ; 1793 
 1915 ; 3 рубля ; 1995 ; Капитуляция Японии ; Cu-Ni ; Proof ; 43 ; почтальон ; 2096 
 1916 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 24 ; gola78 ; 769 
 1917 ; 3 рубля ; 1994 ; 50 лет освобождения Севастополя ; Cu-Ni ; Proof ; 23 ; ArCan ; 2814 
 1918 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 30 ; прима ; 432 
 1919 ; 3 рубля ; 1995 ; Встреча на Эльбе. ; Cu-Ni ; Proof ; 30 ; Mahfey ; 2713 
 1920 ; 3 рубля ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 19 ; ArCan ; 734 
 1921 ; 3 рубля ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 24 ; gola78 ; 1148 
 1922 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 37 ; прима ; 2543 
 1923 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 34 ; gola78 ; 1122 
 1924 ; 3 рубля ; 1995 ; Разгром Квантунской армии в Маньчжурии ; Cu-Ni ; Proof ; 38 ; sgd ; 1586 
 1925 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 25 ; vel2010 ; 1416 
 1926 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 32 ; o.k. ; 1227 
 1927 ; 3 рубля ; 1995 ; Взятие Берлина ; Cu-Ni ; Proof ; 38 ; sgd ; 3166 
 1928 ; 3 рубля ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 22 ; gola78 ; 1133 
 1929 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 23 ; gigajohn ; 459 
 1930 ; 1 рубль. Новодел ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 56 ; igniss ; 482 
 1931 ; 1 рубль. Новодел ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 31 ; gola78 ; 326 
 1932 ; 1 рубль. Новодел ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 48 ; gola78 ; 440 
 1933 ; 1 рубль. Новодел ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 39 ; gola78 ; 309 
 1934 ; 1 рубль. Новодел ; 1981 ; Дружба навеки ; Cu-Ni ; Proof ; 32 ; gola78 ; 440 
 1935 ; 1 рубль. Новодел ; 1967 ; 50 лет Советской власти ; Cu-Ni ; Proof ; 71 ; igniss ; 380 
 1936 ; 1 рубль. Новодел ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; Proof ; 35 ; igniss ; 411 
 1937 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 41 ; sdfg ; 1134 
 1938 ; 1 рубль. Новодел ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 39 ; gola78 ; 400 
 1939 ; 1 рубль. Новодел ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 27 ; gola78 ; 306 
 1940 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 24 ; Юбер ; 365 
 1941 ; 1 рубль. Новодел ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Proof ; 25 ; gola78 ; 332 
 1942 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 26 ; o.k. ; 670 
 1943 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 46 ; прима ; 486 
 1944 ; 1 рубль. Новодел ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; Proof ; 37 ; gola78 ; 368 
 1945 ; 1 рубль. Новодел ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Proof ; 20 ; ArCan ; 360 
 1946 ; 1 рубль. Новодел ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 34 ; gola78 ; 408 
 1947 ; 1 рубль. Новодел ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 28 ; gola78 ; 309 
 1948 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 26 ; krft ; 505 
 1949 ; 1 рубль. Новодел ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 26 ; gola78 ; 309 
 1950 ; 1 рубль. Новодел ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 20 ; pplichko ; 329 
 1951 ; 1 рубль. Новодел ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 32 ; бонифаций ; 360 
 1952 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 40 ; gigajohn ; 455 
 1853 ; 3 рубля ; 1995 ; Разгром Квантунской армии в Маньчжурии ; Cu-Ni ; Proof ; 72 ; Mahfey ; 1624 
 1854 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 10 ; ewgen ; 144 
 1855 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 15 ; gola78 ; 143 
 1856 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 12 ; RemTro ; 153 
 1857 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 20 ; ☆texas-dv☆ ; 123 
 1858 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 18 ; ☆texas-dv☆ ; 129 
 1859 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 42 ; gigajohn ; 611 
 1860 ; 1 рубль. Новодел ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 44 ; ewgen ; 400 
 1861 ; 1 рубль. Новодел ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 31 ; gola78 ; 279 
 1862 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 16 ; o.k. ; 88 
 1863 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 28 ; Александр007 ; 1122 
 1864 ; 1 рубль. Упаковка ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 37 ; natali73 ; 747 
 1865 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 19 ; gola78 ; 246 
 1866 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 10 ; gola78 ; 226 
 1867 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 23 ; прима ; 243 
 1868 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 20 ; tamsimun ; 182 
 1869 ; 5 рублей. Упаковка ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 17 ; Al1964 ; 201 
 1870 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 19 ; igniss ; 221 
 1871 ; 5 рублей. Упаковка ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 10 ; ewgen ; 204 
 1872 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 28 ; ArCan ; 315 
 1873 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 24 ; gigajohn ; 734 
 1874 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 22 ; gola78 ; 298 
 1875 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 21 ; sibons ; 173 
 1876 ; 1 рубль. Упаковка нарушена ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 24 ; прима ; 166 
 1877 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Unc ; 37 ; sergfokin ; 510 
 1878 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 46 ; unkas ; 918 
 1879 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 22 ; alishas ; 490 
 1880 ; 1 рубль. Упаковка нарушена ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 24 ; alexadm ; 347 
 1881 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; XF ; 26 ; jimmysu ; 222 
 1882 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; XF+ ; 26 ; tetAtet ; 359 
 1883 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 17 ; tetAtet ; 247 
 1884 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; AU ; 19 ; AK-47 ; 255 
 1885 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 41 ; piv3 ; 247 
 1886 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 15 ; o.k. ; 81 
 1887 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 17 ; werespider ; 93 
 1888 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 18 ; geracon2009 ; 155 
 1889 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 23 ; geracon2009 ; 159 
 1890 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 32 ; локомотив ; 240 
 1891 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 20 ; gola78 ; 230 
 1892 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 21 ; vivik ; 227 
 1893 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 32 ; локомотив ; 190 
 1894 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 30 ; локомотив ; 255 
 1895 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 27 ; imi ; 169 
 1896 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 19 ; tetAtet ; 207 
 1897 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 26 ; imi ; 183 
 1898 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 46 ; vasek ; 453 
 1899 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 24 ; tetAtet ; 237 
 1900 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 20 ; alishas ; 569 
 1901 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 27 ; ArCan ; 2233 
 1902 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 17 ; geezy ; 1398 
 1803 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 39 ; o.k. ; 1409 
 1804 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 36 ; gri.59 ; 1381 
 1805 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; XF ; 22 ; Ravin ; 105 
 1806 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 84 ; alishas ; 1329 
 1807 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 45 ; o.k. ; 1587 
 1808 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 30 ; alishas ; 649 
 1809 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 30 ; o.k. ; 1530 
 1810 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 21 ; strutikut ; 1386 
 1811 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Праги ; Cu-Ni ; Proof ; 33 ; олег45 ; 2955 
 1812 ; 1 рубль. Упаковка ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; AU ; 12 ; valent77 ; 169 
 1813 ; 1 рубль. Упаковка ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 19 ; ardgir ; 135 
 1814 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 17 ; natali73 ; 209 
 1815 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 17 ; hanim ; 209 
 1816 ; 5 рублей. Упаковка ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 47 ; tamsimun ; 261 
 1817 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 28 ; 0987654321 ; 296 
 1818 ; 5 рублей. Упаковка ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 9 ; white-2000 ; 204 
 1819 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 24 ; vitaliy036 ; 500 
 1820 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 18 ; RemTro ; 182 
 1821 ; 5 рублей. Упаковка ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 19 ; AK-47 ; 357 
 1822 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 18 ; geracon2009 ; 194 
 1823 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 18 ; 0987654321 ; 283 
 1824 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 30 ; 0987654321 ; 408 
 1825 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 24 ; alishas ; 408 
 1826 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 37 ; Alexis ; 649 
 1827 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 29 ; alishas ; 548 
 1828 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 30 ; magpie ; 709 
 1829 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 19 ; ArCan ; 334 
 1830 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 16 ; buynyi76 ; 203 
 1831 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 14 ; niko1968 ; 351 
 1832 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 27 ; ewgen ; 199 
 1833 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 42 ; StarinaHenk ; 172 
 1834 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 24 ; AK-47 ; 218 
 1835 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 25 ; said ; 367 
 1836 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 18 ; hanim ; 215 
 1837 ; 1 рубль. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 44 ; Al1964 ; 189 
 1838 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 26 ; RemTro ; 145 
 1839 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 13 ; ardgir ; 255 
 1840 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 13 ; RemTro ; 159 
 1841 ; 1 рубль. Упаковка ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 9 ; Чук ; 233 
 1842 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 17 ; ewgen ; 193 
 1843 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 20 ; hanim ; 340 
 1844 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 19 ; AK-47 ; 184 
 1845 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 25 ; magpie ; 385 
 1846 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 26 ; Новик ; 380 
 1847 ; 1 рубль. Упаковка ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; AU ; 24 ; ялок ; 139 
 1848 ; 1 рубль. Упаковка ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 21 ; ялок ; 139 
