 5814 ; Бона иностранная. Бельгия ; 1942 ;  ;  ;  ; 61 ; Первый Самураец ; 2550 
 1677 ; 15 копеек ; 1930 ;  ; Ag ; VF+ ; 22 ; r52andrey ; 221 
 1678 ; 10 копеек ; 1923 ;  ; Ag ; VF+ ; 10 ; jimmysu ; 81 
 1679 ; 10 копеек ; 1923 ;  ; Ag ; VF+ ; 33 ; vituzik ; 150 
 1680 ; 10 копеек ; 1923 ;  ; Ag ; VF ; 41 ; Esaul M ; 258 
 1681 ; 10 копеек ; 1923 ;  ; Ag ; VF ; 9 ; апосум ; 74 
 1682 ; 10 копеек ; 1924 ;  ; Ag ; VF ; 36 ; JanPol ; 512 
 1683 ; 10 копеек ; 1925 ;  ; Ag ; AU ; 16 ; Нум24 ; 357 
 1684 ; 10 копеек ; 1925 ;  ; Ag ; XF+ ; 58 ; Taras58 ; 204 
 1685 ; 10 копеек ; 1925 ;  ; Ag ; XF+ ; 5 ; Roman1976 ; 153 
 1686 ; 10 копеек ; 1925 ;  ; Ag ; XF ; 17 ; Svensk ; 86 
 1687 ; 10 копеек ; 1925 ;  ; Ag ; XF ; 18 ; мон ; 79 
 1688 ; 10 копеек ; 1925 ;  ; Ag ; XF ; 17 ; zarnord ; 71 
 1689 ; 10 копеек ; 1925 ;  ; Ag ; XF ; 10 ; ksw ; 80 
 1690 ; 10 копеек ; 1925 ;  ; Ag ; VF-XF ; 24 ; VLCH ; 81 
 1691 ; 10 копеек ; 1925 ;  ; Ag ; VF ; 9 ; Димон777 ; 77 
 1592 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 13 ; MBP ; 386 
 1593 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 8 ; NILOV ; 397 
 1594 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 11 ; MBP ; 395 
 1595 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 7 ; LAB-A ; 359 
 1596 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 11 ; MBP ; 396 
 1597 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 9 ; NILOV ; 372 
 1598 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 13 ; johnsilver09 ; 392 
 1599 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 9 ; Ратамахатта ; 380 
 1600 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 14 ; bugor ; 407 
 1601 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 23 ; Harlock ; 530 
 1602 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 10 ; радон ; 388 
 1603 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 19 ; Baikal ; 383 
 1604 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; AU ; 35 ; Нум24 ; 2009 
 1605 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF ; 18 ; Baisel ; 563 
 1606 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF ; 15 ; ввп ; 465 
 1607 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF- ; 7 ; bugor ; 388 
 1608 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 18 ; Нифертити ; 476 
 1609 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 13 ; Harlock ; 500 
 1610 ; 20 копеек ; 1921 ;  ; Ag ; VF- ; 36 ; krut0803 ; 1420 
 1611 ; 20 копеек ; 1921 ;  ; Ag ; F+ ; 37 ; лайк ; 869 
 1612 ; 20 копеек ; 1922 ;  ; Ag ; VF- ; 7 ; лом45 ; 114 
 1613 ; 20 копеек ; 1922 ;  ; Ag ; VF- ; 17 ; Horta ; 215 
 1614 ; 20 копеек ; 1922 ;  ; Ag ; VF ; 15 ; zarnord ; 204 
 1615 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 21 ; Во все тяжкие ; 2279 
 1616 ; 20 копеек ; 1923 ;  ; Ag ; XF ; 14 ; DmA ; 314 
 1617 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 21 ; сортам70 ; 58 
 1618 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 26 ; мон ; 79 
 1619 ; 20 копеек ; 1923 ;  ; Ag ; F-VF ; 7 ; апосум ; 61 
 1620 ; 20 копеек ; 1924 ;  ; Ag ; XF ; 11 ; Roman1976 ; 209 
 1621 ; 20 копеек ; 1924 ;  ; Ag ; XF- ; 12 ; pac262 ; 101 
 1622 ; 20 копеек ; 1924 ;  ; Ag ; VF- ; 12 ; мон ; 84 
 1623 ; 20 копеек ; 1925 ;  ; Ag ; XF+ ; 11 ; Roman1976 ; 306 
 1624 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 31 ; Оленька ; 100 
 1625 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 10 ; jimmysu ; 69 
 1626 ; 20 копеек ; 1925 ;  ; Ag ; XF- ; 30 ; мон ; 71 
 1627 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 10 ; jimmysu ; 71 
 1628 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 23 ; мон ; 80 
 1629 ; 20 копеек ; 1927 ;  ; Ag ; XF+ ; 24 ; Zam ; 271 
 1630 ; 20 копеек ; 1927 ;  ; Ag ; XF+ ; 14 ; Zam ; 197 
 1631 ; 20 копеек ; 1927 ;  ; Ag ; XF ; 36 ; ksw ; 155 
 1632 ; 20 копеек ; 1927 ;  ; Ag ; VF ; 13 ; март16 ; 99 
 1633 ; 20 копеек ; 1928 ;  ; Ag ; XF+ ; 11 ; Оленька ; 133 
 1634 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 16 ; Trien ; 69 
 1635 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 24 ; VLCH ; 80 
 1636 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 19 ; мон ; 80 
 1637 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 20 ; jimmysu ; 70 
 1638 ; 20 копеек ; 1929 ;  ; Ag ; XF+ ; 10 ; Roman1976 ; 200 
 1639 ; 20 копеек ; 1929 ;  ; Ag ; VF+ ; 18 ; rbhbvzcjd ; 126 
 1640 ; 20 копеек ; 1929 ;  ; Ag ; VF ; 15 ; ksw ; 153 
 1641 ; 20 копеек ; 1930 ;  ; Ag ; XF+ ; 28 ; Trien ; 357 
 1542 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 9 ; Roman1976 ; 424 
 1543 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 13 ; Harlock ; 419 
 1544 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 19 ; JanPol ; 536 
 1545 ; 50 копеек ; 1922 ; (АГ) ; Ag ; XF ; 38 ; superВайзер ; 1259 
 1546 ; 50 копеек ; 1922 ; (АГ) ; Ag ; XF ; 26 ; 439 ; 1338 
 1547 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 15 ; niko1968 ; 401 
 1548 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 14 ; джон007 ; 412 
 1549 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 14 ; NILOV ; 410 
 1550 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 13 ; johnsilver09 ; 397 
 1551 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 16 ; джон007 ; 420 
 1552 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 13 ; NILOV ; 412 
 1553 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 12 ; johnsilver09 ; 389 
 1554 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 14 ; Оленька ; 450 
 1555 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 9 ; niko1968 ; 401 
 1556 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 9 ; NILOV ; 365 
 1557 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 13 ; Димон777 ; 410 
 1558 ; 50 копеек ; 1922 ; (АГ) ; Ag ; XF- ; 47 ; vvг ; 1093 
 1559 ; 50 копеек ; 1922 ; (АГ) ; Ag ; XF- ; 27 ; zarnord ; 906 
 1560 ; 50 копеек ; 1922 ; (АГ) ; Ag ; VF-XF ; 14 ; лайк ; 921 
 1561 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 11 ; johnsilver09 ; 383 
 1562 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 9 ; апосум ; 390 
 1563 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 9 ; NILOV ; 370 
 1564 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 9 ; NILOV ; 401 
 1565 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 11 ; NILOV ; 389 
 1566 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 10 ; bugor ; 379 
 1567 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 8 ; MBP ; 385 
 1568 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 16 ; Нифертити ; 465 
 1569 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF ; 9 ; niko1968 ; 387 
 1570 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 10 ; LAB-A ; 381 
 1571 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 11 ; NILOV ; 365 
 1572 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 9 ; MBP ; 401 
 1573 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 48 ; Baisel ; 665 
 1574 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 11 ; Roman1976 ; 390 
 1575 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 16 ; Baikal ; 405 
 1576 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 15 ; Baikal ; 402 
 1577 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 10 ; Ясер ; 410 
 1578 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF- ; 7 ; Ратамахатта ; 407 
 1579 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 13 ; Baikal ; 410 
 1580 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 13 ; johnsilver09 ; 386 
 1581 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 10 ; LAB-A ; 383 
 1582 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 11 ; niko1968 ; 388 
 1583 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 13 ; Baikal ; 410 
 1584 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 11 ; MBP ; 396 
 1585 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 11 ; niko1968 ; 398 
 1586 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 11 ; NILOV ; 383 
 1587 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF- ; 11 ; niko1968 ; 378 
 1588 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 9 ; johnsilver09 ; 375 
 1589 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 14 ; johnsilver09 ; 381 
 1590 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 9 ; NILOV ; 354 
 1591 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 12 ; NILOV ; 361 
 1492 ; 5 рублей ; 1980 ; ММД Стрельба из лука.Игры XXII Олимпиады ; Ag ; Proof ; 30 ; unkas ; 922 
 1493 ; 5 рублей ; 1980 ; ЛМД Конно-спортивная игра "Исинди".Игры XXII Олимпиады ; Ag ; Proof ; 24 ; unkas ; 833 
 1494 ; 3 рубля ; 1992 ; ММД Академия наук в Санкт-Петербурге ; Ag ; Proof ; 18 ; я8844 ; 1385 
 1495 ; 3 рубля ; 1994 ; ЛМД Смольный институт в С-Пб ; Ag ; Proof ; 31 ; igniss ; 1475 
 1496 ; 3 рубля ; 1994 ; ММД "Сохраним наш мир". Соболь ; Ag ; Proof ; 33 ; maymuse ; 2020 
 1497 ; 3 рубля ; 1996 ; ЛМД Тобольский Кремль ; Ag ; Proof ; 13 ; igniss ; 1542 
 1498 ; 3 рубля ; 1996 ; ЛМД Сцена из балета "Щелкунчик". "Поединок" ; Ag ; Proof ; 16 ; igniss ; 1503 
 1499 ; 3 рубля ; 2002 ; ММД Чемпионат мира по футболу 2002 ; Ag ; Proof ; 20 ; sibirian ; 1530 
 1500 ; 3 рубля ; 2005 ; ММД Гос.акад.театр оперы и балета г.Новосибирска ; Ag ; Proof ; 12 ; И58 ; 1641 
 1501 ; 3 рубля. Год Змеи ; 2013ММД ;  ; Ag ; Proof ; 42 ; Artemon ; 2809 
 1502 ; 2 рубля ; 1995 ; ММД Парад Победы (Жуков на коне) ; Ag ; Proof ; 36 ; Megapuzo ; 1326 
 1503 ; 2 рубля ; 1999 ; СПМД Н.К.Рерих. Портрет ; Ag ; Proof ; 32 ; Megapuzo ; 1224 
 1504 ; 2 рубля ; 1999 ; ММД И.П.Павлов.Портрет за столом ; Ag ; Proof ; 41 ; talamus ; 1135 
 1505 ; 2 рубля. Храм -подворье Святителя Чудотворца Николая ; 2011СПМД ;  ; Ag925 ; Proof ; 34 ; И58 ; 2493 
 1506 ; 1 рубль ; 1993 ; ЛМД Красная книга. Винторогий козел ; Ag ; Proof ; 11 ; kolbur ; 1134 
 1507 ; 1 рубль ; 1993 ; ЛМД Красная книга. Рыбный филин ; Ag ; Proof ; 9 ; kop ; 1031 
 1508 ; 1 рубль ; 1993 ; ЛМД Красная книга. Амурский тигр ; Ag ; Proof ; 21 ; kop ; 1444 
 1509 ; 1 рубль ; 1997 ; ММД Воскресенские ворота ; Ag ; Proof ; 15 ; gri.59 ; 969 
 1510 ; 1 рубль ; 2002 ; ММД Министерство внутренних дел ; Ag ; Proof ; 27 ; олег45 ; 3172 
 1511 ; 1 рубль ; 2002 ; ММД Министерство иностранных дел ; Ag ; Proof ; 18 ; олег45 ; 2119 
 1512 ; 1 рубль ; 2002 ; ММД Министерство юстиции ; Ag ; Proof ; 11 ; олег45 ; 2078 
 1513 ; 1 рубль ; 2002 ; ММД Министерство образования ; Ag ; Proof ; 21 ; Agava ; 1593 
 1514 ; 1 рубль ; 2002 ; ММД Министерство финансов ; Ag ; Proof ; 13 ; олег45 ; 2029 
 1515 ; 1 рубль ; 2002 ; ММД Вооруженные силы РФ ; Ag ; Proof ; 23 ; олег45 ; 3059 
 1516 ; 1 рубль ; 2002 ; ММД Министерство экономического развития ; Ag ; Proof ; 41 ; олег45 ; 2258 
 1517 ; 1 рубль ; 2003 ; СПМД Изобр.льва на набережной у Адмиралтейства ; Ag ; Proof ; 32 ; djon.777 ; 1596 
 1518 ; 1 рубль ; 2003 ; СПМД Изобр.кораблика на шпиле Адмиралтейства ; Ag ; Proof ; 11 ; Artemon ; 1711 
 1519 ; 1 рубль ; 2003 ; СПМД Изобр.ангела на шпиле собора Петопавл.крепости ; Ag ; Proof ; 9 ; Artemon ; 1621 
 1520 ; 1 рубль ; 2003 ; СПМД Изобр.скульптуры лошади на Аничковом мосту ; Ag ; Proof ; 22 ; Agava ; 1224 
 1521 ; 1 рубль ; 2003 ; СПМД Изобр.грифона на Банковском мостике ; Ag ; Proof ; 11 ; Artemon ; 1609 
 1522 ; 1 рубль ; 2003 ; СПМД Изобр.сфинкса у здания Академии Художеств ; Ag ; Proof ; 12 ; Agava ; 1031 
 1523 ; 1 рубль ; 2009 ; ММД Вооруженные силы РФ. Авиация. "Илья Муромец" ; Ag ; Proof ; 17 ; И58 ; 1140 
 1524 ; 1 рубль ; 2009 ; ММД Вооруженные силы РФ. Авиация. Реактивный самолет ; Ag ; Proof ; 29 ; Denis78 ; 1074 
 1525 ; 1 рубль ; 2009 ; ММД Вооруженные силы РФ. Авиация. Эмблема ; Ag ; Proof ; 22 ; Denis78 ; 1075 
 1526 ; 1 рубль ; 2010 ; СПМД Вооруженные силы РФ. Танковые войска ; Ag ; Proof ; 7 ; yuri.gruzdev ; 2039 
 1527 ; 1 рубль ; 2010 ; СПМД Вооруженные силы РФ. Танковые войска ; Ag ; Proof ; 7 ; yuri.gruzdev ; 2039 
 1528 ; 1 рубль ; 2010 ; СПМД Вооруженные силы РФ. Танковые войска ; Ag ; Proof ; 14 ; Artemon ; 2866 
 1529 ; Рубль ; 1921 ; (АГ) ; Ag ; XF+ ; 35 ; jimmysu ; 3123 
 1530 ; Рубль ; 1921 ; (АГ) ; Ag ; XF ; 42 ; alexey_s ; 3069 
 1531 ; Рубль ; 1921 ; (АГ) ; Ag ; VF-XF ; 22 ; Harlock ; 3264 
 1532 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF ; 21 ; Baikal ; 1473 
 1533 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF ; 27 ; garret/25/24/1978 ; 1572 
 1534 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF ; 21 ; Baikal ; 1485 
 1535 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF+/AU ; 16 ; superВайзер ; 918 
 1536 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF ; 16 ; rustamsp ; 829 
 1537 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF ; 22 ; superВайзер ; 873 
 1538 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF-XF ; 17 ; zarnord ; 763 
 1539 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF+ ; 23 ; vasilyi66 ; 867 
 1540 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 18 ; Ясер ; 549 
 1541 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 13 ; Лёхыч ; 420 
 1399 ; Лот значков иностранных: 9шт ;  ;  ; Ж/м,эмаль ; VF-XF/VF ; 15 ; aziya11 ; 37 
 1400 ; Лот жетонов: 14шт ;  ;  ; Al,Б/м,ж/м ; VF/XF ; 26 ; Шмейхель ; 446 
 1401 ; Лот жетонов (3шт) ;  ;  ; Пластмасса ; VF- ; 12 ; igorpuzir ; 206 
 1402 ; Лот жетонов игровых: 13шт ;  ;  ; Б/м,ж/м,Al ; F/VF+ ; 17 ; sos1 ; 410 
 1403 ; Лот жетонов: 6шт ;  ;  ; Пластмасса, ж/м ; VF-/VF+ ; 16 ; Шмейхель ; 32 
 1447 ; Один червонец. М-8,6г ; 1980 ; ММД ; Au ; AU ; 26 ; Начальник ; 14084 
 1448 ; 50 рублей. М-8,6г ; 1991 ; ММД Исаакиевский собор в Санкт-Петербурге ; Au ; Proof ; 13 ; gulyy_mik ; 12270 
 1449 ; 25 рублей ; 1996 ; ЛМД "Сохраним наш мир". Амурский тигр ; Ag ; Proof ; 31 ; Harlock ; 9051 
 1450 ; 10 рублей. В коробке на 28 монет (Москва. Олимпиада 80) ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; Proof ; 45 ; unkas ; 7469 
 1451 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; AU ; 43 ; ☆texas-dv☆ ; 1173 
 1452 ; 10 рублей ; 1977 ; ЛМД Москва. Игры XXII Олимпиады ; Ag ; AU ; 38 ; rendom9 ; 1122 
 1453 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; Proof ; 42 ; unkas ; 2040 
 1454 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; AU ; 27 ; страус ; 1157 
 1455 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; Proof ; 21 ; unkas ; 1368 
 1456 ; 10 рублей ; 1978 ; ММД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; AU ; 31 ; dec9 ; 1249 
 1457 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; Proof ; 25 ; unkas ; 1432 
 1458 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; AU ; 23 ; страус ; 1251 
 1459 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; Proof ; 23 ; unkas ; 1355 
 1460 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; AU ; 23 ; gola78 ; 1145 
 1461 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; Proof ; 31 ; JanPol ; 1213 
 1462 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; AU ; 22 ; yurrgen ; 1122 
 1463 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; Proof ; 28 ; андреич31 ; 1150 
 1464 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; AU ; 23 ; страус ; 1122 
 1465 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Олимпиады ; Ag ; Proof ; 23 ; джон007 ; 1099 
 1466 ; 10 рублей ; 1979 ; ЛМД Борьба дзюдо.Игры XXII Олимпиады ; Ag ; Proof ; 21 ; bumaga ; 1532 
 1467 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; Proof ; 10 ; Blixa37 ; 1228 
 1468 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках.Игры XXII Олимпиады ; Ag ; Proof ; 31 ; Man 11 ; 1134 
 1469 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры XXII Олимпиады ; Ag ; Proof ; 19 ; лаботряс ; 1071 
 1470 ; 10 рублей ; 1980 ; ММД Танец орла и хуреш.Игры XXII Олимпиады ; Ag ; Proof ; 16 ; gurtov ; 1384 
 1471 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпиады ; Ag ; Proof ; 38 ; unkas ; 1596 
 1472 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпиады ; Ag ; AU ; 42 ; АЛАН-ШИРЕР ; 813 
 1473 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; Proof ; 16 ; unkas ; 1020 
 1474 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; AU ; 35 ; dec9 ; 807 
 1475 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; Proof ; 25 ; unkas ; 1269 
 1476 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 40 ; АЛАН-ШИРЕР ; 816 
