 5979 ; 1000000 злотых Польша ; 1991 ;  ; AU ;  ; 45 ; Бармалей ; 1707 
 2054 ; 10 копеек ; 1937 ;  ; Ni ; VG ; 9 ; Skilfulsun ; 228 
 2055 ; 5 копеек ; 1943 ;  ; Br ; XF- ; 38 ; dim66 ; 352 
 2056 ; 3 копейки ; 1940 ;  ; Br ; AU ; 49 ; John16 ; 1224 
 2057 ; 3 копейки ; 1953 ;  ; Br ; XF ; 10 ; heavy_fly ; 55 
 2058 ; 3 копейки ; 1956 ;  ; Br ; AU ; 40 ; John16 ; 850 
 2059 ; 10 копеек ; 1936 ;  ; Сu-Ni ; XF+ ; 13 ; Masik ; 378 
 2060 ; 1 копейка ; 1948 ;  ; Br ; AU ; 17 ; viv1957 ; 181 
 2061 ; 1 копейка ; 1951 ;  ; Br ; AU ; 13 ; John16 ; 318 
 2062 ; 1 копейка ; 1952 ;  ; Br ; XF+ ; 11 ; Technics ; 72 
 2063 ; 1 копейка ; 1953 ;  ; Br ; AU ; 9 ; S.P. ; 37 
 2064 ; 1 копейка ; 1954 ;  ; Br ; XF+ ; 13 ; miranda ; 68 
 2065 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; AU ; 11 ; Ustin ; 76 
 2066 ; 5 копеек ; 1939 ;  ; Br ; VF- ; 16 ; сортам70 ; 181 
 2067 ; 5 копеек ; 1928 ;  ; Br ; VG ; 7 ; лили ; 61 
 2068 ; 5 копеек ; 1941 ;  ; Br ; F ; 59 ; диман ; 839 
 2069 ; 5 копеек ; 1950 ;  ; Br ; F ; 13 ; iizikul ; 153 
 2070 ; 5 копеек ; 1948 ;  ; Br ; F ; 7 ; лили ; 115 
 2071 ; 5 копеек ; 1945 ;  ; Br ; F ; 39 ; диман ; 928 
 2072 ; 5 копеек ; 1929 ;  ; Br ; F- ; 15 ; sib8 ; 122 
 2073 ; 5 копеек ; 1932 ;  ; Br ; F+ ; 12 ; solder13 ; 170 
 2074 ; 10 копеек ; 1935 ;  ; Сu-Ni ; F- ; 13 ; Technics ; 190 
 2075 ; 10 копеек ; 1940 ;  ; Ni ; F- ; 9 ; iizikul ; 108 
 2076 ; 10 копеек ; 1938 ;  ; Ni ; VF ; 20 ; нионила ; 363 
 2077 ; 10 копеек ; 1943 ;  ; Ni ; F+ ; 27 ; Ustin ; 237 
 2078 ; 10 копеек ; 1941 ;  ; Ni ; VF- ; 26 ; 13 ; 510 
 2079 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; XF+ ; 14 ; t_v_v ; 155 
 2080 ; 1 копейка ; 1937 ;  ; Br ; AU ; 40 ; Запруда ; 419 
 2081 ; 1 копейка ; 1935 ;  ; Br ; XF ; 45 ; dimass70 ; 1581 
 2082 ; 1 копейка ; 1934 ;  ; Br ; XF+ ; 60 ; Masik ; 451 
 2083 ; 1 копейка. Упаковка ; 1988 ;  ; Cu-Zn ; Unc ; 17 ; cr2952 ; 113 
 2084 ; 5 копеек ; 1977 ;  ; Cu-Zn ; VF-XF ; 3 ; cr2952 ; 4 
 2085 ; 3 копейки ; 1977 ;  ; Cu-Zn ; VF-XF ; 7 ; judge ; 123 
 2086 ; 20 копеек. Упаковка ; 1988 ; Л/с шт. 3 коп. ; Cu-Ni ; Unc ; 39 ; dimass70 ; 713 
 2087 ; 3 копейки. Упаковка ; 1988 ;  ; Cu-Zn ; Unc ; 52 ; judge ; 337 
 2088 ; 1 копейка ; 1941 ;  ; Br ; XF+ ; 75 ; AnvlaSar6216 ; 956 
 2089 ; 1 копейка ; 1938 ;  ; Br ; AU ; 27 ; Sporti84 ; 288 
 1990 ; 1 копейка ; 1937 ;  ; Br ; VF- ; 13 ; Lizig1 ; 126 
 1991 ; 1 копейка ; 1941 ;  ; Br ; VF ; 15 ; kansk ; 244 
 1992 ; 1 копейка ; 1945 ;  ; Br ; F-VF ; 8 ; 13 ; 102 
 1993 ; 1 копейка ; 1951 ;  ; Br ; VF ; 11 ; Jiamer57rus ; 134 
 1994 ; 1 копейка ; 1927 ;  ; Br ; VF ; 20 ; miranda ; 123 
 1995 ; 15 копеек ; 1950 ;  ; Ni ; VF ; 13 ; Beliy86 ; 82 
 1996 ; 2 копейки ; 1929 ;  ; Br ; F ; 5 ; Olimpia ; 58 
 1997 ; 15 копеек ; 1950 ;  ; Ni ; F ; 3 ; Olimpia ; 4 
 1998 ; 2 копейки ; 1936 ;  ; Br ; F ; 3 ; Olimpia ; 4 
 1999 ; 5 копеек ; 1928 ;  ; Br ; F ; 17 ; лили ; 101 
 2000 ; 5 копеек ; 1936 ;  ; Br ; F+ ; 19 ; RusScat ; 309 
 2001 ; 3 копейки ; 1930 ; В СССР С вытянуты, шт.20 коп.1924 ; Br ; F ; 25 ; Olimpia ; 816 
 2002 ; 20 копеек ; 1939 ;  ; Ni ; F- ; 3 ; Olimpia ; 4 
 2003 ; 20 копеек ; 1939 ;  ; Ni ; F- ; 3 ; Olimpia ; 4 
 2004 ; 2 копейки ; 1940 ;  ; Br ; F ; 5 ; Olimpia ; 11 
 2005 ; 50 копеек ; 1976 ;  ; Cu-Ni ; VF-XF ; 30 ; Метро62 ; 883 
 2006 ; 1 копейка ; 1934 ;  ; Br ; VF+ ; 21 ; solder13 ; 346 
 2007 ; 20 копеек ; 1942 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; F+ ; 23 ; NAG ; 200 
 2008 ; 2 копейки ; 1950 ;  ; Br ; VF ; 7 ; G.Trozky ; 47 
 2009 ; 2 копейки ; 1950 ;  ; Br ; F ; 7 ; Ser_doh ; 14 
 2010 ; 20 копеек ; 1951 ;  ; Ni ; VF- ; 19 ; Jiamer57rus ; 111 
 2011 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF- ; 13 ; Росич8 ; 53 
 2012 ; 3 копейки ; 1931 ;  ; Br ; F ; 3 ; Olimpia ; 4 
 2013 ; 1 копейка ; 1949 ;  ; Br ; VF- ; 5 ; Ser_doh ; 22 
 2014 ; 3 копейки ; 1932 ;  ; Br ; F-VF ; 9 ; Gera_K ; 15 
 2015 ; 15 копеек ; 1948 ;  ; Ni ; VF ; 9 ; kostyuksa ; 59 
 2016 ; 1 копейка ; 1945 ;  ; Br ; VF- ; 18 ; ooooo1961 ; 160 
 2017 ; 15 копеек ; 1948 ;  ; Ni ; VF ; 9 ; Beliy86 ; 57 
 2018 ; 1 копейка ; 1936 ;  ; Br ; F-VF ; 9 ; Lizig1 ; 34 
 2019 ; 15 копеек ; 1946 ;  ; Ni ; VF ; 14 ; kostyuksa ; 57 
 2020 ; 1 копейка ; 1936 ;  ; Br ; F+ ; 5 ; YG2013 ; 10 
 2021 ; 15 копеек ; 1945 ;  ; Ni ; F+ ; 8 ; сортам70 ; 68 
 2022 ; 20 копеек ; 1948 ;  ; Ni ; VF ; 18 ; akula ; 50 
 2023 ; 15 копеек ; 1945 ;  ; Ni ; F+ ; 9 ; NAG ; 62 
 2024 ; 50 копеек ; 1969 ;  ; Cu-Ni ; VF ; 31 ; Lizig1 ; 94 
 2025 ; 3 копейки ; 1926 ;  ; Br ; F ; 3 ; Olimpia ; 4 
 2026 ; 3 копейки ; 1926 ;  ; Br ; F ; 17 ; Ser_doh ; 38 
 2027 ; 3 копейки ; 1930 ;  ; Br ; F ; 3 ; Olimpia ; 4 
 2028 ; 3 копейки ; 1930 ;  ; Br ; F ; 3 ; Olimpia ; 4 
 2029 ; 3 копейки ; 1949 ;  ; Br ; VF- ; 5 ; Lizig1 ; 16 
 2030 ; 10 копеек ; 1951 ;  ; Ni ; F-VF ; 23 ; VAZ-2107 ; 117 
 2031 ; 3 копейки ; 1949 ;  ; Br ; VF- ; 5 ; kostyuksa ; 16 
 2032 ; 3 копейки ; 1943 ;  ; Br ; VF- ; 7 ; kostyuksa ; 51 
 2033 ; 3 копейки ; 1946 ;  ; Br ; F+ ; 9 ; kostyuksa ; 34 
 2034 ; 3 копейки ; 1950 ;  ; Br ; F ; 5 ; Olimpia ; 19 
 2035 ; 5 копеек ; 1940 ;  ; Br ; F- ; 7 ; _Владимир_ ; 62 
 2036 ; 3 копейки ; 1950 ;  ; Br ; F+ ; 9 ; miha5855 ; 17 
 2037 ; 15 копеек ; 1943 ;  ; Ni ; VF+ ; 49 ; ss13 ; 224 
 2038 ; 10 копеек ; 1951 ;  ; Ni ; F-VF ; 15 ; VAZ-2107 ; 120 
 2039 ; 10 копеек ; 1936 ;  ; Сu-Ni ; XF ; 41 ; RusScat ; 344 
 1940 ; 3 копейки ; 1985 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 20 ; YG2013 ; 64 
 1941 ; 3 копейки ; 1984 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 21 ; gola78 ; 64 
 1942 ; 3 копейки ; 1981 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 18 ; gola78 ; 64 
 1943 ; 3 копейки ; 1977 ; Л/с шт.20 коп.1973 ; Cu-Zn ; VF ; 11 ; эдик ; 126 
 1944 ; 5 копеек ; 1928 ;  ; Br ; F+ ; 10 ; NAG ; 104 
 1945 ; 5 копеек ; 1929 ;  ; Br ; F ; 5 ; Ser_doh ; 112 
 1946 ; 5 копеек ; 1929 ;  ; Br ; F+ ; 11 ; лили ; 210 
 1947 ; 5 копеек ; 1930 ;  ; Br ; VF ; 15 ; лили ; 46 
 1948 ; 5 копеек ; 1932 ;  ; Br ; VF- ; 18 ; murman ; 126 
 1949 ; 5 копеек ; 1937 ;  ; Br ; VF- ; 47 ; ooooo1961 ; 882 
 1950 ; 5 копеек ; 1948 ;  ; Br ; VF ; 19 ; ziko ; 282 
 1951 ; 5 копеек ; 1948 ;  ; Br ; VF ; 36 ; miranda ; 239 
 1952 ; 5 копеек ; 1952 ;  ; Br ; F+ ; 9 ; лили ; 26 
 1953 ; 5 копеек ; 1956 ;  ; Br ; VF ; 11 ; Lizig1 ; 38 
 1954 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; VF+ ; 5 ; Beliy86 ; 72 
 1955 ; 3 копейки ; 1933 ;  ; Br ; F+ ; 9 ; ooooo1961 ; 113 
 1956 ; 3 копейки ; 1935 ;  ; Br ; VF- ; 18 ; СОВ ; 153 
 1957 ; 3 копейки ; 1934 ;  ; Br ; VF- ; 29 ; NAG ; 255 
 1958 ; 3 копейки ; 1930 ;  ; Br ; F-VF ; 15 ; 565 ; 53 
 1959 ; 3 копейки ; 1930 ;  ; Br ; F+ ; 6 ; 000SABik ; 6 
 1960 ; 3 копейки ; 1932 ;  ; Br ; VF ; 65 ; ss13 ; 404 
 1961 ; 3 копейки ; 1932 ;  ; Br ; VF ; 12 ; Hleborezka ; 55 
 1962 ; 3 копейки ; 1926 ;  ; Br ; F ; 9 ; _Владимир_ ; 58 
 1963 ; 3 копейки ; 1928 ;  ; Br ; F-VF ; 12 ; Beliy86 ; 80 
 1964 ; 3 копейки ; 1936 ; Л/с звезда фигурная ; Br ; F-VF ; 15 ; Alex1012 ; 153 
 1965 ; 3 копейки ; 1938 ;  ; Br ; VF ; 6 ; _Владимир_ ; 12 
 1966 ; 3 копейки ; 1938 ;  ; Br ; F ; 6 ; Почта России ; 12 
 1967 ; 3 копейки ; 1941 ;  ; Br ; F ; 20 ; 000SABik ; 37 
 1968 ; 2 копейки ; 1926 ;  ; Br ; F ; 7 ; _Владимир_ ; 21 
 1969 ; 2 копейки ; 1926 ;  ; Br ; F ; 9 ; G.Trozky ; 21 
 1970 ; 2 копейки ; 1928 ;  ; Br ; VF- ; 13 ; _Владимир_ ; 57 
 1971 ; 2 копейки ; 1929 ;  ; Br ; F-VF ; 15 ; G.Trozky ; 69 
 1972 ; 2 копейки ; 1929 ;  ; Br ; VF ; 9 ; Beliy86 ; 48 
 1973 ; 2 копейки ; 1932 ;  ; Br ; F-VF ; 8 ; G.Trozky ; 53 
 1974 ; 3 копейки ; 1934 ;  ; Br ; F ; 27 ; murman ; 101 
 1975 ; 3 копейки ; 1935 ; Л/с звезда фигурная ; Br ; F ; 22 ; murman ; 63 
 1976 ; 3 копейки ; 1945 ;  ; Br ; F+ ; 50 ; ауща ; 956 
 1977 ; 3 копейки ; 1965 ;  ; Cu-Zn ; VF- ; 26 ; 13 ; 329 
 1978 ; 3 копейки ; 1962 ;  ; Cu-Zn ; VF- ; 18 ; XF ; 162 
 1979 ; 3 копейки ; 1966 ;  ; Cu-Zn ; VF ; 10 ; сортам70 ; 128 
 1980 ; 2 копейки ; 1933 ;  ; Br ; F-VF ; 9 ; viv1957 ; 261 
 1981 ; 2 копейки ; 1934 ;  ; Br ; F+ ; 13 ; YG2013 ; 36 
 1982 ; 2 копейки ; 1935 ;  ; Br ; F ; 12 ; СОВ ; 38 
 1983 ; 2 копейки ; 1945 ;  ; Br ; VF- ; 16 ; t_v_v ; 181 
 1984 ; 2 копейки ; 1951 ;  ; Br ; VF- ; 11 ; Jiamer57rus ; 119 
 1985 ; 1 копейка ; 1926 ;  ; Br ; F+ ; 11 ; kostyuksa ; 58 
 1986 ; 1 копейка ; 1928 ;  ; Br ; VF- ; 17 ; kostyuksa ; 57 
 1987 ; 1 копейка ; 1931 ;  ; Br ; VF- ; 15 ; Orlov1504 ; 72 
 1988 ; 1 копейка ; 1933 ;  ; Br ; VF- ; 15 ; RusScat ; 90 
 1989 ; 1 копейка ; 1935 ;  ; Br ; F+ ; 11 ; viv1957 ; 151 
 1890 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; VF- ; 17 ; Iskatel ; 50 
 1891 ; 3 копейки ; 1936 ; Л/с звезда фигурная ; Br ; F-VF ; 10 ; YG2013 ; 43 
 1892 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF- ; 7 ; _Владимир_ ; 101 
 1893 ; 5 копеек ; 1956 ;  ; Br ; VF+ ; 11 ; kostyuksa ; 51 
 1894 ; 1 копейка В капсуле NGC ; 1964 ;  ; Cu-Zn ; MS 66 ; 24 ; Разгонная служба . ; 1400 
 1895 ; 1 копейка В капсуле NGC ; 1963 ;  ; Cu-Zn ; MS 65 ; 15 ; onedima ; 1326 
 1896 ; 5 копеек В капсуле NGC ; 1961 ;  ; Cu-Zn ; MS 65 ; 27 ; dsidorov ; 2193 
 1897 ; 10 копеек В капсуле NGC ; 1961 ;  ; Cu-Ni ; MS 65 ; 14 ; dsidorov ; 1427 
 1898 ; 1 рубль В капсуле NGC ; 1964 ;  ; Cu-Ni ; MS 65 ; 30 ; dsidorov ; 1427 
 1899 ; 50 копеек В капсуле NGC ; 1964 ;  ; Cu-Ni ; MS 65 ; 23 ; dsidorov ; 1836 
 1900 ; 100 рублей ; 1993 ; ЛМД Белый металл ; Cu-Ni ; XF+ ; 9 ; judge ; 53 
 1901 ; 5 копеек ; 1956 ;  ; Br ; VF ; 9 ; Beliy86 ; 48 
 1902 ; 5 копеек ; 1928 ;  ; Br ; VF ; 26 ; лили ; 423 
 1903 ; 5 копеек ; 1952 ;  ; Br ; VF- ; 10 ; sgd ; 114 
 1904 ; 5 копеек ; 1953 ;  ; Br ; VF- ; 5 ; лили ; 102 
 1905 ; 5 копеек ; 1941 ;  ; Br ; F-VF ; 17 ; viv1957 ; 306 
 1906 ; 5 копеек ; 1931 ;  ; Br ; F+ ; 12 ; лили ; 110 
 1907 ; 5 копеек ; 1937 ;  ; Br ; F ; 15 ; gremlinin ; 465 
 1908 ; 5 копеек ; 1929 ;  ; Br ; VF- ; 52 ; Lizig1 ; 561 
 1909 ; 5 копеек ; 1929 ;  ; Br ; F ; 25 ; лили ; 311 
 1910 ; 5 копеек ; 1931 ;  ; Br ; F+ ; 33 ; gremlinin ; 112 
 1911 ; 5 копеек ; 1955 ;  ; Br ; F-VF ; 11 ; Iskatel ; 49 
 1912 ; 1 копейка ; 1929 ;  ; Br ; F ; 30 ; Technics ; 99 
 1913 ; 1 копейка ; 1937 ;  ; Br ; F-VF ; 14 ; Lizig1 ; 102 
 1914 ; 1 копейка ; 1926 ;  ; Br ; VF ; 19 ; heavy_fly ; 306 
 1915 ; 3 копейки ; 1929 ;  ; Br ; VF- ; 29 ; NAG ; 59 
 1916 ; 3 копейки ; 1933 ;  ; Br ; VF ; 33 ; judge ; 306 
 1917 ; 20 копеек ; 1932 ;  ; Ni ; XF+ ; 11 ; ввп ; 101 
 1918 ; 1 копейка ; 1930 ;  ; Br ; VF- ; 25 ; NAG ; 325 
 1919 ; 1 копейка ; 1949 ;  ; Br ; VF ; 15 ; Rober ; 45 
 1920 ; 1 копейка ; 1949 ;  ; Br ; VF-XF ; 7 ; 565 ; 46 
 1921 ; 3 копейки ; 1932 ;  ; Br ; VF ; 24 ; AnvlaSar6216 ; 72 
 1922 ; 1 рубль ; 1961 ;  ; Cu-Ni ; VF+ ; 32 ; макдак ; 110 
 1923 ; 1 рубль ; 1961 ;  ; Cu-Ni ; VF+ ; 32 ; 000SABik ; 110 
 1924 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF+ ; 36 ; vlk_ ; 168 
 1925 ; 1 рубль ; 1966 ;  ; Cu-Ni ; VF ; 49 ; тпруф ; 2155 
 1926 ; 1 рубль ; 1968 ;  ; Cu-Ni ; VF+ ; 26 ; елец ; 1022 
 1927 ; 1 рубль ; 1969 ;  ; Cu-Ni ; VF+ ; 42 ; ooooo1961 ; 1413 
 1928 ; 1 рубль ; 1972 ;  ; Cu-Ni ; VF+ ; 56 ; ooooo1961 ; 1926 
 1929 ; 1 рубль ; 1973 ;  ; Cu-Ni ; VF+ ; 72 ; ASCHE ; 2556 
 1930 ; 1 рубль ; 1974 ;  ; Cu-Ni ; XF ; 21 ; елец ; 1181 
 1931 ; 1 рубль ; 1977 ;  ; Cu-Ni ; VF+ ; 38 ; sgd ; 1376 
 1932 ; 3 копейки ; 1974 ;  ; Cu-Zn ; AU ; 89 ; ggerakl ; 327 
 1933 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; XF+ ; 17 ; ed1 ; 136 
 1934 ; 2 копейки. Аверс/реверс 80 градусов ; 1984 ;  ; Cu-Zn ; VF ; 31 ; CASH ; 159 
 1935 ; 5 рублей. Аверс/реверс 70 градусов ; 1997СПМД ;  ; Cu-Ni ; VF ; 22 ; CASH ; 159 
 1936 ; 3 копейки ; 1982 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 15 ; gola78 ; 31 
 1937 ; 3 копейки ; 1983 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 27 ; gola78 ; 64 
 1938 ; 3 копейки ; 1980 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 19 ; YG2013 ; 59 
 1939 ; 3 копейки ; 1986 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 22 ; gola78 ; 65 
 1840 ; 1 рубль ; 1981 ;  ; Cu-Ni ; XF ; 43 ; елец ; 1392 
 1841 ; 1 рубль ; 1982 ;  ; Cu-Ni ; XF+ ; 47 ; Запруда ; 2005 
 1842 ; 1 рубль ; 1972 ;  ; Cu-Ni ; VF+ ; 28 ; Ustin ; 1586 
 1843 ; 1 рубль ; 1979 ;  ; Cu-Ni ; XF ; 26 ; елец ; 1358 
 1844 ; 1 рубль ; 1969 ;  ; Cu-Ni ; VF+ ; 21 ; vasilyi66 ; 1245 
 1845 ; 1 рубль ; 1967 ;  ; Cu-Ni ; VF-XF ; 21 ; елец ; 1173 
 1846 ; 1 рубль ; 1978 ;  ; Cu-Ni ; XF- ; 14 ; Мурзик ; 1001 
 1847 ; 1 рубль ; 1983 ;  ; Cu-Ni ; XF- ; 23 ; Alex77 ; 1814 
 1848 ; 1 рубль ; 1971 ;  ; Cu-Ni ; XF- ; 28 ; елец ; 1224 
 1849 ; 1 рубль ; 1968 ;  ; Cu-Ni ; XF- ; 18 ; елец ; 1022 
 1850 ; 1 рубль ; 1975 ;  ; Cu-Ni ; VF-XF ; 38 ; елец ; 1224 
 1851 ; 1 рубль ; 1977 ;  ; Cu-Ni ; VF+ ; 38 ; елец ; 1224 
 1852 ; 1 рубль ; 1974 ;  ; Cu-Ni ; XF ; 35 ; ooooo1961 ; 1387 
 1853 ; 1 рубль ; 1970 ;  ; Cu-Ni ; XF- ; 28 ; елец ; 1328 
 1854 ; 1 рубль ; 1973 ;  ; Cu-Ni ; XF- ; 57 ; сим1962 ; 2554 
 1855 ; 5 копеек ; 1955 ;  ; Br ; VF ; 15 ; Gera_K ; 57 
 1856 ; 10 копеек ; 1982 ;  ; Cu-Ni ; AU ; 9 ; Алекс61 ; 72 
 1857 ; 1 копейка ; 1938 ;  ; Br ; AU ; 32 ; IO ; 388 
 1858 ; 2 копейки ; 1940 ;  ; Br ; XF ; 29 ; heavy_fly ; 102 
 1859 ; 1 копейка ; 1982 ;  ; Cu-Zn ; AU ; 51 ; Vanomah ; 439 
 1860 ; 50 копеек ; 1973 ;  ; Cu-Ni ; XF- ; 35 ; judge ; 336 
 1861 ; 3 копейки ; 1932 ;  ; Br ; VF- ; 7 ; YG2013 ; 43 
 1862 ; 2 копейки ; 1940 ;  ; Br ; XF ; 13 ; rendom9 ; 49 
 1863 ; 50 копеек. 50 лет Советской власти ; 1967 ;  ; Cu-Ni ; AU ; 21 ; Xxzx ; 153 
 1864 ; 15 копеек. 50 лет Советской власти ; 1967 ;  ; Cu-Ni ; AU ; 8 ; Xxzx ; 153 
 1865 ; 20 копеек. Упаковка ; 1986 ;  ; Cu-Ni ; Unc ; 20 ; ggerakl ; 67 
 1866 ; 3 копейки. Упаковка ; 1986 ;  ; Cu-Zn ; Unc ; 48 ; диман ; 242 
 1867 ; 2 копейки ; 1966 ;  ; Cu-Zn ; VF ; 9 ; _Владимир_ ; 125 
 1868 ; 2 копейки ; 1965 ;  ; Cu-Zn ; VF ; 15 ; MAMON ; 126 
 1869 ; 2 копейки ; 1965 ;  ; Cu-Zn ; VF- ; 7 ; viv1957 ; 69 
 1870 ; 2 копейки ; 1963 ;  ; Cu-Zn ; VF ; 5 ; YG2013 ; 8 
 1871 ; 1 копейка. Упаковка ; 1986 ;  ; Cu-Zn ; Unc ; 9 ; ggerakl ; 31 
 1872 ; 2 копейки. Упаковка ; 1986 ;  ; Cu-Zn ; Unc ; 44 ; диман ; 480 
 1873 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; F+ ; 19 ; _Владимир_ ; 101 
 1874 ; 1 рубль ; 1984 ;  ; Cu-Ni ; XF+ ; 23 ; gola78 ; 279 
 1875 ; 5 копеек ; 1937 ;  ; Br ; F- ; 24 ; Levon.Koins ; 408 
 1876 ; 1 копейка ; 1965 ;  ; Cu-Zn ; VF ; 5 ; judge ; 27 
 1877 ; 2 копейки ; 1964 ;  ; Cu-Zn ; VF ; 17 ; RAMA ; 357 
 1878 ; 10 копеек ; 1940 ;  ; Ni ; VF+ ; 7 ; rendom9 ; 153 
 1879 ; 1 копейка ; 1939 ;  ; Br ; XF ; 24 ; Sporti84 ; 114 
 1880 ; 5 копеек ; 1929 ;  ; Br ; VF ; 29 ; heavy_fly ; 561 
 1881 ; 5 копеек ; 1938 ;  ; Br ; VF ; 41 ; judge ; 632 
 1882 ; 10 копеек ; 1938 ;  ; Ni ; VF ; 29 ; AnvlaSar6216 ; 632 
 1883 ; 2 копейки ; 1964 ;  ; Cu-Zn ; VF- ; 16 ; Метро62 ; 357 
 1884 ; 3 копейки ; 1981 ; Л/с шт.20 коп. ; Cu-Zn ; VF-XF ; 29 ; эдик ; 36 
 1885 ; 1 копейка ; 1954 ;  ; Br ; XF ; 15 ; miranda ; 34 
 1886 ; 5 копеек ; 1949 ;  ; Br ; VF ; 6 ; лили ; 31 
 1887 ; 20 копеек ; 1932 ;  ; Ni ; VF+ ; 25 ; chapay1959 ; 102 
 1888 ; 1 копейка ; 1928 ;  ; Br ; VF- ; 19 ; judge ; 104 
 1889 ; 1 копейка ; 1929 ;  ; Br ; VF+ ; 32 ; Запруда ; 698 
 1790 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; XF+ ; 25 ; Xxzx ; 168 
 1791 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; XF+ ; 24 ; Xxzx ; 164 
 1792 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 7 ; зернохранилище ; 102 
 1793 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; XF ; 13 ; miranda ; 188 
 1794 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 11 ; кышшш ; 63 
 1795 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF ; 19 ; korvin ; 84 
 1796 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 15 ; уютный ; 329 
 1797 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; XF ; 9 ; TECHNO ; 102 
 1798 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; XF ; 16 ; ацетон ; 100 
 1799 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 9 ; зернохранилище ; 153 
 1800 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 9 ; зернохранилище ; 164 
 1801 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 7 ; зернохранилище ; 102 
 1802 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 7 ; meloman ; 66 
 1803 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 9 ; зернохранилище ; 102 
 1804 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 19 ; зернохранилище ; 105 
 1805 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; AU ; 21 ; Bonifaciy ; 356 
 1806 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 16 ; Gera_K ; 272 
 1807 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 10 ; samos ; 255 
 1808 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 10 ; wlad709 ; 272 
 1809 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; VG ; 5 ; Rober ; 36 
 1810 ; 10 копеек ; 1952 ;  ; Ni ; F ; 13 ; kostyuksa ; 45 
 1811 ; 5 копеек ; 1975 ;  ; Cu-Zn ; F-VF ; 27 ; kvs ; 45 
 1812 ; 2 копейки ; 1963 ;  ; Cu-Zn ; VF- ; 5 ; kvs ; 6 
 1813 ; 2 копейки ; 1948 ;  ; Br ; VF ; 25 ; ziko ; 173 
 1814 ; 1 копейка ; 1938 ;  ; Br ; VF- ; 10 ; ed1 ; 66 
 1815 ; 3 копейки ; 1979 ;  ; Cu-Zn ; XF ; 5 ; kvs ; 16 
 1816 ; 20 копеек ; 1931 ;  ; Ni ; F+ ; 31 ; ed1 ; 200 
 1817 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; F-VF ; 58 ; Дак ; 506 
 1818 ; 20 копеек ; 1956 ;  ; Ni ; VF- ; 19 ; kostyuksa ; 45 
 1819 ; 15 копеек ; 1936 ;  ; Ni ; VF- ; 39 ; NAG ; 249 
 1820 ; 15 копеек ; 1956 ;  ; Ni ; VF ; 11 ; kostyuksa ; 50 
