 5825 ; Бона иностранная. Германия ; 1922 ;  ;  ;  ; 11 ; ZIMOGOR ; 93 
 1545 ; 3 рубля ; 1990 ; ММД Флот Петра Великого ; Ag ; Proof ; 46 ; Avtovo ; 2405 
 1546 ; 3 рубля ; 1991 ; ММД Триумфальная арка ; Ag ; Proof ; 27 ; Baikal ; 1734 
 1547 ; 3 рубля ; 1991 ; ЛМД Форт Росс ; Ag ; Proof ; 36 ; Baikal ; 1836 
 1548 ; 3 рубля ; 1993 ; ЛМД Собор Покрова на Рву ; Ag ; Proof ; 54 ; Ronald ; 1895 
 1549 ; 3 рубля ; 1993 ; ЛМД Русский балет. Танцующая пара ; Ag ; Proof ; 59 ; andreypsv500 ; 1655 
 1550 ; 3 рубля ; 1993 ; ЛМД Колокольня Ивана Великого ; Ag ; Proof ; 4 ; asm1048576 ; 1385 
 1551 ; 3 рубля ; 1994 ; ЛМД Смольный институт в С-Пб ; Ag ; Proof ; 51 ; Avtovo ; 1647 
 1552 ; 3 рубля ; 1994 ; ММД Россия и мировая культура. А.А.Иванов ; Ag ; Proof ; 47 ; igniss ; 1501 
 1553 ; 3 рубля ; 1995 ; ЛМД Национальная библиотека ; Ag ; Proof ; 12 ; asm1048576 ; 1607 
 1554 ; 3 рубля ; 1996 ; ММД Церковь Ильи Пророка в Ярославле ; Ag ; Proof ; 58 ; Masik ; 1940 
 1555 ; 3 рубля ; 1996 ; ЛМД Поединок Пересвета с Челубеем ; Ag ; Proof ; 34 ; nni2000 ; 1836 
 1556 ; 3 рубля ; 1996 ; ЛМД Картина "Троица" Рублева ; Ag ; Proof ; 35 ; Baikal ; 3266 
 1557 ; 3 рубля ; 1997 ; ММД Соловецкий монастырь ; Ag ; Proof ; 8 ; Artemon ; 2042 
 1558 ; 3 рубля ; 1999 ; ММД Мечеть "Марджани" в Казани, 18 в. ; Ag ; Proof ; 32 ; Dave ; 1887 
 1559 ; 3 рубля ; 2003 ; ММД Лев ; Ag ; Proof ; 13 ; себер ; 2451 
 1560 ; 3 рубля ; 2004 ; ММД Томск ; Ag ; Proof ; 5 ; Dave ; 2346 
 1561 ; 3 рубля ; 2005 ; ММД ДК Русакова ; Ag ; Proof ; 1 ; Logika ; 2100 
 1562 ; 3 рубля ; 2005 ; ММД Московский метрополитен. М.Кропоткинская ; Ag ; Proof ; 1 ; Logika ; 2100 
 1563 ; 3 рубля ; 2005 ; ММД Свято-Никольский собор. Калининград ; Ag ; Proof ; 9 ; ЕВС ; 2367 
 1564 ; 3 рубля ; 2005 ; СПМД Раифский Богородицкий монастырь ; Ag ; Proof ; 8 ; Dave ; 2320 
 1565 ; 3 рубля ; 2006 ; Государственный банк в Нижнем Новгороде ; Ag ; Proof ; 1 ; Logika ; 2500 
 1566 ; 3 рубля ; 2007 ; Казанский вокзал. Москва ; Ag ; Proof ; 1 ; Logika ; 2700 
 1567 ; 3 рубля ; 2007 ; Невьянская наклонная башня, Свердловская обл. ; Ag ; Proof ; 1 ; Logika ; 2700 
 1568 ; 3 рубля ; 2007 ; Андрей Рублев. Историческая серия ; Ag ; Proof ; 38 ; ЕВС ; 2913 
 1569 ; 3 рубля ; 2008 ; Владимирский собор, Липецкая область ; Ag ; Proof ; 2 ; Logika ; 3100 
 1570 ; 3 рубля ; 2008 ; Собор Рождества Богородицы. г. Псков ; Ag ; Proof ; 1 ; Logika ; 3100 
 1571 ; 3 рубля ; 2008 ; ЮНЕСКО. Вулканы Камчатки ; Ag ; Proof ; 2 ; Logika ; 3100 
 1572 ; 3 рубля ; 2008 ; Градоякутский Никольский собор, г. Якутск ; Ag ; Proof ; 1 ; Logika ; 3100 
 1573 ; 3 рубля ; 2008 ; Дом Н.И.Севастьянова, г. Екатеринбург ; Ag ; Proof ; 2 ; Logika ; 3100 
 1574 ; 3 рубля ; 2009 ; Одигитриевская церковь. Смоленская обл. ; Ag ; Proof ; 66 ; ЕВС ; 1838 
 1575 ; 3 рубля ; 2009 ; 200 лет со дня рождения Гоголя ; Ag ; Proof ; 9 ; Artemon ; 2167 
 1576 ; 2 рубля ; 1995 ; ММД И.А.Бунин ; Ag ; Proof ; 69 ; kulon1 ; 1023 
 1577 ; 2 рубля ; 1995 ; ЛМД Нюрнбергский процесс ; Ag ; Proof ; 26 ; Bizon6055 ; 1134 
 1578 ; 2 рубля. Забайкальский солонгой ; 2012 ;  ; Ag ; Proof ; 21 ; Artemon ; 1999 
 1579 ; 2 рубля. Белоклювая гагара ; 2012 ;  ; Ag ; Proof ; 30 ; AMZYA ; 2345 
 1580 ; 2 рубля. Небесный усач ; 2012 ;  ; Ag ; Proof ; 17 ; Artemon ; 1999 
 1581 ; 1 рубль ; 1993 ; ЛМД Красная книга. Винторогий козел ; Ag ; Proof ; 21 ; ksw ; 1353 
 1582 ; 1 рубль ; 1997 ; ЛМД Футболисты. Франция ; Ag ; Proof ; 40 ; вова1957 ; 1593 
 1583 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU/XF ; 23 ; Sandro ; 2558 
 1584 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+ ; 26 ; fouli ; 2000 
 1585 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF- ; 20 ; Sandro ; 1334 
 1586 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 25 ; redsat ; 2000 
 1444 ; Медаль. 300-летие Российского флота. Адмирал С.О. Макаров. Первая минная атака. D-42мм ; СПМД ;  ; Cu/Ni ; Proof ; 17 ; slait ; 765 
 1445 ; Медаль. 300-летие Российского флота. Храм-памятник морякам "Спас на Водах". Русско-Японская война. D-42мм ; СПМД ;  ; Cu/Ni ; Proof ; 9 ; sibirian ; 500 
 1446 ; Медаль. 300-летие Российского флота. Адмирал Кузнецов (1902-1974). ВМФ СССР 22 июня 1941. D-42мм ; ЛМД ;  ; Cu/Ni ; Proof ; 15 ; slait ; 614 
 1447 ; Медаль. 300-летие Российского флота. Капитан Александр Маринеско. "Атака века". D-42мм ; ЛМД ;  ; Cu/Ni ; Proof ; 20 ; LVIMU ; 1836 
 1448 ; Медаль. Санкт-Петербург. D-39мм ;  ;  ; Б/м ; AU ; 18 ; валенок ; 247 
 1449 ; Жетон Метрополитена им. В.И. Ленина ;  ;  ; Б/м ; VF+ ; 27 ; Инвестор ; 386 
 1450 ; Лот иностранных знаков (4шт) ;  ;  ; Б/м,Ж/м ; VF-XF/XF ; 10 ; СЁМА ; 55 
 1451 ; Лот судостроительных знаков (3шт) ;  ;  ; Al ; XF-/XF ; 9 ; одлот ; 34 
 1452 ; Лот знаков "Учиться, учиться и учиться" (10шт) ;  ;  ; Al ; XF-/XF ; 56 ; кашира ; 661 
 1453 ; Лот знаков Турист (7шт) ;  ;  ; Al ; XF-/XF ; 51 ; СЁМА ; 224 
 1454 ; Лот знаков Ленинград (3шт) ;  ;  ; Ж/м,Пластмасса ; VF/XF ; 15 ; lalula ; 156 
 1455 ; Лот знаков водитель (3шт) ;  ;  ; Al ; VF-XF/XF ; 27 ; Vanka ; 179 
 1456 ; Лот знаков ЛЭИС (3шт) ;  ;  ; Al ; XF- ; 11 ; маманя ; 112 
 1457 ; Лот знаков ВЛКСМ (3шт) ;  ;  ; Al ; XF-/XF ; 27 ; кашира ; 450 
 1458 ; Лот знаков. 400 лет установления патриаршества (2шт) ;  ;  ; Al ; XF ; 18 ; барсик ; 93 
 1459 ; Лот знаков Турист (7шт) ;  ;  ; Al.Ж/м ; VF/XF ; 37 ; Bullet ; 355 
 1460 ; Лот знаков СССР и ГДР (4шт): донор, Отличник советской армии, Гвардия, пионер ГДР ;  ;  ; Ж/м, Al ; F/VF+ ; 7 ; STANDART ; 102 
 1461 ; Лот значков СССР: 6шт ;  ;  ; Ж/м,эмаль ; VF-XF ; 19 ; S.SPb ; 395 
 1462 ; Лот значков ГДР: 15шт ;  ;  ; Al ; VF-XF ; 7 ; brat52 ; 114 
 1463 ; Лот жетонов Петергоф: 11шт ; СПМД ;  ; Ж/м ; AU ; 29 ; sergfokin ; 558 
 1507 ; 25 рублей. М-3,11г ; 1996 ; ЛМД Сцена из балета "Щелкунчик" ; Au ; Proof ; 26 ; Gold_42 ; 4500 
 1508 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; AU ; 40 ; grigoriKK ; 1520 
 1509 ; 10 рублей ; 1977 ; ЛМД Москва. Игры XXII Олимпиады ; Ag ; AU ; 37 ; grigoriKK ; 1520 
 1510 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; AU ; 34 ; молчан ; 1328 
 1511 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; AU ; 26 ; молчан ; 1158 
 1512 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; AU ; 37 ; yurrgen ; 1224 
 1513 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; AU ; 46 ; молчан ; 1242 
 1514 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; AU ; 60 ; молчан ; 1169 
 1515 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Олимпиады ; Ag ; AU ; 23 ; молчан ; 1377 
 1516 ; 10 рублей ; 1979 ; ММД Борьба дзюдо.Игры XXII Олимпиады ; Ag ; AU ; 22 ; молчан ; 1377 
 1517 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; AU ; 24 ; молчан ; 1275 
 1518 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; AU ; 20 ; молчан ; 1147 
 1519 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках.Игры XXII Олимпиады ; Ag ; AU ; 20 ; молчан ; 1158 
 1520 ; 10 рублей ; 1980 ; ЛМД Танец орла и хуреш.Игры XXII Олимпиады ; Ag ; AU ; 21 ; grigoriKK ; 1530 
 1521 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры XXII Олимпиады ; Ag ; AU ; 19 ; молчан ; 1377 
 1522 ; 5 рублей ; 1977 ; ММД Ленинград.Игры XXII Олимпиады ; Ag ; AU ; 91 ; вмонетав ; 805 
 1523 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпиады ; Ag ; AU ; 49 ; Brian ; 731 
 1524 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; Proof ; 35 ; Ctap4e ; 1328 
 1525 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; AU ; 42 ; Brian ; 756 
 1526 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; AU ; 27 ; лаботряс ; 746 
 1527 ; 5 рублей ; 1977 ; ММД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 50 ; Agava ; 777 
 1528 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 31 ; лаботряс ; 731 
 1529 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиады ; Ag ; XF+ ; 23 ; Helssten ; 746 
 1530 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиады ; Ag ; AU ; 34 ; вмонетав ; 781 
 1531 ; 5 рублей ; 1978 ; ЛМД Преодолевание барьера на лошади.Игры XXII Олимпиады ; Ag ; AU ; 54 ; mr. Krab$ ; 796 
 1532 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; AU ; 53 ; mr. Krab$ ; 777 
 1533 ; 5 рублей ; 1978 ; ММД Прыжки в высоту.Игры XXII Олимпиады ; Ag ; AU ; 72 ; burlak ; 771 
 1534 ; 5 рублей ; 1978 ; ЛМД Прыжки в высоту.Игры XXII Олимпиады ; Ag ; AU ; 85 ; Zh5555 ; 771 
 1535 ; 5 рублей ; 1979 ; ММД Штанга.Игры XXII Олимпиады ; Ag ; AU ; 63 ; grigoriKK ; 928 
 1536 ; 5 рублей ; 1979 ; ММД Метание молота.Игры XXII Олимпиады ; Ag ; AU ; 54 ; grigoriKK ; 867 
 1394 ; Знак . Отличник социалистического соревнования ;  ;  ; Al ; XF- ; 24 ; кашира ; 198 
 1395 ; Знак. ТМУ 1988 ;  ;  ; Ж/м, эмаль ; XF- ; 9 ; Лот продан в зале ; 114 
 1396 ; Знак. Заслуженный работник дорожной отрасли ;  ;  ; Ж/м ; XF- ; 21 ; маманя ; 128 
 1397 ; Знак. "Шторм" ;  ;  ; Al ; XF ; 27 ; кашира ; 204 
 1398 ; Знак. ЛМУРП ;  ;  ; Ж/м, эмаль ; VF-XF ; 9 ; motorov ; 114 
 1399 ; Знак. Юный техник СССР ; ММД ;  ; Ж/м, эмаль ; XF ; 38 ; LVIMU ; 255 
 1400 ; Знак. ЛРХФ 10 лет ;  ;  ; Al ; XF ; 7 ; SadKo ; 79 
 1401 ; Знак об окончании ЛПИ им. М.И. Калинина ;  ;  ; Ж/м, эмаль ; XF ; 23 ; sorus ; 456 
 1402 ; Знак. Чемпион 1960г по парусному спорту. Латвия ;  ;  ; Ж/м, эмаль ; XF- ; 45 ; RAPAN ; 283 
 1403 ; Знак. Краснознаменная подводная лодка С-56 ;  ;  ; Al ; XF ; 22 ; кашира ; 200 
 1404 ; Знак. Торгово промышленная палата России ;  ;  ; Ж/м ; AU ; 6 ; sh531 ; 57 
 1405 ; Знак. Ветеран труда завода "Импульс" ;  ;  ; Ж/м, эмаль ; XF- ; 33 ; СЁМА ; 120 
 1406 ; Знак. Рыбколхоз им. 9 мая. Рига ;  ;  ; Ж/м, эмаль ; VF-XF ; 14 ; RAPAN ; 79 
 1407 ; Знак. Депутат сейма. Латвии ;  ;  ; Ж/м, эмаль ; XF- ; 34 ; tpls ; 259 
 1408 ; Знак. Депутат сельсовета Киргизии ;  ;  ; Al ; XF- ; 14 ; 542 ; 237 
 1409 ; Почетный знак общества Красного креста. ГДР ;  ;  ; Ж/м, эмаль ; XF- ; 10 ; кашира ; 202 
 1410 ; Почетный "Серебрянный"  знак общества Красного креста. ГДР ;  ;  ; Б/м, эмаль ; XF- ; 8 ; medic ; 133 
 1411 ; Знак. Каунасский политехнический институт ;  ;  ; Б/м, эмаль ; XF- ; 35 ; скорик ; 327 
 1412 ; Фрачник ордена. Югославия ;  ;  ; Ж/м ; XF- ; 17 ; FRAK ; 177 
 1413 ; Знак. Общество рыболовов и охотникой Латвия ;  ;  ; Ж/м, эмаль ; XF- ; 23 ; palermo ; 161 
 1414 ; Знак. Медицинское общество. Латвия ;  ;  ; Ж/м, эмаль ; XF- ; 11 ; Анастезиолог ; 200 
 1415 ; Знак. Общество Красного креста. Польша ;  ;  ; Ж/м, эмаль ; XF- ; 5 ; medic ; 114 
 1416 ; Знак. Племсовхоз ;  ;  ; Ж/м, эмаль ; VF-XF ; 15 ; brat52 ; 88 
 1417 ; Знак. Латвийский университет ;  ;  ; Ж/м, эмаль ; VF-XF ; 42 ; brat52 ; 121 
 1418 ; Згнак. Член общества Красного креста РСФСР. D-18мм ;  ;  ; Б/м, эмаль ; XF ; 8 ; palermo ; 120 
 1419 ; Жетон Александр II. D-22мм ; СПМД ;  ; Ag925 ; Proof ; 70 ; etalon ; 462 
 1420 ; Жетон Александр I. D-22мм ; СПМД ;  ; Ag925 ; Proof ; 74 ; 542 ; 614 
 1421 ; Жетон Александр III. D-22мм ; СПМД ;  ; Ag925 ; Proof ; 143 ; 542 ; 657 
 1422 ; Жетон Павел I. D-22мм ; СПМД ;  ; Ag925 ; Proof ; 60 ; sotnik ; 340 
 1423 ; Жетон Николай I. D-22мм ; СПМД ;  ; Ag925 ; Proof ; 105 ; sotnik ; 359 
 1424 ; Жетон. Манифест об учреждении министерств 200 лет. Александр I. D-22мм ; СПМД ;  ; Ag925 ; Proof ; 40 ; Челнчек ; 1001 
 1425 ; Жетон 300 лет СПб. Петр I. D-22мм ; СПМД ;  ; Ag925 ; Proof ; 25 ; Челнчек ; 1001 
 1426 ; Жетон Петропавловская крепость. Ангел Петропавловского собора. D-22мм ; СПМД ;  ; Б/м ; Proof ; 74 ; etalon ; 96 
 1427 ; Жетон Николай I. D-22мм ; СПМД ;  ; Б/м ; AU ; 9 ; svv ; 161 
 1428 ; Жетон. Монетный двор СПб.  Петр I. D-22мм ; СПМД ;  ; Б/м ; AU ; 51 ; sotnik ; 161 
 1429 ; Жетон Санкт-Петербург. Петр I. D-22мм ; СПМД ;  ; Б/м ; AU ; 39 ; etalon ; 569 
 1430 ; Жетон Павел I. D-22мм ; СПМД ;  ; Б/м ; AU ; 11 ; svv ; 161 
 1431 ; Жетон Александр II. D-22мм ; СПМД ;  ; Б/м ; AU ; 7 ; solder13 ; 90 
 1432 ; Жетон Александр III. D-22мм ; СПМД ;  ; Б/м ; AU ; 7 ; brat52 ; 90 
 1433 ; Жетон Николай II. D-22мм ; СПМД ;  ; Б/м ; AU ; 24 ; etalon ; 95 
 1434 ; Жетон Александр I. D-22мм ; СПМД ;  ; Б/м ; AU ; 22 ; solder13 ; 94 
 1435 ; Жетон Петропавловская крепость. Ангел Петропавловского собора. D-22мм ; СПМД ;  ; Ж/м ; Proof ; 23 ; etalon ; 95 
 1436 ; Жетон Петропавловская крепость. Гауптвахта. D-22мм ; СПМД ;  ; Ж/м ; Proof ; 25 ; etalon ; 93 
 1437 ; Жетон Петропавловская крепость. Монетный двор. D-22мм ; СПМД ;  ; Ж/м ; Proof ; 22 ; etalon ; 94 
 1438 ; Жетон Петропавловская крепость. D-22мм ; СПМД ;  ; Ж/м ; Proof ; 14 ; brat52 ; 61 
 1439 ; Жетон Петропавловская крепость. Пушка Государева бастиона. D-22мм ; СПМД ;  ; Ж/м ; Proof ; 20 ; etalon ; 90 
 1440 ; Жетон Петропавловская крепость. Фонарь Иоанновского моста. D-22мм ; СПМД ;  ; Ж/м ; Proof ; 17 ; etalon ; 90 
 1441 ; Жетон Екатерина II. D-22мм ; СПМД ;  ; Ж/м ; AU ; 15 ; etalon ; 159 
 1442 ; Жетон Николай II. D-22мм ; СПМД ;  ; Ж/м ; AU ; 15 ; tanker1975 ; 161 
 1443 ; Медаль. 300-летие Российского флота. Севастополь. Героизму русских моряков. D-42мм ; СПМД ;  ; Cu/Ni ; Proof ; 25 ; slait ; 1000 
 1344 ; Знак ЛИСИ ;  ;  ; Б/м,эмаль ; XF ; 19 ; sorus ; 1938 
 1345 ; Знак Украина ;  ;  ; Б/м ; XF ; 24 ; инструктор ; 167 
 1346 ; Знак За активную работу в профсоюзах №17875 ; ЛМД ;  ; Ж/м,эмаль ; XF ; 25 ; vowa ; 1019 
 1347 ; Знак БГАРФ ; ЛМД ;  ; Al ; XF ; 13 ; vladimirov ; 300 
 1348 ; Знак 25 лет ЛНВМУ ; ЛМД ;  ; Ж/м,эмаль ; XF ; 26 ; НЭРИ ; 603 
 1349 ; Знак Отличник погранвойск ; ММД ;  ; Ж/м ; XF ; 36 ; кашира ; 748 
 1350 ; Знак Готов к ПВХО ;  ;  ; Ж/м,эмаль ; VF- ; 38 ; evseechevvv ; 2029 
 1351 ; Знак За безупречную работу 15 лет ;  ;  ; Al ; XF ; 32 ; akilov ; 501 
 1352 ; Знак ЦИК СССР ВСФК №1137957 ;  ;  ; Б/м,эмаль ; VF+ ; 51 ; ZOLTAN333 ; 2482 
 1353 ; Знак об окончании технического ВУЗа ; ЛМД ;  ; Al ; XF ; 13 ; инструктор ; 65 
 1354 ; Знак об окончании педагогического ВУЗа ; ЛМД ;  ; Ж/м,эмаль ; XF ; 40 ; инструктор ; 153 
 1355 ; Знак Почетный шахтер ;  ;  ; Ж/м,эмаль ; XF ; 29 ; akilov ; 796 
 1356 ; Знак Отличник приборостроения ;  ;  ; Б/м,эмаль ; VF-XF ; 35 ; кашира ; 663 
 1357 ; Знак об окончании ЛЭТИ ;  ;  ; Ж/м,эмаль ; XF ; 19 ; Мурзик ; 793 
 1358 ; Знак об окончании юридического техникума ;  ;  ; Ж/м ; XF+ ; 9 ; кашира ; 228 
 1359 ; Знак В/ч 15696 ;  ;  ; Ж/м ; XF+ ; 16 ; RAPAN ; 228 
 1360 ; Знак военного училища ;  ;  ; Ж/м,эмаль ; XF ; 25 ; evseechevvv ; 1020 
 1361 ; Знак военного училища ;  ;  ; Ж/м,эмаль ; XF ; 22 ; evseechevvv ; 714 
 1362 ; Знак ГТО 2 ступени ;  ;  ; Ж/м,эмаль ; VF-XF ; 24 ; ZAA_44 ; 306 
 1363 ; Знак Юный техник СССР ;  ;  ; Ж/м,эмаль ; VF+ ; 27 ; LVIMU ; 293 
 1364 ; Знак Турист СССР ;  ;  ; Ж/м,эмаль ; VF+ ; 17 ; Numo ; 98 
 1365 ; Знак Москва ;  ;  ; Ж/м,эмаль ; XF ; 31 ; кашира ; 110 
 1366 ; Знак ГТО 1 ступени ;  ;  ; Ж/м,эмаль ; VF+ ; 12 ; НЭРИ ; 204 
 1367 ; Знак Отличный путеец ;  ;  ; Ж/м,эмаль ; XF ; 13 ; Виталий 64 ; 2600 
 1368 ; Медаль. Участнику всесоюзной сельскохозяйственной выставки. ;  ;  ; Ж/м ; VF+ ; 9 ; маманя ; 59 
 1369 ; Медаль. За заслуги перед Читинской областью. D-34мм ; ММД ;  ; Ж/м ; XF ; 22 ; Vanka ; 678 
 1370 ; Знак Монгольский союз молодежи ;  ;  ; Ж/м ; VF ; 17 ; Хаа ; 174 
 1371 ; Знак ППД ;  ;  ; Ж/м,эмаль ; VF ; 29 ; sorus ; 2210 
 1372 ; Кокарда ;  ;  ; Al ; VF ; 15 ; LVIMU ; 337 
 1373 ; Знак Пожарный МВД ;  ;  ; Ж/м,эмаль ; XF ; 28 ; Vova1950 ; 969 
 1374 ; Знак За дальний поход ;  ;  ; Ж/м,эмаль ; XF ; 27 ; Vova1950 ; 279 
 1375 ; Знак Молодому передовику животноводства ВЛКСМ ; ММД ;  ; Ж/м,б/м ; VF+ ; 59 ; кашира ; 694 
