 5619 ; Лот бон 100 штук Китай ;  ;  ;  ; AU ; 22 ; USS ; 558 
 1581 ; 2 рубля ; 2003 ; ММД Рыбы ; Ag ; Proof ; 35 ; СВТ69 ; 2040 
 1582 ; 2 рубля ; 2003 ; СПМД Овен ; Ag ; Proof ; 25 ; СВТ69 ; 2040 
 1583 ; 2 рубля ; 2003 ; СПМД Телец ; Ag ; Proof ; 21 ; СВТ69 ; 2040 
 1584 ; 2 рубля ; 2003 ; СПМД Рак ; Ag ; Proof ; 13 ; TaraskaPeter ; 1938 
 1585 ; 2 рубля ; 2003 ; ММД Близнецы ; Ag ; Proof ; 20 ; torbey ; 2409 
 1586 ; 2 рубля ; 2003 ; ММД 100 лет со дня рождения И.В.Курчатова ; Ag ; Proof ; 51 ; прима ; 2229 
 1587 ; 2 рубля ; 2006 ; ММД 100 лет со дня рождения С.А.Герасимова ; Ag ; Proof ; 44 ; kok59 ; 1360 
 1588 ; 2 рубля ; 2006 ; ММД 100 лет со дня рождения Д.Д.Шостаковича ; Ag ; Proof ; 38 ; sibirian ; 1335 
 1589 ; 2 рубля ; 2008 ; ММД 150 лет со дня рождения В.И. Немировича-Данченко ; Ag ; Proof ; 56 ; gurtov ; 1530 
 1590 ; 2 рубля ; 2010 ; СПМД 200 лет хирургу Н.И.Пирогову ; Ag ; Proof ; 34 ; TaraskaPeter ; 1887 
 1591 ; 2 рубля ; 2011 ; СПМД М.В. Ломоносов, 300 лет со дня рождения ; Ag ; Proof ; 57 ; Inokesha ; 2204 
 1592 ; 2 рубля ; 2012 ; СПМД 175 лет со дня рождения И.Н. Крамского ; Ag ; Proof ; 35 ; lalula ; 2337 
 1593 ; 2 рубля ; 2013 ; СПМД 250 лет генеральному штабу ВСРФ ; Ag ; Proof ; 40 ; TaraskaPeter ; 6027 
 1594 ; 2 рубля ; 2013 ; СПМД В.И. Вернадский, 150 лет со дня рождения ; Ag ; Proof ; 56 ; lalula ; 1454 
 1595 ; 2 рубля ; 2013 ; ММД А.И. Покрышкин, 100 лет со дня рождения ; Ag ; Proof ; 26 ; Museum_54 ; 2029 
 1596 ; 2 рубля. Буклет. Сертификат ; 2014 ; ММД Спортивный гимнаст. Шахлин Б.А. ; Ag ; Proof ; 28 ; Museum_54 ; 1800 
 1597 ; 2 рубля. Буклет. Сертификат ; 2014 ; ММД Спортивная гимнастка. Латынина Л.С. ; Ag ; Proof ; 16 ; Museum_54 ; 1658 
 1598 ; 2 рубля. Буклет. Сертификат ; 2014 ; ММД Спортивный гимнаст. Андрианов Н.Е. ; Ag ; Proof ; 17 ; Museum_54 ; 1697 
 1599 ; 2 рубля ; 2015 ; СПМД А.К. Глазунов, 150 лет со дня рождения ; Ag ; Proof ; 40 ; Inokesha ; 3103 
 1600 ; 2 рубля ; 2015 ; ММД С.Т. Рихтер, 100 лет со дня рождения ; Ag ; Proof ; 77 ; Inokesha ; 3087 
 1601 ; 1 рубль ; 1993 ; ЛМД Красная книга. Винторогий козел ; Ag ; Proof ; 37 ; kok59 ; 1332 
 1602 ; 1 рубль ; 1996 ; ЛМД Красная книга. Сапсан ; Ag ; Proof ; 11 ; Mike! ; 2199 
 1603 ; 1 рубль ; 1997 ; ЛМД Футболисты. Франция ; Ag ; Proof ; 14 ; lva08 ; 1530 
 1604 ; 1 рубль ; 2005 ; СПМД Красная книга. Красный Волк ; Ag ; Proof ; 42 ; daymand ; 4590 
 1605 ; 1 рубль ; 2007 ; СПМД Вооруженный силы РФ. Космические войска. Эмблема ; Ag ; Proof ; 25 ; daymand ; 2395 
 1606 ; Рубль ; 1921 ; (АГ) ; Ag ; VF ; 40 ; Мир ; 3264 
 1607 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 55 ; oops ; 4167 
 1608 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF- ; 21 ; vel2010 ; 2001 
 1609 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF+ ; 21 ; vel2010 ; 1836 
 1610 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 50 ; erwin ; 2938 
 1611 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 44 ; Nastrom ; 3033 
 1612 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF+ ; 30 ; Luka1 ; 2005 
 1613 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF/AU ; 42 ; erwin ; 2673 
 1614 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF ; 26 ; alehandr ; 2303 
 1615 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF ; 32 ; mask ; 2169 
 1616 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+ ; 56 ; Wally ; 3381 
 1617 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF ; 28 ; мон ; 1523 
 1618 ; 50 копеек ; 1922 ; (АГ) ; Ag ; XF ; 34 ; vor0niko ; 2000 
 1619 ; 50 копеек ; 1922 ; (АГ) ; Ag ; XF ; 30 ; ort2009 ; 2000 
 1620 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 19 ; SSK ; 680 
 1621 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 25 ; Ekb196 ; 870 
 1522 ; 3 рубля ; 2010 ; ММД Нац. обычаи и обряды стран ЕврАзЭС ; Ag ; Proof ; 12 ; trio ; 2549 
 1523 ; 3 рубля ; 2011 ; СПМД 170-летие сберегательного дела в России ; Ag ; Proof ; 15 ; erwin ; 2295 
 1524 ; 3 рубля ; 2012 ; ММД Лунный календарь. Год дракона ; Ag ; Proof ; 24 ; 7854 ; 3853 
 1525 ; 3 рубля ; 2012 ; СПМД 1000 лет единения Мордвы и России ; Ag ; Proof ; 12 ; sslava054 ; 5737 
 1526 ; 3 рубля ; 2012 ; ММД ЮНЕСКО. Остров Врангеля ; Ag ; Proof ; 13 ; erwin ; 2499 
 1527 ; 3 рубля ; 2012 ; СПМД Россия-Франция. Язык и литература ; Ag ; Proof ; 9 ; Dave ; 2237 
 1528 ; 3 рубля. Сочи. Белый мишка ; 2012ММД ;  ; Ag ; AU ; 40 ; 3ТЭП75 ; 1959 
 1529 ; 3 рубля ; 2013 ; ММД Успенский собор на "Городке", Звенигород ; Ag ; Proof ; 14 ; Trand1k ; 2346 
 1530 ; 3 рубля ; 2013 ; ММД Экспедиции Г.И. Невельского на Дальний Восток ; Ag ; Proof ; 17 ; варяг2004 ; 2255 
 1531 ; 3 рубля ; 2013 ; СПМД Год Германии в России и год России в Герм. ; Ag ; Proof ; 29 ; SnowFox ; 2700 
 1532 ; 3 рубля. Сноуборд ; 2013 ;  ; Ag ;  ; 27 ; lva08 ; 4032 
 1533 ; 3 рубля ; 2013 ; СПМД Сочи 2014. Санный спорт ; Ag ;  ; 17 ; SnowFox ; 3532 
 1534 ; 3 рубля. Фигурное катание ; 2013 ;  ; Ag ;  ; 15 ; heavy_fly ; 4080 
 1535 ; 3 рубля ; 2013 ; СПМД Сочи 2014. Лыжное двоеборье ; Ag ;  ; 23 ; sdasda ; 3855 
 1536 ; 3 рубля. Дом-музей И.С.Тургенева ; 2014 ;  ; Ag ; Proof ; 24 ; gama ; 2240 
 1537 ; 3 рубля ; 2015 ; СПМД Храм иконы Божьей Матери Всех Скорбящих ; Ag ; Proof ; 25 ; trio ; 4794 
 1538 ; 3 рубля ; 2015 ; ММД Здание железнодорожного вокзала, г. Владивосток ; Ag ; Proof ; 26 ; КиВиН ; 3672 
 1539 ; 3 рубля ; 2015 ; ММД 2000-летие основания Дербента, Дагестан ; Ag ; Proof ; 18 ; trio ; 3672 
 1540 ; 3 рубля. Символы России. Мечеть имени Ахмата Кадырова. С сертификатом ; 2015СПМД ;  ; Ag ; Proof ; 23 ; trio ; 4583 
 1541 ; 3 рубля ; 2015 ; ММД Сохраним наш мир. Лось ; Ag ; Proof ; 20 ; Redkyt ; 3059 
 1542 ; 3 рубля. Символы России. Коломенский Кремль. С сертификатом ; 2015СПМД ;  ; Ag ; Proof ; 24 ; SnowFox ; 4080 
 1543 ; 3 рубля. Символы России. Псковский Кремль. С сертификатом ; 2015СПМД ;  ; Ag ; Proof ; 22 ; KonstantinK ; 4000 
 1544 ; 3 рубля. Символы России. Нижегородский Кремль. С сертификатом ; 2015СПМД ;  ; Ag ; Proof ; 17 ; SnowFox ; 3876 
 1545 ; 3 рубля. Символы России. Кижи. С сертификатом ; 2015СПМД ;  ; Ag ; Proof ; 20 ; SnowFox ; 4080 
 1546 ; 3 рубля. Символы России. Мамаев Курган. С сертификатом ; 2015СПМД ;  ; Ag ; Proof ; 22 ; krocsi ; 4277 
 1547 ; 3 рубля. Символы России. Ростовский Кремль. С сертификатом ; 2015СПМД ;  ; Ag ; Proof ; 31 ; SnowFox ; 4370 
 1548 ; 3 рубля. Символы России. Троице-Сергиева лавра. С сертификатом ; 2015СПМД ;  ; Ag ; Proof ; 43 ; anders1971 ; 4386 
 1549 ; 2 рубля ; 1994 ; ММД И.Е.Репин ; Ag ; Proof ; 22 ; Mike! ; 816 
 1550 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов ; Ag ; Proof ; 15 ; star54 ; 793 
 1551 ; 2 рубля ; 1994 ; ММД Н.В.Гоголь ; Ag ; Proof ; 25 ; star54 ; 775 
 1552 ; 2 рубля ; 1994 ; ММД И.Е.Репин ; Ag ; Proof ; 31 ; se170661 ; 935 
 1553 ; 2 рубля ; 1994 ; ЛМД И.А.Крылов ; Ag ; Proof ; 38 ; star54 ; 870 
 1554 ; 2 рубля ; 1996 ; ММД Н.А.Некрасов ; Ag ; Proof ; 30 ; se170661 ; 1201 
 1555 ; 2 рубля ; 1997 ; ММД А.Л.Чижевский ; Ag ; Proof ; 52 ; sslava054 ; 2879 
 1556 ; 2 рубля ; 1998 ; ММД С.Эйзенштейн. Портрет ; Ag ; Proof ; 32 ; wlad709 ; 1547 
 1557 ; 2 рубля ; 1998 ; ММД С.Эйзенштейн. Броненосец "Потемкин" ; Ag ; Proof ; 51 ; sibirian ; 1958 
 1558 ; 2 рубля ; 1998 ; СПМД В.М.Васнецов.Картина "Три богатыря" ; Ag ; Proof ; 27 ; coins77 ; 3570 
 1559 ; 2 рубля ; 1998 ; СПМД В.М.Васнецов.Картина "Аленушка" ; Ag ; Proof ; 45 ; sslava054 ; 3401 
 1560 ; 2 рубля ; 1998 ; СПМД К.С.Станиславский. Портрет ; Ag ; Proof ; 33 ; wlad709 ; 2244 
 1561 ; 2 рубля ; 1998 ; СПМД К.С.Станиславский.Сцена из спектакля "На дне" ; Ag ; Proof ; 32 ; прима ; 1593 
 1562 ; 2 рубля ; 1999 ; ММД И.П.Павлов.Портрет за столом ; Ag ; Proof ; 31 ; wlad709 ; 1833 
 1563 ; 2 рубля ; 1999 ; ММД И.П.Павлов.Портрет с собакой ; Ag ; Proof ; 29 ; wlad709 ; 2123 
 1564 ; 2 рубля ; 1999 ; СПМД К.П.Брюллов.200 лет со дня рождения.Картина "Гибель Помпеи" ; Ag ; Proof ; 26 ; sslava054 ; 1800 
 1565 ; 2 рубля ; 1999 ; СПМД К.П.Брюллов.200 лет со дня рождения.Портрет ; Ag ; Proof ; 38 ; прима ; 1593 
 1566 ; 2 рубля ; 1999 ; СПМД Н.К.Рерих."Дела человеческие" ; Ag ; Proof ; 27 ; KonstantinK ; 1836 
 1567 ; 2 рубля ; 1999 ; СПМД Н.К.Рерих. Портрет ; Ag ; Proof ; 24 ; прима ; 1836 
 1568 ; 2 рубля ; 2000 ; СПМД 150 лет со дня рождения М.И,Чигорина ; Ag ; Proof ; 42 ; blacksea ; 5315 
 1569 ; 2 рубля ; 2000 ; ММД 150 лет со дня рождения С.В.Ковалевской ; Ag ; Proof ; 64 ; sibirian ; 2885 
 1570 ; 2 рубля ; 2000 ; ММД 150 лет со дня рождения Ф.А.Васильева ; Ag ; Proof ; 31 ; прима ; 3380 
 1571 ; 2 рубля ; 2000 ; СПМД 200 лет со дня рождения Е.А.Баратынского ; Ag ; Proof ; 29 ; coins77 ; 5102 
 1472 ; 3 рубля ; 1999 ; ММД Мечеть "Марджани" в Казани, 18 в. ; Ag ; Proof ; 13 ; gama ; 2601 
 1473 ; 3 рубля ; 1999 ; ММД А.С.Пушкин, 200 лет. Болдино ; Ag ; Proof ; 11 ; trio ; 2604 
 1474 ; 3 рубля ; 1999 ; ММД А.С.Пушкин, 200 лет. Михайловское ; Ag ; Proof ; 16 ; SnowFox ; 3122 
 1475 ; 3 рубля ; 1999 ; ММД Балет "Раймонда". Похищение" ; Ag ; Proof ; 10 ; SnowFox ; 3100 
 1476 ; 3 рубля ; 1999 ; ММД Балет "Раймонда". "Поединок" ; Ag ; Proof ; 12 ; trio ; 2450 
 1477 ; 3 рубля ; 1999 ; ММД Дворец усадьба в Кусково, 18 в. ; Ag ; Proof ; 15 ; trio ; 3187 
 1478 ; 3 рубля ; 1999 ; СПМД Университет, Санкт-Петербург (Мендел.,Смирн.,Ухтомс.,Фок) ; Ag ; Proof ; 11 ; erwin ; 2754 
 1479 ; 3 рубля ; 1999 ; ММД Мечеть "Марджани" в Казани, 18 в. ; Ag ; Proof ; 16 ; Scorpionchic-sun ; 2395 
 1480 ; 3 рубля ; 2001 ; СПМД Большой театр. "Иван Сусанин" ; Ag ; Proof ; 13 ; SnowFox ; 2876 
 1481 ; 3 рубля ; 2003 ; СПМД Камчатские экспедиции ; Ag ; Proof ; 12 ; варяг2004 ; 2654 
 1482 ; 3 рубля ; 2003 ; ММД Чемп.мира по биатлону Ханты-Мансийск ; Ag ; Proof ; 25 ; gama ; 2415 
 1483 ; 3 рубля ; 2004 ; СПМД Чемпионат Европы по футболу. Португалия ; Ag ; Proof ; 13 ; trio ; 2654 
 1484 ; 3 рубля ; 2004 ; СПМД 2-ая Камчатская экспедиция ; Ag ; Proof ; 8 ; варяг2004 ; 2339 
 1485 ; 3 рубля ; 2004 ; ММД XXVIII Летние Олимпийские игры. Игры ; Ag ; Proof ; 16 ; KonstantinK ; 2600 
 1486 ; 3 рубля ; 2004 ; ММД Томск ; Ag ; Proof ; 21 ; trio ; 3823 
 1487 ; 3 рубля ; 2004 ; СПМД 300-летие денежной реформы Петра I ; Ag/Au ; Proof ; 62 ; sslava054 ; 19176 
 1488 ; 3 рубля ; 2005 ; ММД МГУ ; Ag ; Proof ; 15 ; SnowFox ; 2993 
 1489 ; 3 рубля ; 2005 ; ММД 60 лет Победы в ВОВ ; Ag ; Proof ; 25 ; SnowFox ; 2769 
 1490 ; 3 рубля ; 2005 ; СПМД Раифский Богородицкий монастырь ; Ag ; Proof ; 14 ; trio ; 2705 
 1491 ; 3 рубля ; 2005 ; ММД 1000-летие Казани.Театр оперы и балета ; Ag ; Proof ; 11 ; Scorpionchic-sun ; 2501 
 1492 ; 3 рубля ; 2005 ; ММД Московский метрополитен. М.Кропоткинская ; Ag ; Proof ; 9 ; Аладин ; 2754 
 1493 ; 3 рубля ; 2006 ; ММД Государственный банк в Нижнем Новгороде ; Ag ; Proof ; 10 ; SnowFox ; 2540 
 1494 ; 3 рубля ; 2006 ; ММД ЮНЕСКО.Московский Кремль ; Ag ; Proof ; 6 ; trio ; 4386 
 1495 ; 3 рубля ; 2006 ; СПМД Чемпионат мира по футболу 2006.Германия ; Ag ; Proof ; 15 ; Dave ; 2601 
 1496 ; 3 рубля ; 2006 ; СПМД 150-летие Государственной Третьяковской галереи ; Ag/Au ; Proof ; 31 ; SnowFox ; 8092 
 1497 ; 3 рубля ; 2006 ; ММД Сберегательное дело в России ; Ag ; Proof ; 9 ; gama ; 2445 
 1498 ; 3 рубля ; 2006 ; ММД XX зимние олимпийские игры в Турине, Италия ; Ag ; Proof ; 9 ; trio ; 2550 
 1499 ; 3 рубля ; 2006 ; ММД 100-летие парламентаризма в России ; Ag ; Proof ; 32 ; Матроскин ; 2040 
 1500 ; 3 рубля ; 2007 ; СПМД 250-летие Академии Художеств ; Ag ; Proof ; 37 ; NSerN ; 2698 
 1501 ; 3 рубля ; 2007 ; ММД К 450-летию вхождения Башкирии в состав России ; Ag ; Proof ; 15 ; trio ; 2646 
 1502 ; 3 рубля ; 2007 ; ММД Международный полярный год ; Ag ; Proof ; 15 ; gama ; 2441 
 1503 ; 3 рубля ; 2007 ; ММД Казанский вокзал. Москва ; Ag ; Proof ; 31 ; Dave ; 2346 
 1504 ; 3 рубля ; 2008 ; СПМД Собор Рождества Богородицы. г. Псков ; Ag ; Proof ; 15 ; trio ; 2700 
 1505 ; 3 рубля ; 2008 ; ММД Градоякутский Никольский собор, г. Якутск ; Ag ; Proof ; 27 ; erwin ; 2494 
 1506 ; 3 рубля ; 2008 ; СПМД Дмитриевский собор. г. Владимир ; Ag ; Proof ; 19 ; Palich ; 2809 
 1507 ; 3 рубля ; 2008 ; ММД Владимирский собор, Липецкая область ; Ag ; Proof ; 17 ; SnowFox ; 2753 
 1508 ; 3 рубля ; 2008 ; ММД Дом Н.И.Севастьянова, г. Екатеринбург ; Ag ; Proof ; 14 ; Scorpionchic-sun ; 2444 
 1509 ; 3 рубля ; 2008 ; ММД Успенская Адмиралтейская церковь. г. Воронеж ; Ag ; Proof ; 11 ; SnowFox ; 2865 
 1510 ; 3 рубля ; 2008 ; СПМД Сохраним наш мир. Речной бобр ; Ag ; Proof ; 22 ; erwin ; 2661 
 1511 ; 3 рубля ; 2008 ; СПМД 150 лет первой российской почтовой марки ; Ag/Au ; Proof ; 27 ; trio ; 8670 
 1512 ; 3 рубля ; 2008 ; ММД ЮНЕСКО. Вулканы Камчатки ; Ag ; Proof ; 45 ; trio ; 2552 
 1513 ; 3 рубля ; 2009 ; СПМД Витебский вокзал. СПб ; Ag ; Proof ; 38 ; Nicole ; 2550 
 1514 ; 3 рубля ; 2009 ; ММД Легенды и сказки стран ЕврАз ЭС. Россия ; Ag ; Proof ; 23 ; trio ; 3513 
 1515 ; 3 рубля ; 2009 ; ММД ЮНЕСКО. Памятники В. Новгорода ; Ag ; Proof ; 14 ; Devera ; 2432 
 1516 ; 3 рубля ; 2010 ; СПМД Георгий Победоносец ; Ag ; AU ; 32 ; alexey_s ; 1561 
 1517 ; 3 рубля ; 2010 ; СПМД Георгий Победоносец ; Ag ; AU ; 17 ; ooooo1961 ; 1530 
 1518 ; 3 рубля ; 2010 ; СПМД 65 лет Победы. Работницы тыла (эмаль) ; Ag ; Proof ; 15 ; hanim ; 3100 
 1519 ; 3 рубля ; 2010 ; ММД Боевая башня "Вовнушки" ; Ag ; Proof ; 12 ; erwin ; 2654 
 1520 ; 3 рубля ; 2010 ; СПМД 150 лет Банку России ; Ag ; Proof ; 55 ; to-to ; 2607 
 1521 ; 3 рубля ; 2010 ; ММД 39-я Всемирная шахматная Олимпиада ; Ag ; Proof ; 11 ; SnowFox ; 2558 
 1422 ; 5 рублей ; 1980 ; ЛМД Городки.Игры XXII Олимпиады ; Ag ; AU ; 17 ; л842 ; 920 
 1423 ; 5 рублей ; 1980 ; ЛМД Городки.Игры XXII Олимпиады ; Ag ; AU ; 19 ; Росич8 ; 939 
 1424 ; 3 рубля ; 1988 ; ЛМД Сребреник Владимира ; Ag ; Proof ; 36 ; trio ; 3570 
 1425 ; 3 рубля ; 1988 ; ММД Софийский собор в Киеве ; Ag ; Proof ; 36 ; Claster ; 2984 
 1426 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты ; Ag ; Proof ; 30 ; Museum_54 ; 4284 
 1427 ; 3 рубля ; 1989 ; ММД Московский Кремль ; Ag ; Proof ; 30 ; Claster ; 2698 
 1428 ; 3 рубля ; 1990 ; ММД Флот Петра Великого ; Ag ; Proof ; 27 ; Claster ; 3162 
 1429 ; 3 рубля ; 1990 ; ЛМД Эксп.Кука в Русскую Америку ; Ag ; Proof ; 20 ; trio ; 3002 
 1430 ; 3 рубля ; 1991 ; ЛМД Форт Росс ; Ag ; Proof ; 17 ; Пыстин ВВ ; 3062 
 1431 ; 3 рубля ; 1993 ; ЛМД Космонавты ; Ag ; Proof ; 12 ; Scorpionchic-sun ; 2360 
 1432 ; 3 рубля ; 1993 ; ЛМД Колокольня Ивана Великого ; Ag ; Proof ; 19 ; erwin ; 2652 
 1433 ; 3 рубля ; 1993 ; ЛМД Кругосветка. Карта плавания ; Ag ; Proof ; 12 ; варяг2004 ; 2450 
 1434 ; 3 рубля ; 1993 ; ЛМД Собор Покрова на Рву ; Ag ; Proof ; 20 ; erwin ; 2494 
 1435 ; 3 рубля ; 1993 ; ЛМД Анна Павлова ; Ag ; Proof ; 22 ; Nicole ; 2393 
 1436 ; 3 рубля ; 1994 ; ЛМД Мост через Обь ; Ag ; Proof ; 11 ; KonstantinK ; 2450 
 1437 ; 3 рубля ; 1994 ; ЛМД Рязанский Кремль ; Ag ; Proof ; 22 ; Museum_54 ; 2244 
 1438 ; 3 рубля ; 1994 ; ЛМД Смольный институт в С-Пб ; Ag ; Proof ; 20 ; Museum_54 ; 2601 
 1439 ; 3 рубля ; 1994 ; ЛМД Антарктическая экспедиция ; Ag ; Proof ; 13 ; trio ; 2818 
 1440 ; 3 рубля ; 1994 ; ММД Россия и мировая культура. А.А.Иванов ; Ag ; Proof ; 9 ; gama ; 2166 
 1441 ; 3 рубля. Упаковка ; 1994 ; ЛМД Церковь Покрова на Нерли ; Ag ; Proof ; 15 ; Scorpionchic-sun ; 2448 
 1442 ; 3 рубля ; 1994 ; ММД "Сохраним наш мир". Соболь ; Ag ; Proof ; 13 ; nik1979 ; 2754 
 1443 ; 3 рубля ; 1994 ; ЛМД Русский балет. Танцующая пара ; Ag ; Proof ; 12 ; dimass70 ; 2992 
 1444 ; 3 рубля ; 1994 ; ЛМД Россия и мировая культура. В.И.Суриков ; Ag ; Proof ; 13 ; KonstantinK ; 2265 
 1445 ; 3 рубля ; 1995 ; ЛМД Кижи ; Ag ; Proof ; 23 ; Museum_54 ; 2605 
 1446 ; 3 рубля ; 1995 ; ММД Смоленский Кремль ; Ag ; Proof ; 13 ; Museum_54 ; 2200 
 1447 ; 3 рубля ; 1995 ; ММД Золотые ворота во Владимире ; Ag ; Proof ; 11 ; Scorpionchic-sun ; 2346 
