 3629 ; Бона иностранная ;  ;  ;  ;  ; 16 ; валери ; 34 
 1596 ; 2 рубля ; 1995 ; ММД А.С.Грибоедов ; Ag ; Proof ; 61 ; Sing ; 829 
 1597 ; 2 рубля ; 1998 ; СПМД В.М.Васнецов.Картина "Аленушка" ; Ag ; Proof ; 32 ; E.V.A. ; 1932 
 1598 ; 2 рубля ; 1998 ; ММД С.Эйзенштейн. Портрет ; Ag ; Proof ; 83 ; E.V.A. ; 1050 
 1599 ; 2 рубля ; 1998 ; ММД С.Эйзенштейн. Броненосец "Потемкин" ; Ag ; Proof ; 29 ; Ромбор ; 1398 
 1600 ; 2 рубля ; 1998 ; СПМД К.С.Станиславский. Портрет ; Ag ; Proof ; 39 ; E.V.A. ; 1266 
 1601 ; 2 рубля ; 1998 ; СПМД В.М.Васнецов.Картина "Три богатыря" ; Ag ; Proof ; 31 ; E.V.A. ; 2591 
 1267 ; Знак. Уголовный розыск ;  ;  ; Ж/м ; XF+ ; 25 ; dimon46 ; 130 
 1268 ; Знак. ЛМЗ 100 лет (1857-1957) ; ЛМД ;  ; Ж/м, эмаль ; XF ; 40 ; Al0851 ; 83 
 1269 ; Знак. 250 лет. Федор Волков ;  ;  ; Ж/м ; XF- ; 25 ; marson2010 ; 36 
 1270 ; Знак. МВД СССР ;  ;  ; Ж/м ; AU ; 48 ; astronom ; 359 
 1271 ; Знак. Прыжки с парашюта ;  ;  ; Al ; VF ; 13 ; astronom ; 90 
 1272 ; Знак . Фестиваль  молодежи СССР 1957г ; ММД ;  ; Ж/м, эмаль ; VF+ ; 79 ; astronom ; 159 
 1273 ; Знак. Второй разряд ;  ;  ; Ж/м, эмаль ; AU ; 26 ; astronom ; 191 
 1274 ; Знак за сверхсрочную службу ;  ;  ; Ж/м, эмаль ; VF- ; 115 ; daniz ; 522 
 1275 ; Знак. ВЛКСМ ;  ;  ; Ж/м, эмаль ; VF+ ; 52 ; leks ; 185 
 1276 ; Знак. Отличник соцсоревнования наркомцветмета СССР №7119 ;  ;  ; Ж/м,эмаль ; XF ; 106 ; RAPAN ; 10009 
 1277 ; Знак. Москва ;  ;  ; Ж/м, эмаль ; VF ; 15 ; marson2010 ; 45 
 1278 ; Знак. Отличник ленинградского ДПО ;  ;  ; Ж/м ; XF+ ; 6 ; 7752157 ; 128 
 1279 ; Знак. Кремль. Спасская башня ; ММД ;  ; Б/м, эмаль ; XF ; 42 ; 1822 ; 142 
 1280 ; Знак. 50 лет ЦНИИ ;  ;  ; Б/м, эмаль ; VF ; 41 ; RAPAN ; 112 
 1281 ; Знак. Завод ;  ;  ; Ж/м ; F-VF ; 3 ; allur65 ; 11 
 1282 ; Знак. Железная дорога ;  ;  ; Ж/м ; VF- ; 12 ; allur65 ; 40 
 1283 ; Знак. ЛИСИ ; ЛМД ;  ; Б/м,эмаль ; VF- ; 55 ; Snuppy ; 899 
 1284 ; Знак. На приз имени Знаменских. Мосвка ; 1960 ;  ; Б/м,эмаль ; VF ; 34 ; Snuppy ; 573 
 1285 ; Знак. Красногрвардеец. Завод ордена Ленина ; ЛМД ;  ; Ж/м, эмаль ; VF+ ; 39 ; RAPAN ; 114 
 1286 ; Знак. За службу на Кавказе ; ММД ;  ; Ж/м ; AU ; 34 ; daniz ; 247 
 1287 ; Знак. Готов к труду и обороне СССР II ст. № А-12017. Закрутка от другого знака ; 1940-1941МД ;  ; Ag, эмаль ; VF+ ; 62 ; xabib ; 1652 
 1288 ; Спортивный знак 3 разряд. Футбол ;  ;  ; Ж/м,эмаль ; VF ; 8 ; RAPAN ; 306 
 1289 ; Знак. Летчик-снайпер ;  ;  ; Ж/м,эмаль ; AU ; 83 ; Юджин ; 589 
 1290 ; Знак. Корабль "Беспокойный" ;  ;  ; Ж/м ; VF ; 19 ; Snuppy ; 431 
 1291 ; Знак. Парашютист ;  ;  ; Ж/м,эмаль ; XF ; 41 ; 439 ; 138 
 1292 ; Знак "Орёл" ;  ;  ; Б/м ; AU ; 36 ; allur65 ; 77 
 1293 ; Знак "Орёл" ;  ;  ; Ж/м ; XF+ ; 19 ; allur65 ; 80 
 1294 ; Знак. ВКД. Таджикистан. МВД ;  ;  ; Б/м ; XF+ ; 15 ; Григорий ; 71 
 1295 ; Медаль. Российская Империя. Малый государственный герб Российской Империи. D-42мм ; ЛМД ;  ; Cu-Ni ; Proof ; 74 ; OMT ; 543 
 1296 ; Медаль. 300-летие Российского флота. Памяти павших. Русско-Японская война (1904-1905). D-42мм ; ЛМД ;  ; Б/м ; Proof ; 87 ; OMT ; 2040 
 1297 ; 2 копейки. С надчеканом на аверсе "Пролетарский завод 1922" ; 1912 ; СПБ ; Cu ; VF ; 89 ; Levin1978 ; 4661 
 1298 ; Жетон. Михаил Федорович. Ошибка в дате рождения ; СПМД ;  ; Cu-Ni ; XF ; 22 ; ДРОВЯНОЙ - 2 ; 265 
 1299 ; Жетон. 1 финэк. Санкт-Петербургский государственный университет экономики и финансов (1930-2010) ; ММД ;  ; Б/м ; AU ; 50 ; Иа-Иа ; 107 
 1300 ; Жетон. Метрополитен. Ереван ;  ;  ; Ж/м ; VF+ ; 19 ; OMT ; 257 
 1301 ; Жетон. КРЦ Звезда ; ММД ;  ; Б/м ; XF ; 27 ; Vasana ; 94 
 1537 ; 50 рублей ; 1996 ; ЛМД 300-летие российского флота. Крейсер "Варяг" ; Au ; Proof ; 82 ; SKV ; 31212 
 1538 ; 25 рублей ; 1989 ; ЛМД Русский балет. Балерина ; Pd ; AU ; 93 ; kvp2318 ; 21235 
 1539 ; 25 рублей. В коробке ; 2007 ; СПМД Веркольский Артемиев монастырь, Архангельская обл. ; Ag ; Proof ; 86 ; aluar ; 7781 
 1540 ; 3 рубля ; 2004 ; СПМД 300-летие денежной реформы Петра I ; Ag,Au ; Proof ; 53 ; dronik57 ; 9464 
 1541 ; 3 рубля ; 1988 ; ММД Софийский собор в Киеве ; Ag ; Proof ; 43 ; vip_Alex777 ; 2568 
 1542 ; 3 рубля ; 1988 ; ЛМД Сребреник Владимира ; Ag ; Proof ; 28 ; Dмитрий ; 2550 
 1543 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты ; Ag ; Proof ; 16 ; murzik20 ; 1999 
 1544 ; 3 рубля ; 1989 ; ММД Московский Кремль ; Ag ; Proof ; 34 ; E.V.A. ; 1533 
 1545 ; 3 рубля ; 1990 ; ЛМД Эксп.Кука в Русскую Америку ; Ag ; Proof ; 39 ; E.V.A. ; 1830 
 1546 ; 3 рубля ; 1990 ; ЛМД Встреча в верхах в интересах детей ; Ag ; Proof ; 25 ; LEXAI ; 1847 
 1547 ; 3 рубля ; 1990 ; ЛМД Петропавловская крепость ; Ag ; Proof ; 15 ; zhut` ; 1745 
 1548 ; 3 рубля ; 1990 ; ММД Флот Петра Великого ; Ag ; Proof ; 14 ; neron.73 ; 1726 
 1549 ; 3 рубля ; 1991 ; ЛМД Памятник Гагарину в Москве ; Ag ; Proof ; 11 ; coins77 ; 1658 
 1550 ; 3 рубля ; 1991 ; ММД Триумфальная арка ; Ag ; Proof ; 14 ; imi ; 1200 
 1551 ; 3 рубля ; 1991 ; ЛМД Форт Росс ; Ag ; Proof ; 12 ; E.V.A. ; 1812 
 1217 ; Знак иностраннный ;  ;  ; Ж/м, эмаль ; VF+ ; 6 ; SadKo ; 23 
 1218 ; Знак. Мао дзе Дун ;  ;  ; Ж/м, эмаль ; VF+ ; 15 ; Григорий ; 101 
 1219 ; Знак. Свобода и хлеб 29 марта 1936г ;  ;  ; Б/м ; XF- ; 2 ; Mike! ; 333 
 1220 ; Знак. ГДР ;  ;  ; Б/м ; F-VF ; 19 ; ZOLTAN333 ; 68 
 1221 ; Знак. 50 лет КПСС ; ММД ;  ; Ag,позолот ; VF+ ; 170 ; ДРОВЯНОЙ - 2 ; 772 
 1222 ; Знак Депутата Верховного Совета Татарская АССР №8 ; ММД ;  ; Ag, эмаль ; XF ; 72 ; costa ; 7429 
 1223 ; Знак Депутата Верховного Совета Белорусская ССР ; ММД ;  ; Ag, эмаль ; XF+ ; 66 ; elya ; 8966 
 1224 ; Знак Депутата Верховного Совета Мордовская АССР №96 ; ММД ;  ; Ag, эмаль ; AU ; 79 ; А_еЧъ ; 8286 
 1225 ; Знак Депутата Верховного Совета Чувашская АССР №376 ; ММД ;  ; Ag, эмаль ; XF+ ; 76 ; ZOLTAN333 ; 7500 
 1226 ; Знак Депутата Верховного Совета Удмуртская АССР №29 ; ММД ;  ; Ag, эмаль ; XF+ ; 93 ; А_еЧъ ; 10199 
 1227 ; Знак. ВЛКСМ ;  ;  ; Ж/м,эмаль ; VF ; 20 ; RAPAN ; 153 
 1228 ; Знак об окончании медицинского ВУЗа ; ЛМД ;  ; Ж/м,эмаль ; VF- ; 54 ; RAPAN ; 190 
 1229 ; Офицерский знак 1 класса ;  ;  ; Ж/м,эмаль ; VF- ; 14 ; ZOLTAN333 ; 61 
 1230 ; Знак. 60 лет Кабардино-Балкарской АССР ;  ;  ; Ж/м ; XF- ; 18 ; RAPAN ; 153 
 1231 ; Знак. Отличник приборостроения ;  ;  ; Б/м,эмаль ; VF+ ; 15 ; persik ; 333 
 1232 ; Знак. Почетному железнодорожнику №20047. С удостоверением ;  ;  ; Ж/м,эмаль ; VF- ; 13 ; ladograd ; 3449 
 1233 ; Знак. Отличник здравоохранения №10431. С удостоверением ;  ;  ; Ж/м,эмаль ; F-VF ; 37 ; xabib ; 2040 
 1234 ; Знак. Отличник советской торговли СССР. С удостоверением ; ММД ;  ; Ж/м,эмаль ; VF-XF ; 50 ; Mike! ; 1408 
 1235 ; Знак. Отличник соцсоревнования Минмонтажспецстроя СССР. С удостоверением ; ММД ;  ; Al ; XF+ ; 87 ; ZOLTAN333 ; 385 
 1236 ; Знак. Гвардия СССР ;  ;  ; Ж/м,эмаль ; XF ; 18 ; LAB-A ; 123 
 1237 ; Солдатский знак. Мастер ; ММД ;  ; Ж/м,эмаль ; XF+ ; 8 ; LAB-A ; 94 
 1238 ; Солдатский знак. 3 класса ; ММД ;  ; Ж/м,эмаль ; AU ; 2 ; Mike! ; 33 
 1239 ; Знак об окончании ВУЗа ; ЛМД ;  ; Ж/м,эмаль ; AU ; 22 ; RAPAN ; 231 
 1240 ; Знак. Военный летчик 3 класса ;  ;  ; Ж/м,эмаль ; XF+ ; 4 ; Mike! ; 335 
 1241 ; Знак. За сверхсрочную службу в сухопутных войсках ;  ;  ; Ж/м,эмаль ; XF- ; 8 ; бурят1978 ; 155 
 1242 ; Знак. Специалист 1 класса ;  ;  ; Ж/м,эмаль ; AU ; 4 ; allur65 ; 45 
 1243 ; Знак. Специалист 3 класса ;  ;  ; Ж/м,эмаль ; AU ; 5 ; allur65 ; 36 
 1244 ; Знак. Специалист-мастер ;  ;  ; Ж/м,эмаль ; AU ; 3 ; Puchic ; 66 
 1245 ; Знак "За мужество" №106860 ;  ;  ; Б/м ; XF ; 19 ; leks ; 463 
 1246 ; Знак. Шахтерская слвав 3 ст ; ЛМД ;  ; Ж/м,эмаль ; VF-XF ; 3 ; leks ; 361 
 1247 ; Знак. Отличник соцсоревнования УРСР ; ММД ;  ; Ж/м,эмаль ; XF+ ; 42 ; mouzes ; 722 
 1248 ; Знак. Отличник погранслужбы 3 ст ;  ;  ; Б/м ; AU ; 22 ; murew ; 100 
 1249 ; Знак. Отличник погранслужбы 2 ст ;  ;  ; Ж/м ; AU ; 23 ; murew ; 150 
 1250 ; Знак. 300 лет воссоединения Украины с Россией ;  ;  ; Ж/м,эмаль ; XF- ; 47 ; marson2010 ; 258 
 1251 ; Знак. Готов к труду и обороне СССР 2 ступени ;  ;  ; Ж/м,эмаль ; VF- ; 36 ; dagoff ; 223 
 1252 ; Знак. За ударный труд. Минэнергомаш ; ЛМД ;  ; Ж/м ; XF+ ; 25 ; RAPAN ; 263 
 1253 ; Знак. ЮДПД ;  ;  ; Ж/м,эмаль ; VF- ; 52 ; 1822 ; 210 
 1254 ; Знак. 50 лет СССР. Участнику торжественного заседания. Калининский район г Ленинград ;  ;  ; Ж/м,эмаль ; XF- ; 24 ; Snuppy ; 242 
 1255 ; Знак. Ленинградский металлический завод ; ЛМД ;  ; Ж/м ; XF+ ; 21 ; RAPAN ; 93 
 1256 ; Знак. Ленинградский металлический завод. 100 лет ; 1957ЛМД ;  ; Ж/м ; AU ; 16 ; RAPAN ; 87 
 1257 ; Знак. Ленинградский металлический завод. Ленинград ;  ;  ; Б/м ; F-VF ; 65 ; Григорий ; 279 
 1258 ; Знак. 70 лет Великой Октябрьской Социалистической революции ; ЛМД ;  ; Ж/м ; AU ; 10 ; denvv ; 54 
 1259 ; Знак. Ленин ; ЛМД ;  ; Ж/м,эмаль ; XF- ; 12 ; 1822 ; 45 
 1260 ; Знак. 50 лет СССР ;  ;  ; Б/м,эмаль ; VF+ ; 31 ; denvv ; 108 
 1261 ; Знак. Покорение полюса. Август 1977 ;  ;  ; Ж/м ; VF+ ; 37 ; kremen ; 44 
 1262 ; Знак. БГТО ;  ;  ; Ж/м, эмаль ; VF- ; 6 ; vasm ; 159 
 1263 ; Знак. Готов к труду и обороне СССр 2 ст ;  ;  ; Ж/м, эмаль ; VF-XF ; 26 ; leks ; 251 
 1264 ; Знак. Готов к труду и обороне СССр 2 ст. отличник ;  ;  ; Ж/м, эмаль ; VF ; 61 ; Mike! ; 405 
 1265 ; Знак. Всероссийское хоровое общество ;  ;  ; Ж/м, эмаль ; VF+ ; 79 ; Al0851 ; 204 
 1266 ; Знак. День Советской молодежи 1958г ;  ;  ; Ж/м, эмаль ; VF- ; 35 ; mirumir ; 201 
 1167 ; Знак. Лотта-Свярд № 20155. Финляндия. Отломана иголка ; 1927 (Х5) ;  ; Ag, эмаль ; XF ; 34 ; mastodont ; 847 
 1168 ; Знак. Финляндия ; 1980(С8) ;  ; Ag, позо,  ; XF ; 27 ; marson2010 ; 572 
 1169 ; Знак Финляндия ; 1970(R7) ;  ; Ag, эмаль ; XF ; 26 ; marson2010 ; 590 
 1170 ; Знак. Финляндия ;  ;  ; Б/м ; XF ; 45 ; marson2010 ; 359 
 1171 ; Спортивный знак. Финляндия ;  ;  ; Ag ; VF+ ; 15 ; marson2010 ; 493 
 1172 ; Стрелковый знак ;  ;  ; Ж/м ; XF- ; 34 ; Mick 1 ; 423 
 1173 ; Жетон. Финляндия ;  ;  ; Б/м ; XF ; 37 ; 015 ; 1487 
 1174 ; Медаль. За родину 1941г. Финскому народу. Финляндия ;  ;  ; Ж/м ; XF- ; 104 ; mastodont ; 457 
 1175 ; Спортивная медаль. Финляндия ;  ;  ; Ж/м ; XF ; 19 ; Mike! ; 106 
 1176 ; Стрелковый жетон II место 1913г. Финляндия ;  ;  ; Ag?, эмаль ; VF+ ; 70 ; marson2010 ; 808 
 1177 ; Миниатюрный жетон. За храбрость. Финскому народу 1918г. Финляндия ;  ;  ; Ж/м ; XF- ; 19 ; denvv ; 250 
 1178 ; Плакета. Стрельба из лука ;  ;  ; Ж/м ; XF ; 24 ; tati1545 ; 134 
 1179 ; Знак (1939-1945). Финляндия ;  ;  ; Б/м ; XF ; 81 ; 542 ; 809 
 1180 ; Жетон. Финляндия ; 1897 ;  ; Б/м ; XF ; 8 ; 015 ; 510 
 1181 ; Медаль. Коронация 1937г. Великобритания ;  ;  ; Б/м ; XF- ; 41 ; Kadzuk ; 426 
 1182 ; Знак № 9254. Германия, Лейпциг ;  ;  ; Al ; VF+ ; 39 ; von_Schwarz ; 159 
 1183 ; Знак "SLV". Финляндия ;  ;  ; Ag ; XF ; 46 ; bux. ; 663 
 1184 ; Знак. Финляндия ;  ;  ; Ag ; XF ; 22 ; bux. ; 320 
 1185 ; Знак. Финляндия ;  ;  ; Ag ; XF ; 26 ; 542 ; 490 
 1186 ; Знак. Корабль. Утеряна закрутка ;  ;  ; Ag ; XF- ; 15 ; Георг ; 313 
 1187 ; Знак иностраннный. Гравировка: "1960-61" ;  ;  ; Ж/м ; VF+ ; 13 ; past ; 306 
 1188 ; Знак. Финляндия ;  ;  ; Ж/м ; XF ; 10 ; кузин ; 255 
 1189 ; Литературный знак. Финляндия ;  ;  ; Ж/м, эмаль ; XF ; 18 ; Lasto4kaSPB ; 355 
 1190 ; Знак 30 лет. Финляндия ;  ;  ; Ag, позол ; XF- ; 21 ; bux. ; 625 
 1191 ; Знак. Финляндия ;  ;  ; Ag ; XF- ; 28 ; грос79 ; 417 
 1192 ; Знак. Финляндия ;  ;  ; Ag, эмаль ; VF+ ; 10 ; кузин ; 279 
 1193 ; Знак. Финляндия ;  ;  ; Ag, эмаль ; XF ; 16 ; von_Schwarz ; 455 
 1194 ; Знак. Финляндия ;  ;  ; Ag ; VF+ ; 91 ; грос79 ; 204 
 1195 ; Медаль иностранная ;  ;  ; Ag ; XF- ; 30 ; кузин ; 428 
 1196 ; Знак. Лахта 1958г. Финляндия ;  ;  ; Ж/м, эмаль ; XF ; 13 ; vic2 ; 306 
 1197 ; Знак иностраннный ;  ;  ; Ag, эмаль ; VF+ ; 53 ; Григорий ; 85 
 1198 ; Знак "JHK". Гравировка: "29/4 61" ;  ;  ; Б/м ; VF+ ; 7 ; Григорий ; 44 
 1199 ; Медаль. Финляндия ;  ;  ; Ag ; VF+ ; 38 ; кузин ; 667 
 1200 ; Медаль. Чемпионат мира по атлетике в Хельсинки 1983г ;  ;  ; Ж/м ; XF ; 20 ; kremen ; 80 
 1201 ; Знак. Финляндия ;  ;  ; Ag, эмаль ; XF ; 32 ; грос79 ; 461 
 1202 ; Знак. Финляндия ;  ;  ; Ag?, эмаль ; XF ; 8 ; кузин ; 350 
 1203 ; Знак. Финляндия, Хельсинки ;  ;  ; Ж/м, эмаль ; XF- ; 28 ; кузин ; 200 
 1204 ; Знак "SNDL" ;  ;  ; Б/м, эмаль ; XF ; 14 ; denvv ; 57 
 1205 ; Знак. Олимпиада ;  ;  ; Б/м ; XF ; 23 ; кузин ; 204 
 1206 ; Знак "S" 25 ;  ;  ; Ж/м, эмаль ; XF ; 6 ; BADDY ; 255 
 1207 ; Знак иностранный ;  ;  ; Ж/м ; XF ; 10 ; кузин ; 200 
 1208 ; Знак 1941г. Финляндия ;  ;  ; Ж/м ; VF+ ; 23 ; Mike! ; 75 
 1209 ; Знак. Заводы В.И. Ленина ;  ;  ; Ж/м, эмаль ; VF+ ; 13 ; himik121 ; 102 
 1210 ; Спортивный знак ;  ;  ; Б/м, эмаль ; XF ; 7 ; allur65 ; 31 
 1211 ; Знак иностраннный ;  ;  ; Ж/м, эмаль ; XF ; 6 ; пепел ; 23 
 1212 ; Спортивный знак ;  ;  ; Б/м, эмаль ; XF ; 7 ; allur65 ; 24 
 1213 ; Знак иностранный ;  ;  ; Ж/м, эмаль ; XF ; 2 ; denvv ; 30 
 1214 ; Знак "АК" ;  ;  ; Ж/м, эмаль ; XF ; 9 ; SadKo ; 26 
 1215 ; Знак. Финляндия ;  ;  ; Ж/м ; VF+ ; 44 ; bux. ; 407 
 1216 ; Знак "DKZU" ;  ;  ; Ж/м, эмаль ; XF ; 26 ; allur65 ; 191 
 1117 ; Медаль. Бартелми. Франция. Медальер Гатто. D-41мм ; 1824 ;  ; Br ; VF+ ; 11 ; ealiev ; 553 
 1118 ; Медаль. Гуммель. Франция. Медальер Певрие. D-41мм ; 1825 ;  ; Br ; VF ; 10 ; paul-zibert ; 408 
 1119 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 1120 ; Медаль. Чимароза. Франция. Медальер Ф.Барре. D-41мм ; 1818 ;  ; Br ; XF- ; 17 ; r70 ; 534 
 1121 ; Медаль. Бертон. Франция. Медальер Певрие. D-41мм ; 1824 ;  ; Br ; XF- ; 11 ; r70 ; 534 
 1122 ; Медаль. Одран. Франция. Медальер Пети. D-41мм ; 1822 ;  ; Br ; VF+ ; 14 ; r70 ; 541 
 1123 ; Медаль. Королевская академия музыки. Великобритания. D-41мм ; 1939 ;  ; Br ; XF ; 55 ; r70 ; 417 
 1124 ; Медаль. Бетховен (1770-1827гг). D-45мм ;  ;  ; Br ; VF+ ; 21 ; r70 ; 229 
 1125 ; Медаль. Буалдье. Франция. Медальер Лагранж. D-51мм ;  ;  ; Br ; VF-XF ; 32 ; r70 ; 563 
 1126 ; Медаль. Поммер. Австрия. Медальер Нойбергер. D-45мм ; 1901 ;  ; Br ; XF ; 28 ; r70 ; 450 
 1127 ; Медаль. Буалдье. Франция. Медальер Барре. D-45мм ; 1826 ;  ; Br ; VF- ; 131 ; r70 ; 579 
 1128 ; Медаль. Музыка. Франция. Медальер Риве. D-40мм ; 1929 ;  ; Br ; VF+ ; 52 ; r70 ; 459 
 1129 ; Медаль. 700 лет Viljandi. D-50мм ; 1983 ;  ; Ж/м ; VF ; 34 ; kremen ; 65 
 1130 ; Жетон. Band & Orchestra. США. Размеры: 25 на 35мм ;  ;  ; Br ; VF-XF ; 24 ; marson2010 ; 261 
 1131 ; Медаль.Церковь Святого Михаила в Хильдесхайме. Германия. D-39мм ; 1976 ;  ; Ag1000 ; Proof ; 46 ; Mike! ; 862 
 1132 ; Медаль. 15-тый Европейский талер. Европейские выборы. Германия. D-39мм ; 1978 ;  ; Ag925 ; Proof ; 6 ; Mike! ; 678 
 1133 ; Медаль. Чемпионат по футболу. Германия. D-35мм ; 1974 ;  ; Ag1000 ; Proof ; 7 ; elitov ; 555 
 1134 ; Медаль. Чемпионат мира по футболу. Германия. D-35мм ; 1974 ;  ; Ag1000 ; Proof ; 10 ; Mike! ; 589 
 1135 ; Медаль. Зеленая неделя в Берлине. Германия. D-35мм ; 1979 ;  ; Ag1000 ; Proof ; 4 ; Mike! ; 500 
 1136 ; Медаль. Вольфганг Амадей Моцарт. 175 лет со дня рождения. Германия. D-35мм ;  ;  ; Ag900 ; Proof ; 24 ; r70 ; 765 
