 5988 ; Бона иностранная Бразилия ;  ;  ;  ; AU ; 9 ; USS ; 41 
 2250 ; Набор монет Банка России (города герои м 55 лет победы): 10,2 руб (8шт). Пластиковая упаковка ; 2000 ;  ; Cu-Ni,Би/м ; AU ; 23 ; spartak9583 ; 2730 
 2251 ; Набор монет Банка России (города герои м 55 лет победы): 10,2 руб (8шт). Пластиковая упаковка ; 2000 ;  ; Cu-Ni,Би/м ; AU ; 26 ; jek31 ; 2821 
 2252 ; Набор монет "300 лет Российского Флота" (6шт+жетон): 100,50,20,10,5,1руб. + жетон СПМД. В буклете ; 1996 ;  ; б/м,ж/м ; AU ; 44 ; Inokesha ; 18655 
 2253 ; Юбилейный набор монетовидных жетонов Арктикуголь. Шпицберген. : 50,20,15,10 копеек (4шт) + жетон. Буклет СПМД ;  ;  ;  ; AU ; 12 ; molodes ; 3774 
 2254 ; Юбилейный набор монетовидных жетонов Арктикуголь. Шпицберген. : 50,20,15,10 копеек (4шт) + жетон. Буклет СПМД ;  ;  ; Б/м,ж/м ; AU ; 12 ; spartak9583 ; 3966 
 2255 ; Юбилейный набор монетовидных жетонов Арктикуголь. Шпицберген. : 50,20,15,10 копеек (4шт) + жетон. Буклет СПМД ;  ;  ; Б/м,ж/м ; AU ; 11 ; fillin ; 3888 
 2256 ; 5 рублей. 170 лет Русскому Географическому обществу. Буклет ; 2015 ;  ; Ni/St ; AU ; 15 ; spartak9583 ; 459 
 2157 ; 15 копеек ; 1939 ;  ; Ni ; VF ; 49 ; lva08 ; 200 
 2158 ; 15 копеек ; 1941 ;  ; Ni ; XF ; 49 ; lva08 ; 408 
 2159 ; 15 копеек ; 1943 ;  ; Ni ; VF+ ; 37 ; моятачка909 ; 187 
 2160 ; 15 копеек ; 1932 ;  ; Ni ; XF- ; 7 ; lelik13821 ; 102 
 2161 ; 15 копеек ; 1937 ;  ; Ni ; VF+ ; 65 ; white964 ; 920 
 2162 ; 15 копеек ; 1938 ;  ; Ni ; XF ; 20 ; lva08 ; 368 
 2163 ; 10 копеек ; 1931 ;  ; Ni ; VF+ ; 83 ; vitab ; 612 
 2164 ; 10 копеек ; 1936 ;  ; Сu-Ni ; VF+ ; 22 ; бонифаций ; 277 
 2165 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 25 ; fotograf ; 1235 
 2166 ; 1 рубль ; 1979 ;  ; Cu-Ni ; AU ; 50 ; Wulf ; 2001 
 2167 ; 50 копеек ; 1979 ;  ; Cu-Ni ; AU ; 15 ; vahka ; 107 
 2168 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 37 ; Wulf ; 179 
 2169 ; 15 копеек ; 1979 ;  ; Cu-Ni ; AU ; 20 ; cr2952 ; 51 
 2170 ; 50 копеек ; 1978 ;  ; Cu-Ni ; AU ; 32 ; dali ; 534 
 2171 ; 20 копеек ; 1979 ;  ; Cu-Ni ; XF+ ; 24 ; мон ; 30 
 2172 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; XF+ ; 39 ; В1951 ; 156 
 2173 ; 20 копеек ; 1978 ;  ; Cu-Ni ; AU ; 12 ; мон ; 62 
 2174 ; 15 копеек ; 1978 ;  ; Cu-Ni ; AU ; 7 ; Александр007 ; 87 
 2175 ; 10 копеек ; 1979 ;  ; Cu-Ni ; AU ; 5 ; mechanik ; 17 
 2176 ; 10 копеек ; 1978 ;  ; Cu-Ni ; AU ; 5 ; cr2952 ; 27 
 2177 ; 5 копеек ; 1979 ;  ; Cu-Zn ; XF+ ; 12 ; Salych ; 102 
 2178 ; 5 копеек ; 1978 ;  ; Cu-Zn ; AU ; 48 ; Wulf ; 302 
 2179 ; 3 копейки ; 1978 ;  ; Cu-Zn ; XF+ ; 6 ; Дмитрий475 ; 26 
 2180 ; 3 копейки ; 1979 ;  ; Cu-Zn ; XF ; 10 ; veselkov ; 57 
 2181 ; 2 копейки ; 1978 ;  ; Cu-Zn ; AU ; 16 ; Wulf ; 101 
 2182 ; 2 копейки ; 1979 ;  ; Cu-Zn ; AU ; 3 ; Алекс61 ; 21 
 2183 ; 1 копейка ; 1978 ;  ; Cu-Zn ; AU ; 5 ; Алекс61 ; 51 
 2184 ; 1 копейка ; 1979 ;  ; Cu-Zn ; AU ; 5 ; veselkov ; 36 
 2185 ; 1 копейка ; 1929 ;  ; Br ; F+ ; 13 ; lva08 ; 36 
 2186 ; 1 копейка ; 1935 ;  ; Br ; F ; 25 ; lva08 ; 139 
 2187 ; 1 копейка ; 1939 ;  ; Br ; F+ ; 7 ; rolan1 ; 31 
 2188 ; 15 копеек ; 1952 ;  ; Ni ; VF+ ; 3 ; lelik13821 ; 33 
 2189 ; 15 копеек ; 1952 ;  ; Ni ; VF-XF ; 5 ; rbc ; 33 
 2190 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; AU ; 16 ; olegs ; 261 
 2191 ; 5 копеек ; 1930 ;  ; Br ; VF+ ; 23 ; 777pilot ; 175 
 2192 ; 20 копеек ; 1938 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 35 ; 338 ; 340 
 2193 ; 10 копеек ; 1938 ;  ; Ni ; VF ; 65 ; lva08 ; 451 
 2194 ; 1 рубль ; 1989 ;  ; Cu-Ni ; XF+ ; 31 ; alexprim ; 196 
 2195 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF+ ; 40 ; klinza ; 203 
 2196 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF+ ; 22 ; alexprim ; 153 
 2197 ; 1 копейка ; 1940 ;  ; Br ; XF ; 11 ; Алмазов ; 53 
 2198 ; 1 копейка ; 1946 ;  ; Br ; XF ; 31 ; miranda ; 212 
 2199 ; 1 копейка ; 1950 ;  ; Br ; XF ; 28 ; моятачка909 ; 612 
 2200 ; 1 копейка ; 1954 ;  ; Br ; XF ; 9 ; ==SOKOL== ; 42 
 2201 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; XF ; 38 ; Tche ; 101 
 2202 ; 1 копейка ; 1952 ;  ; Br ; XF ; 18 ; miranda ; 101 
 2203 ; 100 рублей. Упаковка нарушена ; 1992 ; ЛМД Биметалл ; Cu-Ni/Cu-Zn ; AU ; 27 ; vlk_ ; 203 
 2204 ; 20 рублей. Упаковка ; 1992 ; ЛМД ; Cu-Ni ; AU ; 18 ; lva08 ; 92 
 2205 ; 10 рублей. Упаковка ; 1992 ; ЛМД белый металл (немагнитный) ; Cu-Ni ; AU ; 11 ; AlexMartSpb ; 51 
 2206 ; 1 рубль. Упаковка ; 1992 ; Л ; Fe в Cu-Zn ; AU ; 15 ; tdp ; 134 
 2107 ; 1 рубль ; 1961 ;  ; Cu-Ni ; VF-XF ; 29 ; klinza ; 186 
 2108 ; 1 рубль ; 1989 ;  ; Cu-Ni ; XF+ ; 17 ; lelik13821 ; 200 
 2109 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; XF/AU ; 45 ; колобок66 ; 287 
 2110 ; 10 рублей ; 1991 ; ЛМД Биметалл ; Cu-Zn/Cu-Ni ; AU ; 13 ; mechanik ; 31 
 2111 ; 10 рублей ; 1991 ; ЛМД Биметалл ; Cu-Zn/Cu-Ni ; AU ; 15 ; 4444 ; 31 
 2112 ; 100 рублей ; 1992 ; ЛМД Биметалл ; Cu-Ni/Cu-Zn ; AU ; 69 ; olegs ; 262 
 2113 ; 100 рублей. Аверс/Реверс 20 градусов ; 1993 ; ЛМД Белый металл ; Cu-Ni ; AU ; 19 ; lva08 ; 227 
 2114 ; 50 рублей ; 1992 ; ЛМД Биметалл ; Cu-Zn/Cu-Ni ; AU ; 49 ; vlk_ ; 68 
 2115 ; 1 копейка ; 1956 ;  ; Br ; XF ; 32 ; Tche ; 204 
 2116 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; XF ; 41 ; Tche ; 185 
 2117 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; AU ; 61 ; Гарыныч ; 568 
 2118 ; 3 копейки ; 1956 ;  ; Br ; XF ; 35 ; мон ; 110 
 2119 ; 3 копейки ; 1957 ; В венке герба 15 лент ; Br ; AU ; 40 ; Гарыныч ; 344 
 2120 ; 10 копеек ; 1956 ; В венке герба 16 лент ; Ni ; XF+ ; 21 ; Глеб ; 114 
 2121 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 17 ; olegs ; 156 
 2122 ; 20 копеек ; 1932 ;  ; Ni ; F+ ; 22 ; Лаванда-НН ; 34 
 2123 ; 10 копеек ; 1969 ;  ; Cu-Ni ; VF+ ; 20 ; veselkov ; 79 
 2124 ; 10 копеек ; 1969 ;  ; Cu-Ni ; VF+ ; 22 ; sub215 ; 59 
 2125 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF ; 20 ; vasi4919 ; 155 
 2126 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF ; 27 ; arh375 ; 155 
 2127 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF ; 42 ; sub215 ; 143 
 2128 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF- ; 14 ; vahka ; 16 
 2129 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF+ ; 38 ; veselkov ; 357 
 2130 ; 5 копеек ; 1930 ;  ; Br ; VF- ; 8 ; rolan1 ; 41 
 2131 ; 3 копейки ; 1940 ;  ; Br ; F-VF ; 12 ; спарта ; 114 
 2132 ; 3 копейки ; 1940 ;  ; Br ; XF ; 37 ; rolan1 ; 157 
 2133 ; 3 копейки ; 1956 ;  ; Br ; XF ; 43 ; Tche ; 203 
 2134 ; 3 копейки ; 1946 ;  ; Br ; F+ ; 10 ; gelo ; 23 
 2135 ; 3 копейки ; 1957 ; В венке герба 15 лент ; Br ; XF ; 18 ; Tche ; 145 
 2136 ; 2 копейки ; 1933 ;  ; Br ; VF ; 68 ; сега ; 720 
 2137 ; 2 копейки ; 1945 ;  ; Br ; VF+ ; 52 ; vitab ; 530 
 2138 ; 2 копейки ; 1940 ;  ; Br ; VF+ ; 7 ; Vanmad ; 47 
 2139 ; 2 копейки ; 1956 ;  ; Br ; XF ; 22 ; John16 ; 206 
 2140 ; 2 копейки ; 1957 ; В венке герба 15 лент ; Br ; AU ; 18 ; Гарыныч ; 363 
 2141 ; 1 копейка ; 1929 ;  ; Br ; XF- ; 96 ; Дмитрий475 ; 680 
 2142 ; 1 копейка ; 1930 ;  ; Br ; VF+ ; 37 ; 338 ; 281 
 2143 ; 1 копейка ; 1937 ;  ; Br ; XF+ ; 18 ; vizer ; 142 
 2144 ; 1 копейка ; 1935 ;  ; Br ; VF+ ; 35 ; miranda ; 1813 
 2145 ; 1 копейка ; 1938 ;  ; Br ; XF+ ; 8 ; Drunja33 ; 60 
 2146 ; 1 копейка ; 1939 ;  ; Br ; XF+ ; 7 ; Vanmad ; 90 
 2147 ; 1 копейка ; 1941 ;  ; Br ; XF- ; 42 ; сега ; 595 
 2148 ; 1 копейка ; 1945 ;  ; Br ; XF- ; 29 ; Дмитрий475 ; 453 
 2149 ; 3 копейки ; 1965 ;  ; Cu-Zn ; VF ; 47 ; arh375 ; 555 
 2150 ; 1 копейка ; 1964 ;  ; Cu-Zn ; AU ; 30 ; Sporti84 ; 720 
 2151 ; 10 копеек ; 1941 ;  ; Ni ; VF+ ; 32 ; ziko ; 703 
 2152 ; 10 копеек ; 1935 ;  ; Сu-Ni ; VF ; 44 ; Alekss_27 ; 442 
 2153 ; 10 копеек ; 1936 ;  ; Сu-Ni ; XF ; 21 ; arh375 ; 153 
 2154 ; 10 копеек ; 1935 ;  ; Сu-Ni ; XF- ; 52 ; alex2209 ; 612 
 2155 ; 20 копеек ; 1946 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF ; 29 ; daymand ; 100 
 2156 ; 15 копеек ; 1933 ;  ; Ni ; XF ; 45 ; Orlov1504 ; 259 
 2057 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; XF ; 58 ; alexprim ; 301 
 2058 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; XF ; 25 ; fuzzyfly ; 197 
 2059 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; XF ; 23 ; Bogrus89 ; 101 
 2060 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; XF ; 14 ; Mikl2015 ; 93 
 2061 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; XF ; 15 ; se170661 ; 91 
 2062 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; XF ; 40 ; циркус ; 309 
 2063 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; XF ; 27 ; se170661 ; 319 
 2064 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; XF ; 29 ; se170661 ; 206 
 2065 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; XF ; 15 ; se170661 ; 214 
 2066 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; XF ; 13 ; se170661 ; 101 
 2067 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; XF ; 24 ; paranoy ; 96 
 2068 ; 15 копеек ; 1950 ;  ; Ni ; XF ; 98 ; Форт11 ; 466 
 2069 ; 15 копеек ; 1952 ;  ; Ni ; AU ; 25 ; Данила ; 453 
 2070 ; 15 копеек ; 1954 ;  ; Ni ; AU ; 16 ; Стерегущий ; 312 
 2071 ; 15 копеек ; 1955 ;  ; Ni ; XF ; 35 ; gelo ; 55 
 2072 ; 15 копеек ; 1956 ;  ; Ni ; AU ; 10 ; Tche ; 143 
 2073 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 26 ; Tche ; 102 
 2074 ; 10 копеек ; 1943 ;  ; Ni ; XF ; 77 ; puhetv ; 793 
 2075 ; 10 копеек ; 1946 ;  ; Ni ; XF+ ; 12 ; моятачка909 ; 179 
 2076 ; 10 копеек ; 1952 ;  ; Ni ; XF ; 20 ; taa ; 136 
 2077 ; 10 копеек ; 1953 ;  ; Ni ; AU ; 30 ; Zubrstroy ; 176 
 2078 ; 10 копеек ; 1954 ;  ; Ni ; AU ; 10 ; John16 ; 174 
 2079 ; 10 копеек ; 1955 ;  ; Ni ; AU ; 10 ; Стерегущий ; 239 
 2080 ; 10 копеек ; 1956 ; В венке герба 16 лент ; Ni ; AU ; 5 ; Tche ; 147 
 2081 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 35 ; diman16 ; 164 
 2082 ; 1 копейка ; 1938 ;  ; Br ; AU ; 13 ; Гарыныч ; 114 
 2083 ; 1 копейка ; 1939 ;  ; Br ; XF- ; 33 ; diman16 ; 68 
 2084 ; 1 копейка ; 1940 ;  ; Br ; AU ; 13 ; Vanmad ; 152 
 2085 ; 1 копейка ; 1946 ;  ; Br ; XF+ ; 15 ; rolan1 ; 172 
 2086 ; 1 копейка ; 1948 ;  ; Br ; XF ; 29 ; Форт11 ; 279 
 2087 ; 1 копейка ; 1949 ;  ; Br ; AU ; 21 ; lva08 ; 94 
 2088 ; 1 копейка ; 1952 ;  ; Br ; XF ; 24 ; Vanmad ; 161 
 2089 ; 1 копейка ; 1953 ;  ; Br ; XF+ ; 11 ; Гарыныч ; 125 
 2090 ; 1 копейка ; 1955 ;  ; Br ; XF ; 21 ; Дима Шухов ; 59 
 2091 ; 1 копейка ; 1955 ;  ; Br ; AU ; 30 ; Гарыныч ; 272 
 2092 ; 5 копеек ; 1955 ;  ; Br ; AU ; 43 ; diman16 ; 674 
 2093 ; 5 копеек ; 1949 ;  ; Br ; VF ; 21 ; ibug ; 87 
 2094 ; 1 копейка ; 1939 ;  ; Br ; AU ; 44 ; diman16 ; 680 
 2095 ; 1 копейка ; 1938 ;  ; Br ; AU ; 39 ; 222211 ; 444 
 2096 ; 1 копейка ; 1937 ;  ; Br ; AU ; 30 ; diman16 ; 1194 
 2097 ; 1 копейка ; 1936 ;  ; Br ; AU ; 35 ; Gast ; 793 
 2098 ; 20 копеек ; 1939 ;  ; Ni ; XF ; 60 ; 338 ; 918 
 2099 ; 20 копеек ; 1945 ;  ; Ni ; VF-XF ; 39 ; EAL34 ; 102 
 2100 ; 1 рубль ; 1965 ;  ; Cu-Ni ; XF+ ; 23 ; shknikolay ; 247 
 2101 ; 20 копеек ; 1933 ;  ; Ni ; VF+ ; 7 ; ВЯЗЪ ; 81 
 2102 ; 1 рубль. Упаковка ; 1986 ;  ; Cu-Ni ; AU ; 34 ; sv13 ; 388 
 2103 ; 20 копеек. Упаковка ; 1986 ;  ; Cu-Ni ; AU ; 7 ; tdp ; 306 
 2104 ; 1 копейка ; 1948 ;  ; Br ; VF ; 21 ; Дима Шухов ; 44 
 2105 ; 5 копеек. Упаковка ; 1986 ;  ; Cu-Zn ; AU ; 11 ; wwn ; 174 
 2106 ; 20 копеек ; 1940 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 35 ; моятачка909 ; 232 
 2007 ; 5 рублей Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 16 ; koly ; 350 
 2008 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; XF ; 36 ; vahka ; 225 
 2009 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF ; 17 ; majkl ; 148 
 2010 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; XF ; 14 ; Kostet2008 ; 130 
 2011 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF ; 48 ; alexandr1968 ; 287 
 2012 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF ; 43 ; дутик ; 302 
 2013 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF ; 23 ; Kostet2008 ; 123 
 2014 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; XF ; 124 ; СОВ ; 326 
 2015 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; XF ; 27 ; дутик ; 145 
 2016 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF ; 24 ; Kostet2008 ; 129 
 2017 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; XF ; 40 ; orex ; 208 
 2018 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF ; 26 ; дутик ; 184 
 2019 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; XF ; 50 ; paranoy ; 292 
 2020 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF ; 33 ; fuzzyfly ; 204 
 2021 ; 3 рубля ; 1989 ; Землетрясение в Армении ; Cu-Ni ; XF ; 7 ; s.kudryavtsev ; 130 
 2022 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; XF ; 9 ; garant_07 ; 224 
 2023 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; VF-XF ; 22 ; Bogrus89 ; 74 
 2024 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; VF-XF ; 33 ; alexandr1968 ; 169 
 2025 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; VF-XF ; 35 ; Rober ; 126 
 2026 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; VF-XF ; 37 ; ши-тцу ; 384 
 2027 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; XF ; 74 ; arsenich-s ; 323 
 2028 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; VF-XF ; 9 ; aidih ; 36 
 2029 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; XF ; 13 ; Bogrus89 ; 79 
 2030 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; XF ; 29 ; Crimea ; 94 
 2031 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; XF ; 34 ; fuzzyfly ; 255 
 2032 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF ; 28 ; Жираф ; 104 
 2033 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF ; 12 ; belstor ; 111 
 2034 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; XF ; 19 ; Crimea ; 90 
 2035 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF ; 21 ; zivan28 ; 90 
 2036 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF ; 17 ; buben ; 78 
 2037 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; VF-XF ; 17 ; Лаванда-НН ; 75 
 2038 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF ; 15 ; Crimea ; 90 
 2039 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 25 ; buben ; 88 
 2040 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; XF ; 22 ; vahka ; 92 
 2041 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF ; 16 ; Mikl2015 ; 83 
 2042 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF ; 18 ; Bogrus89 ; 90 
 2043 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; XF ; 37 ; chapa78 ; 255 
 2044 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF ; 24 ; Mikl2015 ; 90 
 2045 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; XF ; 49 ; aaa2009 ; 422 
 2046 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; XF ; 17 ; se170661 ; 95 
 2047 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; XF ; 21 ; se170661 ; 95 
 2048 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; XF ; 24 ; Bogrus89 ; 100 
 2049 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; XF ; 12 ; s.kudryavtsev ; 101 
 2050 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; XF ; 36 ; se170661 ; 269 
 2051 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF ; 11 ; victorr ; 101 
 2052 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 14 ; buben ; 75 
 2053 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; XF ; 14 ; Mikl2015 ; 85 
 2054 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; XF ; 13 ; fuzzyfly ; 181 
