 3271 ; Бона иностранная ;  ;  ;  ;  ; 6 ; тнн ; 214 
 152 ; 15 копеек ; 1906 ; СПБ ЭБ  ; Ag ; VF-XF ; 21 ; BrEd ; 70 
 153 ; 15 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF ; 7 ; amd4200 ; 66 
 154 ; 15 копеек ; 1907 ; СПБ ЭБ  ; Ag ; XF ; 38 ; Алек ; 177 
 155 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; VF+ ; 21 ; MDV ; 58 
 156 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF ; 28 ; BrEd ; 144 
 157 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF ; 30 ; BrEd ; 157 
 158 ; 15 копеек ; 1909 ; СПБ ЭБ  ; Ag ; AU ; 82 ; 61К ; 3502 
 159 ; 15 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF ; 45 ; a11174 ; 899 
 160 ; 15 копеек ; 1912 ; СПБ ЭБ  ; Ag ; AU ; 22 ; timberwolf ; 663 
 161 ; 15 копеек ; 1912 ; СПБ ЭБ  ; Ag ; XF ; 42 ; BrEd ; 135 
 162 ; 15 копеек ; 1912 ; СПБ ЭБ  ; Ag ; XF+ ; 28 ; AAE2006 ; 129 
 163 ; 15 копеек ; 1912 ; СПБ ЭБ  ; Ag ; XF+ ; 31 ; AAE2006 ; 123 
 164 ; 15 копеек ; 1912 ; СПБ ЭБ  ; Ag ; XF ; 45 ; BrEd ; 128 
 165 ; 15 копеек ; 1912 ; СПБ ЭБ  ; Ag ; AU ; 6 ; zerkalozemli ; 209 
 166 ; 15 копеек ; 1913 ; СПБ ВС  ; Ag ; XF- ; 45 ; AAE2006 ; 152 
 167 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; XF- ; 32 ; AAE2006 ; 63 
 168 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; XF ; 40 ; BrEd ; 144 
 169 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; AU ; 6 ; AAE2006 ; 160 
 170 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 33 ; AAE2006 ; 123 
 171 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 77 ; BrEd ; 165 
 172 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 48 ; AAE2006 ; 122 
 173 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 23 ; петров ; 114 
 174 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; AU ; 48 ; rizovtpl ; 255 
 175 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 37 ; BrEd ; 132 
 176 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; AU ; 44 ; петров ; 159 
 177 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; XF- ; 41 ; WinterCat ; 46 
 178 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; XF- ; 39 ; AAE2006 ; 63 
 179 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 28 ; петров ; 90 
 180 ; 15 копеек ; 1915 ; ВС  ; Ag ; AU ; 37 ; PolAn ; 185 
 181 ; 15 копеек ; 1915 ; ВС  ;  ; AU ; 33 ; AAE2006 ; 201 
 182 ; 15 копеек ; 1915 ; ВС  ; Ag ; XF ; 38 ; BrEd ; 83 
 183 ; 15 копеек. Осака ; 1916 ;  ; Ag ; AU ; 15 ; AAE2006 ; 885 
 184 ; 15 копеек. Осака ; 1916 ;  ; Ag ; AU ; 78 ; AAE2006 ; 925 
 185 ; 15 копеек ; 1916 ; ВС  ; Ag ; XF+ ; 11 ; Данила ; 370 
 186 ; Гривна (Петров-2р). Ремонт 6 часов ; 1733 ;  ; Ag ; VF ; 61 ; ЧАС ; 10100 
 187 ; Гривенник ; 1768 ; СПБ TI  ; Ag ; VF ; 71 ; 61К ; 6120 
 188 ; 10 копеек ; 1821 ; СПБ ПД  ; Ag ; VF- ; 38 ; kirin ; 500 
 189 ; 10 копеек ; 1822 ; СПБ ПД  ; Ag ; F+ ; 39 ; lvl555 ; 306 
 190 ; 10 копеек ; 1837 ; СПБ НГ  ; Ag ; VF+ ; 23 ; Olimpia ; 1444 
 191 ; 10 копеек ; 1855 ; СПБ HI  ; Ag ; VF-XF ; 100 ; WinterCat ; 1652 
 192 ; 10 копеек ; 1861 ; СПБ  ; Ag ; XF- ; 34 ; AAE2006 ; 793 
 193 ; 10 копеек ; 1902 ; СПБ АР  ; Ag ; F-VF ; 64 ; tirex ; 123 
 194 ; 10 копеек ; 1906 ; СПБ ЭБ  ; Ag ; VF+ ; 32 ; alex995 ; 53 
 195 ; 10 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF-XF ; 31 ; a11174 ; 92 
 196 ; 10 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF ; 20 ; marat-vojag ; 51 
 197 ; 10 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF- ; 9 ; Alexgar ; 303 
 198 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; AU ; 36 ; zerkalozemli ; 681 
 199 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF-XF ; 30 ; amd4200 ; 48 
 200 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF ; 18 ; AAE2006 ; 123 
 101 ; 20 копеек ; 1861 ; СПБ ФБ  ; Ag ; XF+ ; 30 ; gudk ; 1050 
 102 ; 20 копеек ; 1863 ; СПБ АБ  ; Ag ; AU ; 84 ; zerkalozemli ; 3560 
 103 ; 20 копеек ; 1864 ; СПБ НФ  ; Ag ; VF+ ; 11 ; gudk ; 612 
 104 ; 20 копеек ; 1865 ; СПБ НФ  ; Ag ; XF+ ; 33 ; AAE2006 ; 1134 
 105 ; 20 копеек ; 1868 ; СПБ HI  ; Ag ; VF ; 2 ; lvl555 ; 255 
 106 ; 20 копеек ; 1871 ; СПБ HI  ; Ag ; VF ; 29 ; a11174 ; 291 
 107 ; 20 копеек ; 1873 ; СПБ HI  ; Ag ; VF ; 16 ; solder13 ; 148 
 108 ; 20 копеек ; 1874 ; СПБ HI  ; Ag ; VF ; 17 ; alexandervolkov ; 151 
 109 ; 20 копеек ; 1875 ; СПБ HI  ; Ag ; VF ; 38 ; lvl555 ; 187 
 110 ; 20 копеек ; 1876 ; СПБ HI  ; Ag ; VF+ ; 25 ; lvl555 ; 310 
 111 ; 20 копеек ; 1878 ; СПБ НФ  ; Ag ; VF ; 33 ; MDV ; 146 
 112 ; 20 копеек ; 1879 ; СПБ НФ  ; Ag ; VF+ ; 52 ; kat ; 275 
 113 ; 20 копеек ; 1884 ; СПБ АГ  ; Ag ; VF+ ; 70 ; leo 2 ; 1259 
 114 ; 20 копеек ; 1903 ; СПБ АР  ; Ag ; VF ; 30 ; a11174 ; 203 
 115 ; 20 копеек ; 1904 ; СПБ АР  ; Ag ; VF ; 42 ; marat-vojag ; 69 
 116 ; 20 копеек ; 1905 ; СПБ АР  ; Ag ; F-VF ; 23 ; marat-vojag ; 59 
 117 ; 20 копеек ; 1906 ; СПБ ЭБ  ; Ag ; VF+ ; 35 ; est4o ; 68 
 118 ; 20 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF+ ; 48 ; Данила ; 199 
 119 ; 20 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF- ; 13 ; MDV ; 62 
 120 ; 20 копеек ; 1908 ; СПБ ЭБ  ; Ag ; VF-XF ; 10 ; marat-vojag ; 92 
 121 ; 20 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF ; 41 ; Алек ; 157 
 122 ; 20 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF+ ; 21 ; петров ; 93 
 123 ; 20 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF ; 30 ; tesey ; 135 
 124 ; 20 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF-XF ; 26 ; alex995 ; 53 
 125 ; 20 копеек ; 1910 ; СПБ ЭБ  ; Ag ; VF-XF ; 6 ; dimon46 ; 88 
 126 ; 20 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF ; 55 ; Алек ; 204 
 127 ; 20 копеек ; 1912 ; СПБ ЭБ  ; Ag ; XF+ ; 94 ; Алек ; 168 
 128 ; 20 копеек ; 1913 ; СПБ ВС  ; Ag ; AU ; 12 ; est4o ; 357 
 129 ; 20 копеек ; 1913 ; СПБ ВС  ; Ag ; XF ; 35 ; AAE2006 ; 131 
 130 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; AU ; 13 ; петров ; 120 
 131 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; VF+ ; 9 ; amd4200 ; 53 
 132 ; 20 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 53 ; петров ; 125 
 133 ; 20 копеек ; 1915 ; ВС  ; Ag ; XF- ; 23 ; tesey ; 122 
 134 ; 20 копеек ; 1915 ; ВС  ; Ag ; VF- ; 25 ; alex995 ; 47 
 135 ; 20 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 62 ; AAE2006 ; 123 
 136 ; 20 копеек ; 1915 ; ВС  ; Ag ; VF-XF ; 30 ; Poiuyt ; 44 
 137 ; 20 копеек ; 1916 ; ВС  ; Ag ; AU ; 63 ; PolAn ; 272 
 138 ; 15 копеек ; 1778 ; СПБ  ; Ag ; VF- ; 22 ; astronotus ; 2000 
 139 ; 15 копеек ; 1781 ; СПБ  ; Ag ; VF- ; 23 ; gors ; 2267 
 140 ; 15 копеек-1 злотый ; 1838 ; НГ Рус.-Пол.  ; Ag ; VF- ; 45 ; vitapool ; 352 
 141 ; 15 копеек ; 1862 ; СПБ МИ  ; Ag ; VF-XF ; 21 ; AAE2006 ; 532 
 142 ; 15 копеек ; 1865 ; СПБ НФ  ; Ag ; XF- ; 46 ; max7421 ; 1041 
 143 ; 15 копеек ; 1867 ; СПБ HI  ; Ag ; XF ; 22 ; max7421 ; 2658 
 144 ; 15 копеек ; 1868 ; СПБ HI  ; Ag ; VF+ ; 47 ; Dj ; 1622 
 145 ; 15 копеек ; 1869 ; СПБ HI  ; Ag ; XF- ; 19 ; max7421 ; 2553 
 146 ; 15 копеек ; 1870 ; СПБ HI  ; Ag ; VF-XF ; 31 ; Dj ; 917 
 147 ; 15 копеек ; 1872 ; СПБ HI  ; Ag ; VF+ ; 27 ; MV ; 790 
 148 ; 15 копеек ; 1883 ; СПБ ДС  ; Ag ; VF- ; 43 ; ilgamax ; 676 
 149 ; 15 копеек ; 1890 ; СПБ АГ  ; Ag ; XF ; 11 ; Dj ; 1483 
 150 ; 15 копеек ; 1900 ; СПБ ФЗ  ; Ag ; VF+ ; 21 ; max7421 ; 443 
 51 ; 3/4 рубля-5 злотых ; 1838 ; MW Рус.-Пол.  ; Ag ; VF- ; 37 ; пятак ; 3381 
 52 ; Полтина ; 1812 ; СПБ МФ  ; Ag ; VF- ; 82 ; amf ; 2800 
 53 ; Полтина ; 1817 ; СПБ ПС  ; Ag ; VF+ ; 86 ; Kolya-kms ; 2646 
 54 ; Полтина ; 1820 ; СПБ ПД  ; Ag ; VF+ ; 50 ; федя ; 2856 
 55 ; Полтина ; 1824 ; СПБ ПД  ; Ag ; VF- ; 95 ; alexandervolkov ; 1453 
 56 ; Полтина. Напайки ; 1826 ; СПБ НГ  ; Ag ; F ; 49 ; кабан ; 560 
 57 ; Полтина ; 1848 ; СПБ HI  ; Ag ; VF+ ; 85 ; Сыч ; 4079 
 58 ; Полтина ; 1850 ; СПБ ПА  ; Ag ; VF+ ; 106 ; baikal.k ; 4566 
 59 ; Полтина ; 1854 ; СПБ HI  ; Ag ; VF+ ; 141 ; Данила ; 4682 
 60 ; Полтина ; 1857 ; СПБ ФБ  ; Ag ; VF ; 99 ; лиса ; 3048 
 61 ; Полтина ; 1858 ; СПБ ФБ  ; Ag ; VF-XF ; 17 ; alex300 ; 7140 
 62 ; Полтина ; 1894 ; (АГ)  ; Ag ; VF ; 80 ; rnv_64 ; 2550 
 63 ; Полтина ; 1895 ; (АГ) АГ  ; Ag ; VF-XF ; 66 ; alex300 ; 6175 
 64 ; Полтина ; 1896 ; (АГ) АГ  ; Ag ; VF ; 130 ; okotv ; 739 
 65 ; Полтина ; 1907 ; (ЭБ) АГ  ; Ag ; VF ; 32 ; rnv_64 ; 2753 
 66 ; Полтина ; 1910 ; (ЭБ) АГ  ; Ag ; VF+ ; 62 ; rnv_64 ; 2809 
 67 ; Полтина ; 1912 ; (ЭБ) АГ  ; Ag ; XF+/AU ; 2 ; MV ; 3490 
 68 ; Полтина ; 1912 ; (ЭБ) АГ  ; Ag ; VF-XF ; 47 ; AAE2006 ; 918 
 69 ; Полтина ; 1912 ; (ЭБ) АГ  ; Ag ; VF+ ; 51 ; MDV ; 472 
 70 ; Полтина ; 1913 ; (ВС) АГ  ; Ag ; AU ; 6 ; 61К ; 6120 
 71 ; Полтина ; 1913 ; (ВС) АГ  ; Ag ; VF-XF ; 54 ; PolAn ; 1275 
 72 ; Полтина ; 1913 ; (ЭБ) АГ  ; Ag ; VF ; 59 ; AGAT D ; 1902 
 73 ; Полтина ; 1914 ; (ВС) АГ  ; Ag ; VF+ ; 70 ; BVA ; 3366 
 74 ; 30 копеек-2 злотых ; 1836 ; MW Рус.-Пол.  ; Ag ; VF ; 28 ; gudk ; 1215 
 75 ; 30 копеек-2 злотых ; 1838 ; MW Рус.-Пол.  ; Ag ; VF ; 39 ; turkmen ; 1259 
 76 ; 30 копеек-2 злотых ; 1838 ; MW Рус.-Пол.  ; Ag ; F-VF ; 37 ; surf2k5 ; 1428 
 77 ; Полуполтинник (Петров-1,5р) ; 1798 ; СМ МБ  ; Ag ; VF- ; 74 ; cement ; 47759 
 78 ; Полуполтинник ; 1752 ; ММД IШ  ; Ag ; VF- ; 24 ; gors ; 4650 
 79 ; Полуполтинник ; 1792 ; СПБ ЯА  ; Ag ; F-VF ; 77 ; АЦТЕК ; 1960 
 80 ; 25 копеек ; 1835 ; СПБ НГ  ; Ag ; VF- ; 86 ; пятак ; 2244 
 81 ; 25 копеек ; 1837 ; СПБ НГ  ; Ag ; VF+ ; 15 ; turkmen ; 2081 
 82 ; 25 копеек-50 грошей ; 1846 ; MW Рус.-Пол.  ; Ag ; VF ; 45 ; деньга ; 5610 
 83 ; 25 копеек ; 1850 ; СПБ ПА  ; Ag ; XF- ; 29 ; AAE2006 ; 2550 
 84 ; 25 копеек ; 1853 ; СПБ HI  ; Ag ; VF+ ; 10 ; a11174 ; 1911 
 85 ; 25 копеек ; 1855 ; СПБ HI  ; Ag ; VF+ ; 41 ; a11174 ; 1723 
 86 ; 25 копеек ; 1856 ; СПБ ФБ  ; Ag ; VF-XF ; 54 ; AAE2006 ; 1800 
 87 ; 25 копеек ; 1857 ; СПБ ФБ  ; Ag ; VF+ ; 29 ; rnv_64 ; 1864 
 88 ; 25 копеек ; 1858 ; СПБ ФБ  ; Ag ; VF-XF ; 61 ; rnv_64 ; 2128 
 89 ; 25 копеек ; 1877 ; СПБ НФ  ; Ag ; VF+ ; 67 ; АЦТЕК ; 2558 
 90 ; 25 копеек ; 1894 ; (АГ) АГ  ; Ag ; VF+ ; 38 ; Mmm ; 6572 
 91 ; 25 копеек ; 1895 ; АГ  ; Ag ; XF+ ; 43 ; wladimir1972 ; 7964 
 92 ; 25 копеек ; 1896 ; АГ  ; Ag ; VF-/VF+ ; 36 ; shuslik61 ; 1530 
 93 ; 20 копеек ; 1820 ; СПБ ПД  ; Ag ; VF- ; 18 ; a11174 ; 806 
 94 ; 20 копеек ; 1826 ; СПБ НГ  ; Ag ; VF ; 37 ; den_ff ; 1975 
 95 ; 20 копеек ; 1836 ; СПБ НГ  ; Ag ; VF ; 49 ; aleks-2007 ; 1587 
 96 ; 20 копеек ; 1838 ; СПБ НГ  ; Ag ; VF+ ; 28 ; a11174 ; 1593 
 97 ; 20 копеек ; 1850 ; СПБ ПА  ; Ag ; VF+ ; 23 ; max7421 ; 4080 
 98 ; 20 копеек ; 1856 ; СПБ ФБ  ; Ag ; VF+ ; 49 ; max7421 ; 2000 
 99 ; 20 копеек ; 1857 ; СПБ ФБ  ; Ag ; VF ; 61 ; BVA ; 900 
 100 ; 20 копеек ; 1861 ; СПБ ФБ  ; Ag ; AU/XF+ ; 51 ; tisa66 ; 826 
 1 ; 15 рублей (Ильин-25р) ; 1897 ; "(АГ) За обрез шеи заходит ""С ; Au ; VF-XF ; 10 ; MV ; 24990 
 2 ; 15 рублей ; 1897 ; "(АГ) За обрез шеи заходит ""О ; Au ; XF+ ; 25 ; vagvagvag ; 25489 
 3 ; 10 рублей ; 1898 ; (АГ) АГ  ; Au ; XF+/VF+ ; 14 ; a11174 ; 14109 
 4 ; 10 рублей ; 1899 ; (АГ) АГ  ; Au ; F-VF ; 34 ; сытый ; 9853 
 5 ; 10 рублей ; 1899 ; (ФЗ) АГ  ; Au ; XF+ ; 14 ; AAE2006 ; 12048 
 6 ; 5 рублей ; 1830 ; СПБ ПД  ; Au ; VF-/F-VF ; 23 ; федя ; 23436 
 7 ; 5 рублей ; 1849 ; СПБ АГ  ; Au ; VF-XF ; 24 ; yly123 ; 30000 
 8 ; 5 рублей ; 1887 ; (АГ) Борода длиннее  ; Au ; VF-XF ; 47 ; alexiy2 ; 35500 
 9 ; 5 рублей ; 1889 ; (АГ) Борода короче  ; Au ; VF-XF ; 51 ; нумизмат ; 26070 
 10 ; 5 рублей ; 1898 ; (АГ)  ; Au ; VF-XF ; 44 ; vitapool ; 6243 
 11 ; 5 рублей ; 1899 ; (ЭБ)  ; Au ; AU ; 17 ; Kolya-kms ; 11424 
 12 ; 5 рублей ; 1899 ; (ФЗ)  ; Au ; XF+ ; 92 ; Grisha7 ; 7140 
 13 ; 20 марок ; 1879 ; S Финляндия  ; Au ; AU ; 16 ; alexiy2 ; 17410 
 14 ; 20 марок ; 1912 ; S Финляндия  ; Au ; AU ; 30 ; alexiy2 ; 17426 
 15 ; 10 марок ; 1878 ; S Финляндия  ; Au ; AU ; 16 ; alexiy2 ; 19645 
 16 ; 10 марок ; 1882 ; S Финляндия  ; Au ; AU ; 5 ; alexiy2 ; 18919 
 17 ; Рубль (Петров-2р) ; 1725 ;  ; Ag ; VF- ; 91 ; lvl555 ; 12750 
 18 ; Рубль (Петров-2,25р) ; 1742 ; СПБ  ; Ag ; F-VF ; 51 ; федя ; 10200 
 19 ; Рубль (Петров-3р) ; 1754 ; ММД EI  ; Ag ; VF-/F-VF ; 86 ; aleks-2007 ; 14501 
 20 ; Рубль (Петров-2,5 р) ; 1769 ; СПБ СА TI  ; Ag ; VF+ ; 37 ; kirin ; 13466 
 21 ; Рубль (Петров-2,5р) ; 1772 ; СПБ ЯЧ TI  ; Ag ; VF ; 25 ; саша231 ; 8526 
 22 ; Рубль (Петров-2,5р) ; 1782 ; СПБ ИЗ  ; Ag ; VF ; 23 ; SPI ; 11971 
 23 ; Рубль (Петров-2,25р) ; 1799 ; СМ МБ  ; Ag ; VF ; 148 ; макс ; 15000 
 24 ; Рубль (Петров-2,25р). Убрана подвеска ; 1800 ; СМ ОМ  ; Ag ; F+ ; 32 ; федя ; 8037 
 25 ; Рубль (Петров-2,25р) ; 1803 ; СПБ АИ  ; Ag ; VF- ; 61 ; kapital ; 20400 
 26 ; Рубль ; 1815 ; СПБ МФ  ; Ag ; VF+ ; 55 ; a11174 ; 5526 
 27 ; Рубль (Петров-1,5р) ; 1817 ; СПБ ПС  ; Ag ; VF-XF ; 4 ; ВИТАЛИЙ ; 5307 
 28 ; Рубль. Перегравировка букв ; 1818 ; СПБ ПС  ; Ag ; VF+ ; 6 ; badiba-coin ; 5523 
 29 ; Рубль (Петров-1,75р) ; 1824 ; СПБ ПД  ; Ag ; VF+ ; 38 ; a11174 ; 5080 
 30 ; Рубль ; 1831 ; СПБ НГ  ; Ag ; VF+ ; 33 ; a11174 ; 5559 
 31 ; Рубль (Петров-1,5р) ; 1833 ; СПБ НГ  ; Ag ; VF- ; 98 ; Olimpia ; 4999 
 32 ; Рубль ; 1836 ; СПБ НГ  ; Ag ; VF+ ; 53 ; AGAT D ; 5463 
 33 ; Рубль ; 1842 ; СПБ АЧ  ; Ag ; VF-XF ; 44 ; turkmen ; 3872 
 34 ; Рубль ; 1844 ; СПБ КБ  ; Ag ; VF-XF ; 38 ; AAE2006 ; 6565 
 35 ; Рубль (Петров-1,5р) ; 1844 ; MW  ; Ag ; VF+ ; 86 ; den_ff ; 4692 
 36 ; Рубль ; 1844 ; MW  ; Ag ; VF-XF/VF+ ; 42 ; leo 2 ; 7669 
 37 ; Рубль ; 1846 ; СПБ ПА  ; Ag ; VF+ ; 66 ; rnv_64 ; 4049 
 38 ; Рубль (Петров-1,5р) ; 1877 ; СПБ HI  ; Ag ; VF-XF ; 77 ; Arsak ; 5347 
 39 ; Рубль (Петров-1,5р) ; 1878 ; СПБ НФ  ; Ag ; XF/VF-XF ; 21 ; AAE2006 ; 5406 
 40 ; Рубль ; 1891 ; (АГ)  ; Ag ; VF-XF ; 57 ; alex300 ; 15082 
 41 ; Рубль ; 1892 ; (АГ)  ; Ag ; F-VF ; 36 ; rnv_64 ; 2083 
 42 ; Рубль ; 1893 ; (АГ)  ; Ag ; VF- ; 41 ; rnv_64 ; 3087 
 43 ; Рубль ; 1896 ; (АГ) На коронацию Николая II  ; Ag ; VF-XF ; 18 ; тир ; 13260 
 44 ; Рубль ; 1898 ; (АГ)  ; Ag ; VF ; 46 ; hantas ; 956 
 45 ; Рубль ; 1901 ; (ФЗ)  ; Ag ; VF ; 80 ; marat-vojag ; 1058 
 46 ; Рубль. Ремонт ; 1906 ; (ЭБ)  ; Ag ; VF- ; 65 ; макс ; 18655 
 47 ; Рубль ; 1913 ; На 300-летие Дома Романовых  ; Ag ; XF+ ; 52 ; sdubov ; 5000 
 48 ; Рубль ; 1913 ; На 300-летие Дома Романовых  ; Ag ; AU ; 17 ; петров ; 5637 
 49 ; Рубль ; 1915 ; (ВС)  ; Ag ; VF-XF/XF- ; 42 ; Чичибан ; 16238 
 50 ; 3/4 рубля-5 злотых ; 1836 ; MW Рус.-Пол.  ; Ag ; VF+ ; 57 ; Гурий ; 3682 
