 1161 ; 200 рублей. М-31,1г ; 1994 ; ММД Сохраним наш мир. Соболя ; Au999 ; Proof ; 0 ; Участник № 44 ; 60000 
 1670 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 39 ; Dom Perignon ; 39 
 1671 ; 15 копеек ; 1927 ;  ; Ag ; AU ; 45 ; captainBlack ; 157 
 1672 ; 15 копеек ; 1927 ;  ; Ag ; AU ; 21 ; mic61 ; 157 
 1673 ; 15 копеек ; 1927 ;  ; Ag ; XF- ; 15 ; @@@ ; 71 
 1674 ; 15 копеек ; 1927 ;  ; Ag ; VF-XF ; 13 ; @@@ ; 72 
 1675 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 13 ; dimass70 ; 169 
 1676 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 21 ; !give me! ; 150 
 1677 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 35 ; evgen33 ; 92 
 1678 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 17 ; alexey_s ; 72 
 1679 ; 15 копеек ; 1929 ;  ; Ag ; XF ; 15 ; valsv ; 69 
 1680 ; 15 копеек ; 1929 ;  ; Ag ; VF+ ; 23 ; en_ssw ; 79 
 1681 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 52 ; ZOLTAN333 ; 179 
 1682 ; 15 копеек ; 1930 ;  ; Ag ; XF ; 37 ; mic61 ; 116 
 1683 ; 15 копеек ; 1930 ;  ; Ag ; F-VF ; 35 ; asternox ; 51 
 1684 ; 15 копеек ; 1930 ;  ; Ag ; F ; 21 ; valsv ; 27 
 1685 ; 10 копеек ; 1923 ;  ; Ag ; VF-XF ; 24 ; ddddd ; 60 
 1686 ; 10 копеек ; 1925 ;  ; Ag ; AU ; 48 ; captainBlack ; 153 
 1687 ; 10 копеек ; 1925 ;  ; Ag ; XF ; 24 ; mic61 ; 69 
 1588 ; 3 рубля ; 2007 ; Андрей Рублев. Историческая се ; Ag ; Proof ; 27 ; Igorek81 ; 2916 
 1589 ; 3 рубля. Олимпийские Игры в Пекине. М-31,1г ; 2008СПМД ;  ; Ag925 ; Proof ; 46 ; Сыч ; 2590 
 1590 ; 3 рубля. ЕврАзЭС. Москва ; 2008 ;  ; Ag925 ; Proof ; 144 ; Agava ; 2819 
 1591 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов ; Ag ; Proof ; 56 ; sveta6369 ; 408 
 1592 ; 2 рубля ; 1994 ; ММД Ф.Ф.Ушаков ; Ag ; Proof ; 56 ; sveta6369 ; 658 
 1593 ; 2 рубля ; 1995 ; ЛМД Парад Победы (флаги), на а ; Ag ; Proof ; 23 ; sveta6369 ; 422 
 1594 ; 2 рубля ; 2001 ; ММД В.И.Даль - 200 лет ; Ag ; Proof ; 11 ; Jet_Dee ; 1092 
 1595 ; 2 рубля ; 2004 ; ММД 100 лет со дня рождения В. ; Ag ; Proof ; 34 ; Agava ; 1445 
 1596 ; 1 рубль ; 1997 ; ЛМД Красная книга. Джейран. ; Ag ; Proof ; 43 ; Agava ; 1152 
 1597 ; 1 рубль ; 1998 ; СПМД Красная книга. Гусь-белош ; Ag ; Proof ; 8 ; Agava ; 1170 
 1598 ; 1 рубль. Чистка ; 1999 ; СПМД Красная книга. Даурский е ; Ag ; Proof ; 4 ; Rober ; 459 
 1599 ; 1 рубль ; 2001 ; СПМД Красная книга. Западносиб ; Ag ; Proof ; 28 ; Graphic ; 1124 
 1600 ; 1 рубль ; 2002 ; СПМД Красная книга. Амурский г ; Ag ; Proof ; 33 ; Agava ; 1151 
 1601 ; 1 рубль ; 2002 ; СПМД Красная книга. Беркут ; Ag ; Proof ; 49 ; Agava ; 1904 
 1602 ; 1 рубль ; 2004 ; Красная книга. Дрофа ; Ag ; Proof ; 15 ; gorfil ; 1155 
 1603 ; 1 рубль ; 2004 ; Красная книга. Камышовая жаба ; Ag ; Proof ; 20 ; Agava ; 1121 
 1604 ; 1 рубль ; 2005 ; СПМД Красная книга. Красный Во ; Ag ; Proof ; 36 ; solder13 ; 1150 
 1605 ; 1 рубль ; 2005 ; СПМД Красная книга. Волховский ; Ag ; Proof ; 10 ; Agava ; 1148 
 1606 ; 1 рубль ; 2006 ; Красная книга. Сухонос (гусь) ; Ag ; Proof ; 20 ; Agava ; 1134 
 1607 ; 1 рубль ; 2006 ; СПМД Вооруженные силы РФ. ВДВ. ; Ag ; Proof ; 17 ; sergunya ; 641 
 1608 ; 1 рубль. Кольчатая нерпа ; 2007СПМД ;  ; Ag925 ; Proof ; 11 ; Agava ; 756 
 1609 ; Рубль ; 1921 ; (АГ) ; Ag ; VF-XF ; 44 ; astronom ; 1658 
 1610 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 4 ; fain ; 1563 
 1611 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 6 ; !give me! ; 1595 
 1612 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 6 ; gjyd ; 1595 
 1613 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF/AU ; 70 ; nybyk ; 1166 
 1614 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 116 ; Империя ; 933 
 1615 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF- ; 28 ; juchok_93rus ; 765 
 1616 ; 50 копеек ; 1921 ; (АГ) ; Ag ; AU ; 35 ; dimass70 ; 505 
 1617 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF-XF ; 52 ; Rober ; 332 
 1618 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 95 ; Tche ; 419 
 1619 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 72 ; !give me! ; 907 
 1620 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF+ ; 11 ; джон007 ; 245 
 1621 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF+ ; 31 ; Grafin ; 333 
 1622 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 6 ; lorens ; 239 
 1623 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 14 ; джон007 ; 225 
 1624 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 53 ; Zaratus ; 234 
 1625 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF ; 55 ; dimass70 ; 240 
 1626 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF- ; 42 ; Юджин ; 229 
 1627 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 18 ; AlexFil ; 334 
 1628 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 58 ; Teremok ; 258 
 1629 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 36 ; Grafin ; 240 
 1630 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 8 ; apostol ; 200 
 1631 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF- ; 67 ; Zaratus ; 229 
 1632 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF- ; 20 ; apostol ; 184 
 1633 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; F-VF ; 60 ; Zaratus ; 229 
 1634 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 53 ; Bur11 ; 354 
 1635 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF- ; 14 ; Ю42 ; 219 
 1636 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 21 ; Al0851 ; 229 
 1637 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 37 ; Юджин ; 235 
 1538 ; 3 рубля ; 2006 ; 150-летие Государственной Трет ; Ag900,Au90 ; Proof ; 5 ; Agava ; 5723 
 1539 ; 100 рублей ; 1996 ; ММД Линейный корабль "Полтава" ; Ag ; proof ; 49 ; 11111 ; 55080 
 1540 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимп ; Ag ; Proof ; 20 ; k212 ; 809 
 1541 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; Proof ; 13 ; k212 ; 776 
 1542 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII  ; Ag ; Proof ; 13 ; alskr ; 867 
 1543 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимп ; Ag ; AU ; 16 ; k212 ; 826 
 1544 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках. ; Ag ; AU ; 17 ; sintul ; 921 
 1545 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; Proof ; 32 ; k212 ; 521 
 1546 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; Proof ; 14 ; nivas ; 521 
 1547 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; AU ; 11 ; k212 ; 516 
 1548 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; AU ; 21 ; Rober ; 459 
 1549 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 21 ; Rober ; 516 
 1550 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; Proof ; 37 ; zev ; 467 
 1551 ; 3 рубля ; 1989 ; ММД Московский Кремль ; Ag ; Proof ; 84 ; Винни Пух ; 1758 
 1552 ; 3 рубля ; 1993 ; ЛМД Собор Покрова на Рву ; Ag ; Proof ; 53 ; Винни Пух ; 2300 
 1553 ; 3 рубля ; 1994 ; ЛМД Рязанский Кремль ; Ag ; Proof ; 17 ; 2372 ; 1561 
 1554 ; 3 рубля ; 1994 ; ЛМД Смольный институт в С-Пб ; Ag ; Proof ; 10 ; sergunya ; 1659 
 1555 ; 3 рубля ; 1995 ; ЛМД Кижи ; Ag ; Proof ; 52 ; ceo ; 1996 
 1556 ; 3 рубля ; 1995 ; ММД Белгород ; Ag ; Proof ; 42 ; yrik ; 1438 
 1557 ; 3 рубля ; 1995 ; ЛМД Новгородский Кремль ; Ag ; Proof ; 62 ; 439 ; 1884 
 1558 ; 3 рубля ; 1995 ; ММД Смоленский Кремль ; Ag ; Proof ; 56 ; ryber ; 1654 
 1559 ; 3 рубля ; 1995 ; ЛМД "Сохраним наш мир". Соболь ; Ag ; AU ; 6 ; george ; 681 
 1560 ; 3 рубля ; 1996 ; ММД Церковь Ильи Пророка в Яро ; Ag ; Proof ; 38 ; Agava ; 1716 
 1561 ; 3 рубля ; 1996 ; ЛМД Картина "Троица" Рублева ; Ag ; Proof ; 82 ; Agava ; 4692 
 1562 ; 3 рубля ; 1996 ; ЛМД "Сохраним наш мир". Амурск ; Ag ; Proof ; 51 ; АЦТЕК ; 3882 
 1563 ; 3 рубля ; 1996 ; ЛМД Тобольский Кремль ; Ag ; Proof ; 70 ; Антон-15 ; 2531 
 1564 ; 3 рубля ; 1997 ; ММД 850 лет Москве. Древние зо ; Ag ; Proof ; 66 ; dali ; 1840 
 1565 ; 3 рубля ; 1997 ; ММД Соловецкий монастырь ; Ag ; Proof ; 51 ; Agava ; 5102 
 1566 ; 3 рубля ; 1997 ; ММД Корен.Рожд.-Бог.пуст.в Кур ; Ag ; Proof ; 30 ; Agava ; 4975 
 1567 ; 3 рубля ; 1997 ; ММД "Сохраним наш мир".Бел.мед ; Ag ; Proof ; 49 ; gorfil ; 2126 
 1568 ; 3 рубля ; 1998 ; СПМД Русский музей. Русский Сц ; Ag ; Proof ; 9 ; Agava ; 1427 
 1569 ; 3 рубля ; 1998 ; СПМД Русский музей. Ангел с зо ; Ag ; Proof ; 192 ; Agava ; 5671 
 1570 ; 3 рубля ; 1998 ; СПМД Русский музей. Денис Давы ; Ag ; Proof ; 54 ; ceo ; 1976 
 1571 ; 3 рубля ; 1999 ; ММД Российская Академия наук ( ; Ag ; Proof ; 12 ; Agava ; 14733 
 1572 ; 3 рубля ; 1999 ; СПМД Юрьев монаст.в Новгороде  ; Ag ; Proof ; 53 ; Agava ; 5100 
 1573 ; 3 рубля ; 1999 ; ММД Дворец усадьба в Кусково,  ; Ag ; Proof ; 90 ; Graphic ; 2767 
 1574 ; 3 рубля ; 2000 ; ММД "Сохраним наш мир". Снежны ; Ag ; Proof ; 30 ; Agava ; 8695 
 1575 ; 3 рубля ; 2000 ; ММД XXVII Олимпийские игры. Си ; Ag ; Proof ; 11 ; Igorek81 ; 6050 
 1576 ; 3 рубля ; 2000 ; ММД Николо-Угрешский монастырь ; Ag ; Proof ; 25 ; Agava ; 5358 
 1577 ; 3 рубля ; 2000 ; СПМД 55 лет Победы ; Ag ; Proof ; 16 ; Agava ; 5106 
 1578 ; 3 рубля ; 2002 ; СПМД Церковь Бориса и Глеба, К ; Ag ; Proof ; 28 ; Agava ; 2772 
 1579 ; 3 рубля ; 2002 ; СПМД Дионисий ; Ag ; Proof ; 45 ; ceo ; 4519 
 1580 ; 3 рубля ; 2002 ; СПМД Свято-Иоанновский монасты ; Ag ; Proof ; 64 ; gorfil ; 9129 
 1581 ; 3 рубля ; 2002 ; СПМД Валдайско-Иверский монаст ; Ag ; Proof ; 33 ; Agava ; 4418 
 1582 ; 3 рубля ; 2003 ; ММД Свято-Данилов монастырь (М ; Ag ; Proof ; 35 ; Igorek81 ; 3399 
 1583 ; 3 рубля ; 2004 ; ММД Богоявленский собор ; Ag ; Proof ; 21 ; ceo ; 3583 
 1584 ; 3 рубля ; 2004 ; ММД Томск ; Ag ; Proof ; 36 ; gorfil ; 3053 
 1585 ; 3 рубля ; 2004 ; СПМД Церковь Знамения Богороди ; Ag ; Proof ; 45 ; Agava ; 5440 
 1586 ; 3 рубля ; 2005 ; ММД 60 лет Победы в ВОВ ; Ag ; Proof ; 42 ; george ; 1417 
 1587 ; 3 рубля ; 2005 ; СПМД Раифский Богородицкий мон ; Ag ; Proof ; 40 ; george ; 1867 
 1451 ; Медаль. Франция ; 19 век ;  ; Br ; XF+ ; 46 ; Lena6975 ; 266 
 1452 ; Жетон. Людовик VII - король Франциия. Франция ; 19 век ;  ; Br ; XF- ; 7 ; Lena6975 ; 306 
 1453 ; Жетон. Людовик XIII. Франция ; 19 век ;  ; Br ; VF-XF ; 7 ; Lena6975 ; 306 
 1454 ; Жетон. Фарамонд - король франциии. Франция ; 19 век ;  ; Br ; VF-XF ; 7 ; Lena6975 ; 306 
 1455 ; Жетон. Хлодвиг III - король Франции. Франция ; 19 век ;  ; Br ; XF- ; 7 ; Lena6975 ; 306 
 1456 ; Жетон. Франция ; 19 век ;  ; Br ; VF-XF ; 4 ; volkav ; 150 
 1457 ; Медаль. Школа дизайна в Париже. Франция, 3-я республика ; 1883 ;  ; Br ; VF-XF ; 24 ; анна ; 725 
 1458 ; Медаль. Епископ Иоанн Боско. Ватикан. В футляре ; 1929 ;  ; Ag ; AU ; 43 ; vlad-rom ; 1989 
 1459 ; Медаль на коронацию. Ватикан, Иоанн Павел I (1978). В футляре ; 1978 ;  ; Ag ; AU ; 28 ; vlad-rom ; 1734 
 1460 ; Плакетка работы медальера P. de Soete. Бельгия. Уникальный авторский экземпляр ; 1931 ;  ; Br ; AU ; 45 ; volkav ; 1400 
 1461 ; Медаль. Профсоюзный мировой конгресс. Прага ; 1978 ;  ; Ж/м ; AU ; 9 ; блин ; 84 
 1462 ; Медаль. Карл Маркс ;  ;  ; Б/м ; XF- ; 17 ; vlad-rom ; 129 
 1463 ; Лот значков "Корабли": 5шт ;  ;  ; Al ; XF- ; 7 ; koga ; 36 
 1464 ; Лот значков "ОАО "Свет": 2шт ;  ;  ; Al ; XF ; 13 ; Григорий ; 36 
 1465 ; Лот значков (2шт): XIII Менделеевский съезд ; 1984ЛМД ;  ; Ж/м ; XF/AU ; 28 ; кашира ; 100 
 1466 ; Лот значков: Аэрофлот (4шт) ; ЛМД ;  ; Al ; AU ; 44 ; кашира ; 150 
 1467 ; Лот значков (15шт): города ; ММД ;  ; Al ; AU ; 46 ; кашира ; 320 
 1468 ; Лот значков (16шт): 60 лет СССР ; ММД ;  ; Al ; AU ; 19 ; клок ; 161 
 1469 ; Лот значков: Таллинн,Рига (12шт) ;  ;  ; Жм/,Б/м ; XF-/AU ; 68 ; molodes ; 529 
 1470 ; Лот значков (10шт): города ; ММД ;  ; Al ; AU ; 24 ; кашира ; 327 
 1506 ; Знак. Участник VII международного конкурса им. Чайковского ; 1982ЛМД ;  ; Ж/м ; AU ; 24 ; Григорий ; 36 
 1507 ; Знак. Участник VII международного конкурса им. Чайковского ; 1982ЛМД ;  ; Ж/м ; AU ; 10 ; Григорий ; 26 
 1508 ; Знак. Концертмейстер IV международного конкурса артистов балета ; 1981ЛМД ;  ; Ж/м ; AU ; 26 ; Григорий ; 45 
 1509 ; Знак. ОСВОД РСФСР ;  ;  ; Al ; XF+ ; 35 ; кашира ; 35 
 1510 ; Знак. СССР АН-30 ;  ;  ; Al ; AU ; 31 ; кашира ; 31 
 1511 ; Знак. ОСВОД РСФСР. Юный осводовец ;  ;  ; Al ; XF+ ; 31 ; кашира ; 31 
 1512 ; Знак. Готов к гражданской обороне СССР ;  ;  ; Al ; XF+ ; 12 ; VR62 ; 40 
 1513 ; Знак. Ударник 10-й пятилетки СССР ;  ;  ; Al ; XF+ ; 58 ; кашира ; 341 
 1514 ; Знак "Юный судья по спорту" ;  ;  ; Al ; XF+ ; 2 ; kraizer ; 33 
 1515 ; Знак. Корабль "Молния" ;  ;  ; Al ; AU ; 77 ; кашира ; 299 
 1516 ; Знак. Корабль "Зарница" ;  ;  ; Al ; AU ; 50 ; 439 ; 300 
 1517 ; Знак. Эсминец "Сообразительный" ;  ;  ; Al ; XF ; 53 ; кашира ; 290 
 1518 ; Знак. Корабль "Адмирал Нахимов" ;  ;  ; Al ; AU ; 56 ; 439 ; 294 
 1519 ; Знак. Общественный контролер за техническим состоянием автомобилей. РСФСР. №12258 ; ЛМД ;  ; Ж/м,эмаль ; AU ; 86 ; v2v2 ; 3314 
 1520 ; Знак. Отличник здравоохранения. №35915 ;  ;  ; Ж/м,эмаль ; XF ; 84 ; v2v2 ; 2645 
 1521 ; Знак. ГТО 1 ступени. Арт. Труд-Гравер Д107344 ;  ;  ; Б/м,эмаль ; XF ; 70 ; СВл ; 1416 
 1522 ; Знак. Почетный автотранспортник. РСФСР №5529 ; ММД ;  ; Ж/м,эмаль ; AU ; 62 ; Parkevich ; 1254 
 1523 ; Знак. Ударник соц. соревнования. В-4 года ;  ;  ; Ж/м,эмаль ; F ; 32 ; korovan67 ; 522 
 1524 ; Знак. 175 лет ВМА им. С.М.Кирова ; ЛМД ;  ; Al ; XF ; 93 ; Синоптик ; 328 
 1525 ; Знак. Атомоход "Ленин" ;  ;  ; Al ; VF-XF ; 22 ; кашира ; 102 
 1526 ; Знак. Шота Руставели ;  ;  ; Al ; XF- ; 10 ; кашира ; 204 
 1527 ; Знак. Морфлот СССР. Туркмения ;  ;  ; Al ; XF- ; 7 ; егерь ; 16 
 1528 ; Знак. 250 лет Петербургу ;  ;  ; Ж/м,эмаль ; XF ; 24 ; vinter ; 93 
 1529 ; Знак. Морфлот СССР. Россия ;  ;  ; Al ; VF-XF ; 10 ; кашира ; 51 
 1530 ; Жетон. Российская палата предпринимателей. Упаковка ; 1992 ;  ; Ж/м ; AU ; 6 ; Man 11 ; 61 
 1533 ; Один червонец. М-8,6г ; 1975 ;  ; Au ; AU ; 12 ; Синоптик ; 10000 
 1534 ; Один червонец. М-8,68г ; 1976 ;  ; Au ; AU ; 15 ; Demon130469 ; 10200 
 1535 ; Один червонец. М-8,6г ; 1978 ; ММД ; Au ; AU ; 8 ; Синоптик ; 9996 
 1536 ; Один червонец. М-8,65Г ; 1980 ; ММД ; Au ; AU ; 9 ; yokohama-serega ; 10200 
 1537 ; 100 рублей. Сохраним наш мир "Амурский тигр". М-15,55г ; 1996ЛМД ;  ; Au999 ; proof ; 43 ; АЦТЕК ; 72888 
 1401 ; Памятная медаль стрелкового фестиваля в г. Локле. Швейцария. М-39,1 гр. ; 1892 ;  ; Ag ; AU ; 37 ; vlad-rom ; 4850 
 1402 ; Наградная медаль стрелкового союза Швейцарии. Швейцария. М-52,40гр ; 1895 ;  ; Ag ; XF+ ; 53 ; vlad-rom ; 5888 
 1403 ; Наградная медаль за соревнования по стрельбе. Г. Майну, Германия. М-40гр. ; 1894 ;  ; Ag ; AU ; 95 ; vlad-rom ; 5058 
 1404 ; Медаль стрелкового фестиваля. Швейцария ;  ;  ; Ag ; F-VF ; 77 ; кузин ; 323 
 1405 ; Призовая медаль. Швеция ; 1924 ;  ; Ag ; XF- ; 25 ; не надо ля-ля ; 939 
 1406 ; Медаль. За успехи в учёбе. Германия ; 1811 ;  ; Ag ; AU ; 50 ; клок ; 3000 
 1407 ; Медаль. На бракосочетание ; конец19 нач 20 века ;  ; Ag ; VF+ ; 35 ; кузин ; 891 
 1408 ; Медаль. 50 лет Крейцерового союза. Австрия, Франц Иосиф I ; 1897 ;  ; Ag ; AU ; 36 ; не надо ля-ля ; 1836 
 1409 ; Медаль. Карл Штейн. Германия ; 1957 ;  ; Ag1000 ; VF-XF ; 38 ; ХАХА ; 816 
 1410 ; Медаль иностранная ;  ;  ; Ж/м ; XF+ ; 41 ; блин ; 153 
 1411 ; Медаль в честь рейхпрезидента Веймарской республики Фридриха Эберта. Германия. 1919-1945 ;  ;  ; Ag ; XF+ ; 43 ; Nico ; 1523 
 1412 ; Медаль в память событий I Мировой войны 1914-1915гг. Германия ;  ;  ; Ag ; XF/AU ; 60 ; Nico ; 2375 
 1413 ; Монетовидный жетон в честь  Бенито Муссолини. Италия ;  ;  ; Ag ; AU ; 32 ; stur ; 1037 
 1414 ; Памятная медаль в честь 100 летия В. Гёте. Германия. 1832-1932 ;  ;  ; Ag ; AU ; 60 ; МЮВ ; 1496 
 1415 ; Памятная медаль в честь преобразования академии Лозанны в университет Лозанны. Швейцария ; 1891 ;  ; Br ; VF- ; 9 ; slav_1962 ; 204 
 1416 ; Медаль. Вольфганг Амадей  Моцарт. Германия ; 1931 ;  ; Br ; AU ; 11 ; ilshatgs ; 347 
 1417 ; Медаль. 57-й ежегодный турнир на стадионе "Роуз Боул" в городе Пасадина (штат Калифорния, США) ; 1972 ;  ; Б/м ; AU ; 17 ; apostol ; 53 
 1418 ; Медаль. Дрезден. ГДР ; 1982 ;  ; Б/м ; AU ; 9 ; Микола ; 57 
 1419 ; Медаль. Церковь Св. Томаса в Лейпциге. ГДР ;  ;  ; Б/м ; AU ; 9 ; Микола ; 57 
 1420 ; Жетон. Александр II император России и Карл I король Румынии ;  ;  ; Br ; F+ ; 3 ; блин ; 306 
