 3283 ; Бона иностранная ;  ;  ;  ;  ; 33 ; jj ; 34 
 1167 ; Знак. VI Всесоюзная спартакиада ; 1960 ;  ; Ж/м, эмаль ; VF+ ; 21 ; RAPAN ; 201 
 1168 ; Знак. Отличник ГТО II степени ;  ;  ; Ж/м, эмаль ; VF-XF ; 5 ; Sezon ; 51 
 1169 ; Знак. Спартакида народов СССР ; 1956 ;  ; Б/м ; VF+ ; 9 ; zmv1981 ; 102 
 1170 ; Знак. НТО СССР ;  ;  ; Ж/м, эмаль ; VF+ ; 12 ; AAE2006 ; 81 
 1171 ; Знак. Будь готов к санитарной обороне СССР ;  ;  ; Ж/м, эмаль ; VF+ ; 39 ; xabib ; 353 
 1172 ; Знак. Фестиваль  молодежи. Киев ; 1956 ;  ; Ж/м, эмаль ; VF+ ; 4 ; RAPAN ; 153 
 1173 ; Знак. Спартакиада ; 1961 ;  ; Ж/м, эмаль ; VF+ ; 3 ; RAPAN ; 82 
 1174 ; Знак. Всесоюзная спартакиада ; 1955 ;  ; Ж/м, эмаль ; VF+ ; 54 ; RAPAN ; 153 
 1175 ; Знак. I Зимние студенческие игры ; 1959 ;  ; Ж/м, эмаль ; VF+ ; 54 ; zmv1981 ; 239 
 1176 ; Знак. II летние студенческие игры ; 1960 ;  ; Ж/м, эмаль ; VF+ ; 4 ; zmv1981 ; 128 
 1177 ; Знак. Фестиваль молодежи СССР ; 1957 ;  ; Ж/м, эмаль ; VF-XF ; 2 ; obob999 ; 3 
 1178 ; Знак. Общество Локомотив I место. Велосипед ;  ;  ; Ж/м, эмаль ; VF-XF ; 46 ; korovan67 ; 286 
 1079 ; Лот средневековых монет. Караханиды ;  ;  ; Ag ; F-VF ; 65 ; gelind ; 255 
 1080 ; Лот средневековых монет. Караханиды ;  ;  ; Ag ; F-VF ; 43 ; gelind ; 206 
 1081 ; "Медаль ""В память Крымской войны""" ; 1853-1856гг ;  ; Ж/м ; VF- ; 43 ; von_Schwarz ; 850 
 1082 ; "Жетон ""В память всероссийской выставки в Москве""" ; 1882 ;  ; Br ; VF- ; 69 ; von_Schwarz ; 407 
 1083 ; Жетон. Выставка в Париже. Г. Пето с пломбой ; 1905 ;  ; Br ; AU ; 62 ; 67 ; 634 
 1084 ; Медаль за успехи в народном хозяйстве СССР ;  ;  ; Б/м ; VF+ ; 8 ; димитрий ; 521 
 1085 ; Знак. Участник выставки достижений народного хозяйства СССР. Лауреат ВДНХ ;  ;  ; Б/м ; XF+ ; 3 ; AAE2006 ; 255 
 1086 ; "Настольная медаль ""Гербы городов, губерний, областей и посадов"". Большой государственный герб Российской Империи" ;  ;  ; Cu/Ni ; Proof ; 35 ; region23 ; 675 
 1087 ; Медаль ордена меча Швеция (в коробке) ; 20в ;  ; Ag ; XF ; 37 ; Георг ; 1697 
 1088 ; "Медаль ""За заслуги"" в шведской Лотта-Свярд для женщин-военнослужащих (в коробке). Швеция" ; до 1972 г. ;  ; Ag ; XF ; 10 ; vitapool ; 693 
 1089 ; Крест за вспомогательную службу на войне. Пруссия ;  ;  ; Zn ; VF+ ; 6 ; lsp25 ; 1586 
 1090 ; "Орден ""Золотого коршуна"" 7ст. Япония" ; к.19-н.20вв ;  ; Ag ; XF ; 41 ; dusik311 ; 7283 
 1091 ; Медаль на коронацию имп.Ёсихито Япония ; 1915 ;  ; Ag ; VF-XF ; 52 ; AAE2006 ; 2791 
 1092 ; Медаль на коронацию имп.Хирохито Япония ; 1928 ;  ; Ag? ; VF+ ; 44 ; AAE2006 ; 2581 
 1093 ; Медаль за первую национальную перепись населения Япония ; 1920 ;  ; Br ; XF ; 32 ; AAE2006 ; 1892 
 1094 ; Медаль за военную службу Китайский инцидент Япония ; 1937-1945гг ;  ; Br ; VF-XF ; 19 ; AAE2006 ; 2112 
 1095 ; Медаль за русско-японскую войну 1904-1905гг Япония ; 1907 ;  ; Br ; XF ; 96 ; kaas ; 3060 
 1096 ; Медаль красного креста Япония ; 1888 ;  ; Br ; VF+ ; 54 ; olo3olo3 ; 1891 
 1097 ; Медаль за зимнюю войну 1939-1940гг Финляндия ; 1939-1940 ;  ; БМ ; VF-XF ; 49 ; rnv_64 ; 985 
 1098 ; Медаль за войну 1870-1871гг Германия ; 20в ;  ; БМ ; VF+ ; 47 ; skir ; 765 
 1099 ; Медаль Гражданская война в Испании 1936-1938 гг. Медаль комбатанта-франкиста ;  ;  ; Br ; XF+ ; 123 ; Mogol57 ; 3500 
 1100 ; Военный крест. Бельгия ; н.20в ;  ; Ag? ; XF ; 51 ; KVit68 ; 4318 
 1101 ; "Медаль ""Крестовый поход против коммунизма"". Румыния" ; 1941 ;  ; Br ; VF ; 25 ; ферт ; 1384 
 1102 ; "Медаль ""За отличную службу"" для женщин-военнослужащих. Швеция" ; до 1972 г. ;  ; Ag ; XF+ ; 81 ; vitapool ; 1143 
 1103 ; "Медаль ""Свобода"" II класса. Финляндия" ; 1941 ;  ; Ж/м ; VF-XF ; 21 ; Mike! ; 500 
 1104 ; Военная медаль. Германия ; 1864 ;  ; Ж/м ; VF ; 14 ; Георг ; 867 
 1105 ; Медаль. Финляндия ;  ;  ; Ag ; XF ; 32 ; kaas ; 1285 
 1106 ; Ветеранская медаль с планкой 25 лет. Финляндия 2 МВ ;  ;  ; Ж/м ; AU ; 39 ; koponen ; 700 
 1107 ; Медаль. Финляндия 2 МВ 1941-1945 ;  ;  ; Br ; XF ; 29 ; veektor ; 528 
 1108 ; Памятная медаль Лотта-Свярд. Финляндия ; 20 век ;  ; Б/м ; AU ; 76 ; KVit68 ; 3051 
 1109 ; Медаль на смерть кайзера Фридриха. Пруссия ; 1888 ;  ; Б/м ; VF ; 28 ; foma71 ; 455 
 1110 ; Медаль. В память 100-летия Кайзера Вильгельма II. Пруссия ; 1897 ;  ; Br ; VF+ ; 38 ; lsp25 ; 948 
 1111 ; "Общевойсковая медаль ""За отличие"" (степень ""в бронзе"") для ВВС. Швеция" ; до 1972 г. ;  ; Br ; XF ; 71 ; dusik311 ; 653 
 1112 ; Памятная медаль I МВ. Венгрия ; 1918 ;  ; Б/м ; VF-XF ; 25 ; lsp25 ; 727 
 1113 ; Железный крест II класса. Пруссия (клеймо на кольце КО) ; 1914 ;  ; Fe, серебр ; XF- ; 11 ; vitapool ; 2346 
 1114 ; "Знак за ранение ""черный"" Германия" ; 1МВ ;  ; БМ ; VF+ ; 110 ; Конрос бид 32 ; 808 
 1115 ; "Знак за ранение ""черный"" Германия" ; 1МВ ;  ; БМ ; VF ; 98 ; von_Schwarz ; 726 
 1116 ; Имперский молодежный спортивный знак для юношей. Германия ; 1930 ;  ; Б/м ; VF-XF ; 10 ; VEU3 ; 754 
 1117 ; Знак за Швецию N=124581 Швеция ; 20в ;  ; Br ; XF ; 68 ; Alexei ; 87 
 1118 ; Знак за Швецию N=16766 Швеция ; 20в ;  ; Br ; XF ; 55 ; foma71 ; 114 
 1119 ; Знак Швеция ; 20в ;  ; Br ; XF ; 54 ; Alexei ; 92 
 1120 ; Значек Швеция ; 20в ;  ; БМ ; XF ; 29 ; Alexei ; 59 
 1121 ; Знак 8 съезд географического общества Швейцария ; 1938 ;  ; БМ ; XF ; 8 ; RAPAN ; 102 
 1122 ; Значек красного креста, серебро, эмаль ; 20в ;  ; Ag ; XF ; 75 ; RAPAN ; 353 
 1123 ; Значек Швеция ; 20в ;  ; ЖМ ; XF ; 7 ; veektor ; 60 
 1124 ; Значек Швеция ; 20в ;  ; ЖМ ; XF ; 22 ; Sezon ; 38 
 1125 ; Значек Швеция ; 20в ;  ; ЖМ ; XF ; 23 ; obob999 ; 56 
 1126 ; Плакета. Аргентина. В память президента Карлоса Пеллегрини ; 1906 ;  ; Br в Ag ; VF-XF ; 27 ; foma71 ; 793 
 1127 ; Плакета. Аргентина. В память президента Доминго Фаустина Сермиенто ; 1911 ;  ; Br в Ag ; VF-XF ; 5 ; S1952 ; 426 
 1128 ; Медаль. Ватикан. Сувенир на коронацию. Лев XIII (1878-1903) ; 1878 ;  ; Ag ; VF- ; 11 ; rnv_64 ; 720 
 1029 ; Солид. Рига. Кристина ; 1653 ;  ; Ag ; VF- ; 33 ; Михалыч ; 101 
 1030 ; Солид. Рига. Густав Адольф ; 17в ;  ; Ag ; F+ ; 50 ; dnm ; 61 
 1031 ; Солид. Рига. Кристина ; 1641 ;  ; Ag ; F-VF ; 27 ; xabib ; 51 
 1032 ; Солид. Рига. Густав Адольф ; 17в ;  ; Ag ; F-VF ; 36 ; ADD ; 70 
 1033 ; Солид. Рига. Кристина ; 1648 ;  ; Ag ; F-VF ; 47 ; Михалыч ; 59 
 1034 ; Солид. Рига. Кристина ; 1644 ;  ; Ag ; VF- ; 27 ; Niks ; 72 
 1035 ; 1 пфенниг. Нижняя Бавария. Стефан II ; 1347-1375гг ;  ; Ag ; VF- ; 89 ; Peugene ; 625 
 1036 ; 1 пфенниг. Бавария. Мюнхен. Эрнст I ; 1397-1438гг ;  ; Ag ; VF- ; 93 ; Peugene ; 570 
 1037 ; 1 пфенниг. Вена. Альбрехт V. Отверстие ; 1411-1439гг ;  ; Ag ; F-VF ; 31 ; Peugene ; 255 
 1038 ; 1 пфенниг. Вена. Альбрехт V ; 1411-1439гг ;  ; Ag ; VF- ; 54 ; ЧАС ; 394 
 1039 ; Дирхем. Караханиды. Арслан хан Мансур б. Али ; 408 ;  ; Ag ; VF ; 63 ; нумизмат ; 528 
 1040 ; Дирхем. Караханиды. Арслан хан Мансур б. Али ; 408 ;  ; Ag ; VF- ; 38 ; smel ; 373 
 1041 ; Дирхем. Караханиды. Арслан хан Мансур б. Али ; 408 ;  ; Ag ; VF- ; 38 ; Навруз ; 255 
 1042 ; Дирхем. Караханиды. Арслан хан Мансур б. Али ; 408 ;  ; Ag ; VF ; 99 ; s-key ; 497 
 1043 ; Дирхем. Караханиды. Арслан хан Мансур б. Али г. Шаш ; 409 ;  ; Ag ; VF- ; 49 ; s-key ; 724 
 1044 ; Дирхем. Караханиды. Насир ар-Хан. Г. Ходженд ; 406 ;  ; Ag ; VF- ; 15 ; кузин ; 520 
 1045 ; Дирхем. Караханиды. Насир ар-Хан. Г. Ходженд ; 406 ;  ; Ag ; F-VF ; 75 ; oks ; 238 
 1046 ; Дирхем. Караханиды. Насир ар-Хан. Г. Ходженд ; 406 ;  ; Ag ; F-VF ; 59 ; oks ; 186 
 1047 ; Дирхем. Караханиды. Насир ар-Хан. Г. Ходженд ; 406 ;  ; Ag ; VF- ; 60 ; oks ; 230 
 1048 ; Дирхем. Караханиды. Насир ар-Хан. Г. Ходженд ; 406 ;  ; Ag ; VF- ; 52 ; s-key ; 204 
 1049 ; Дирхем. Аббасиды. Харум ар-Рашид ;  ;  ; Ag ; VF- ; 60 ; eugraphus ; 612 
 1050 ; Дирхем. Аббасиды. Харум ар-Рашид ;  ;  ; Ag ; VF- ; 3 ; кузин ; 315 
 1051 ; Дирхем. Аббасиды. Харум ар-Рашид ;  ;  ; Ag ; VF- ; 36 ; klad120 ; 139 
 1052 ; Дирхем. Аббасиды. Харум ар-Рашид ;  ;  ; Ag ; VF- ; 80 ; smel ; 243 
 1053 ; Дирхем. Аббасиды. Харум ар-Рашид ;  ;  ; Ag ; VF- ; 61 ; oks ; 216 
 1054 ; Дирхем. Аббасиды. Харум ар-Рашид ;  ;  ; Ag ; VF- ; 11 ; кузин ; 324 
 1055 ; Дирхем. Аббасиды. Харум ар-Рашид. Заделано отверстие ;  ;  ; Ag ; F-VF ; 26 ; oks ; 224 
 1056 ; Дирхем. Аббасиды. Харум ар-Рашид ;  ;  ; Ag ; F-VF ; 59 ; oks ; 126 
 1057 ; Дирхем. Аббасиды. Харум ар-Рашид ;  ;  ; Ag ; VF- ; 44 ; Sergey Pich ; 714 
 1058 ; Дирхем. Аббасиды. Харум ар-Рашид ;  ;  ; Ag ; VF- ; 19 ; кузин ; 473 
 1059 ; Дирхем. Аббасиды. Харум ар-Рашид ;  ;  ; Ag ; F-VF ; 33 ; oks ; 126 
 1060 ; Дирхем. Аббасиды. Харум ар-Рашид ;  ;  ; Ag ; F-VF ; 33 ; gelind ; 266 
 1061 ; Дирхем. Аббасиды. Харум ар-Рашид ;  ;  ; Ag ; VF- ; 40 ; нумизмат ; 720 
 1062 ; Дирхем. Аббасиды. Харум ар-Рашид. Отверстие ;  ;  ; Ag ; VF- ; 98 ; gelind ; 301 
 1063 ; Монета средневековая. Г. Самарканд. Мухаммед Текеш ; 616 ;  ;  ; F-VF ; 35 ; oks ; 204 
 1064 ; Монета средневековая. Г. Самарканд. Мухаммед Текеш ; 616 ;  ;  ; F-VF ; 53 ; gelind ; 363 
 1065 ; Монета средневековая. Мухаммед Текеш ; 616 ;  ;  ; F-VF ; 89 ; von_Schwarz ; 469 
 1066 ; Монета средневековая. Хивы. Джунаид-хан ; 1337 ;  ; Ж/м ; F+ ; 79 ; GREGORY_R ; 516 
 1067 ; Монета средневековая. Хивы. Джунаид-хан ; 1337 ;  ; Ж/м ; F ; 69 ; GREGORY_R ; 531 
 1068 ; Монета средневековая. Тахириды. Мухаммед Тахир. Г. Бухара ; 253 ;  ; Ж/м ; F ; 40 ; von_Schwarz ; 255 
 1069 ; Монета средневековая. Тахириды. Мухаммед Тахир. Г. Бухара ; 253 ;  ; Ж/м ; F+ ; 20 ; s-key ; 184 
 1070 ; "2 цяня ""цяньдао юаньбао"" ""тун"" 12ч. Китай, Южная Сун" ; 1165-1174 ;  ; Fe ; F-VF ; 28 ; tatarin66 ; 216 
 1071 ; "1 цянь ""цзядин тунбао"" ""ши сань"". Китай, Южная Сун" ; 1220 ;  ; Br ; F-VF ; 9 ; dnm ; 129 
 1072 ; "1 цянь ""ваньли тунбао"" (гладкий). Китай, Мин" ; 1573-1620 ;  ; Br ; VF ; 24 ; tatarin66 ; 113 
 1073 ; "5 цяней ""чунчжэн тунбао"" ""у цзянь"". Китай, Мин" ; 1628-1643 ;  ; Br ; VF- ; 37 ; Гордиан ; 275 
 1074 ; "1 цянь ""лунъу тунбао"" (гладкий). Китай, Южная Мин" ; 1645-1646 ;  ; Br ; F-VF ; 20 ; dnm ; 100 
 1075 ; "1 цянь ""лунъу тунбао"" звезда 12ч. Китай, Южная Мин" ; 1645-1646 ;  ; Br ; F-VF ; 37 ; dnm ; 111 
 1076 ; "1 цянь ""танго тунбао"". Китай, Южная Тан" ;  ;  ; Br ; F-VF ; 21 ; Михалыч ; 65 
 1077 ; Лот арабских монет (22шт) ;  ;  ; Ag ; F/F+ ; 127 ; нумизмат ; 1307 
 1078 ; Лот средневековых монет. Караханиды ;  ;  ; Ag ; F-VF ; 99 ; klad120 ; 261 
 979 ; Монета античная. Римская империя ;  ;  ; Cu ; F-VF ; 82 ; s-key ; 529 
 980 ; Монета античная. Сицилия. Имп. Гиерон ; IIIв до н.э. ;  ; Cu ; F+ ; 24 ; gelind ; 563 
 981 ; Монета античная. Греция под Римом ;  ;  ; Cu ; F-VF ; 79 ; dnm ; 354 
 982 ; Монета античная. Греция под Римом ;  ;  ; Cu ; F+ ; 54 ; dnm ; 278 
 983 ; Монета античная. Греция под Римом ;  ;  ; Cu ; F-VF ; 29 ; tavitrof ; 338 
 984 ; Монета античная. Рим. Имп. Елена - мать Константина Великого ;  ;  ; Cu ; F ; 61 ; smel ; 204 
 985 ; Монета античная. Фанагория ;  ;  ; Cu ; F+ ; 76 ; dnm ; 342 
 986 ; Монета античная. Рим ;  ;  ; Cu ; F+ ; 27 ; obob999 ; 81 
 987 ; Монета античная. Рим ;  ;  ; Cu ; F ; 13 ; xabib ; 34 
 988 ; Монета античная. Византия ;  ;  ; Cu ; F ; 19 ; dnm ; 53 
 989 ; Монета античная. Византия ;  ;  ; Cu ; F ; 15 ; obob999 ; 15 
 990 ; Монета античная. Византия ;  ;  ; Cu ; F ; 7 ; ADD ; 11 
 991 ; Монета античная. Византия ;  ;  ; Cu ; F ; 52 ; ADD ; 113 
 992 ; Монета античная. Византия ;  ;  ; Cu ; F ; 10 ; ADD ; 10 
 993 ; Монета античная. Византия ;  ;  ; Cu ; F+ ; 37 ; dnm ; 133 
 994 ; Монета античная. Византия ;  ;  ; Cu ; F ; 17 ; dnm ; 80 
 995 ; Монета античная. Пантикапей ; IVв до н.э. ;  ; Cu ; F ; 21 ; tavitrof ; 27 
 996 ; Монета античная. Пантикапей ; IVв до н.э. ;  ; Cu ; F ; 20 ; obob999 ; 20 
 997 ; Монета античная. Пантикапей ; IVв до н.э. ;  ; Cu ; F+ ; 38 ; Исаак-Б ; 37 
 998 ; Монета античная. Пантикапей ; IVв до н.э. ;  ; Cu ; F+ ; 40 ; dnm ; 62 
 999 ; Монета античная. Пантикапей ; IVв до н.э. ;  ; Cu ; F+ ; 22 ; oks ; 21 
 1000 ; Монета античная. Пантикапей ; IVв до н.э. ;  ; Cu ; F ; 14 ; Lumen81 ; 12 
 1001 ; Монета античная. Пантикапей ; IVв до н.э. ;  ; Cu ; F+ ; 23 ; gelind ; 31 
 1002 ; Монета античная. Пантикапей ; II в до н.э. ;  ; Cu ; F ; 19 ; von_Schwarz ; 31 
 1003 ; Монета античная. Пантикапей ; II в до н.э. ;  ; Cu ; F+ ; 29 ; dnm ; 50 
 1004 ; Монета античная. Пантикапей ; II в до н.э. ;  ; Cu ; F+ ; 25 ; Исаак-Б ; 102 
 1005 ; Монета античная. Пантикапей ; II в до н.э. ;  ; Cu ; F+ ; 28 ; tavitrof ; 27 
 1006 ; Монета античная. Пантикапей ; II в до н.э. ;  ; Cu ; F+ ; 27 ; франк ; 101 
 1007 ; Монета античная. Пантикапей ; II в до н.э. ;  ; Cu ; F ; 12 ; oks ; 21 
 1008 ; Талер. Эмден ; 1640 ;  ; Ag ; VF- ; 2 ; Niks ; 1237 
 1009 ; Талер. Зальцбург ; 1644 ;  ; Ag ; VF-XF ; 41 ; ЧАС ; 3621 
 1010 ; Талер. Зальцбург ; 1694 ;  ; Ag ; XF ; 77 ; RAPAN ; 6800 
 1011 ; 18 грошей. Бранденбург. Фридрих Вильгельм ; 1683HS ;  ; Ag ; VF+ ; 23 ; Nevsky888 ; 1360 
 1012 ; Орт. Польша. Сигизмунд III ; 1622 ;  ; Ag ; VF-XF ; 63 ; and000 ; 816 
 1013 ; Орт. Польша. Сигизмунд III ; 1621 ;  ; Ag ; VF+ ; 36 ; and000 ; 827 
 1014 ; 15 крейцеров. Священная Римская империя ; 1675 ;  ; Ag ; VF+ ; 55 ; Alexdav ; 870 
 1015 ; 15 крейцеров. Священная Римская империя ; 1684 ;  ; Ag ; VF ; 47 ; Alexdav ; 809 
 1016 ; Шостак. Польша. Ян Казимир ; 1666 ;  ; Ag ; F-VF ; 18 ; oks ; 64 
 1017 ;  Шостак. Польша. Ян Казимир ; 1664 ;  ; Ag ; F-VF ; 51 ; oks ; 55 
 1018 ; 3 гроша. Пруссия ; 1540 ;  ; Ag ; VF+ ; 95 ; BigRassel ; 2346 
 1019 ; 3 крейцера. Священная Римская империя. Бреслау ; 1633 ;  ; Ag ; VF ; 41 ; Alexdav ; 347 
 1020 ; 3 крейцера. Священная Римская империя. Бреслау ; 1626 ;  ; Ag ; VF+ ; 42 ; Nevsky888 ; 591 
 1021 ;  1 1/2 гроша. Польша ; 1625 ;  ; Ag ; F-VF ; 39 ; vitapool ; 157 
 1022 ; 3 крейцера. Священная Римская империя. Бреслау ; 1624 ;  ; Ag ; VF ; 23 ; Alexdav ; 567 
 1023 ; 3 крейцера. Священная Римская империя. Вена ; 1629 ;  ; Ag ; VF ; 31 ; vitapool ; 567 
 1024 ; 3 крейцера. Священная Римская империя. Грац ; 1629 ;  ; Ag ; VF ; 52 ; Nevsky888 ; 616 
 1025 ; 3 крейцера. Священная Римская империя. Прага ; 1636 ;  ; Ag ; VF ; 13 ; Alexdav ; 399 
 1026 ; 3 крейцера. Священная Римская империя. Вена ; 1626 ;  ; Ag ; VF ; 34 ; EA51 ; 407 
 1027 ; 3 крейцера. Священная Римская империя. Вена ; 1627 ;  ; Ag ; VF ; 32 ; PSP ; 555 
 1028 ; Солид. Литва. Ян Казимир ; 1652 ;  ; Ag ; F-VF ; 30 ; von_Schwarz ; 110 
 878 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден. ; Ag ; VF ; 94 ; eugraphus ; 1020 
 879 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF ; 39 ; klad120 ; 918 
 880 ; Копейка. Федор Иванович ; 1584-1598гг ;  ; Ag ; VF ; 8 ; scaevola ; 2370 
 881 ; Денга ; 1462-1505 ; Иван III Васильевич  ; Ag ; VF- ; 17 ; kaas ; 415 
 882 ; Денга ; 1462-1505 ; Иван III Васильевич  ; Ag ; VF ; 57 ; кабан ; 260 
 883 ; Денга ; 1462-1505 ; Иван III Васильевич  ; Ag ; VF- ; 90 ; kaas ; 383 
 884 ; Денга ; 1462-1505 ; Иван III Васильевич  ; Ag ; F-VF ; 46 ; ilgamax ; 270 
 885 ; Денга ; 1462-1505 ; Иван III Васильевич  ; Ag ; F-VF ; 21 ; samsung ; 77 
 886 ; Денга ; 1462-1505 ; Иван III Васильевич  ; Ag ; F-VF ; 95 ; Исаак-Б ; 363 
 887 ; Денга ; 1462-1505 ; Иван III Васильевич  ; Ag ; VF- ; 130 ; Вов ; 722 
 888 ; Денга ; 1462-1505 ; Иван III Васильевич  ; Ag ; VF- ; 17 ; Банзай ; 461 
 889 ; Денга ; 1462-1505 ; Иван III Васильевич  ; Ag ; VF- ; 90 ; win.gradoff ; 329 
 890 ; Денга ; 1462-1505 ; Иван III Васильевич  ; Ag ; VF- ; 108 ; win.gradoff ; 765 
 891 ; Монета. Золотая Орда. Хан Тохтамыш. Чекан г. Старый Крым ; XIVв ;  ; Ag ; VF- ; 53 ; leo 2 ; 170 
