 5577 ; Акция ; 1923 ;  ;  ;  ; 9 ; denis.davydov ; 120 
 1793 ; 50 рублей. 300 лет Российскому флоту ; 1996 ;  ; Латунь ; AU ; 47 ; Ser_doh ; 2025 
 1794 ; 20 рублей. 300 лет Российскому флоту ; 1996 ;  ; Cu-Ni ; AU ; 28 ; Ser_doh ; 1923 
 1795 ; 10 рублей. 300 лет Российскому флоту ; 1996 ;  ; Cu-Ni ; AU ; 51 ; Ser_doh ; 2377 
 1796 ; 5 рублей. 300 лет Российскому флоту ; 1996 ;  ; Латунь ; AU ; 42 ; Alef1 ; 2715 
 1797 ; 1 рубль. 300 лет Российскому флоту ; 1996 ;  ; Латунь ; AU ; 42 ; rendom9 ; 2650 
 1798 ; 100 рублей. 50 лет Великой Победы ; 1995ЛМД ;  ; Cu-Ni ; AU ; 35 ; vitab ; 1964 
 1799 ; 50 рублей. 50 лет Великой Победы ; 1995ЛМД ;  ; Латунь ; AU ; 33 ; МММ ; 1751 
 1700 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 23 ; alex751 ; 568 
 1701 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF ; 14 ; AC/DC ; 446 
 1702 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF/AU ; 72 ; gkl63 ; 1438 
 1703 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; XF ; 29 ; gkl63 ; 2639 
 1704 ; 20 копеек. Деформация ; 1921 ;  ; Ag ; F- ; 42 ; seer ; 1737 
 1705 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 92 ; Задолбал - отстань ; 624 
 1706 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 24 ; Баксa ; 101 
 1707 ; 20 копеек ; 1925 ;  ; Ag ; XF+ ; 39 ; IDEN ; 119 
 1708 ; 20 копеек ; 1927 ;  ; Ag ; XF+ ; 53 ; IDEN ; 300 
 1709 ; 20 копеек ; 1928 ;  ; Ag ; XF+ ; 28 ; Баксa ; 128 
 1710 ; 20 копеек ; 1928 ;  ; Ag ; XF+ ; 28 ; Баксa ; 116 
 1711 ; 20 копеек ; 1928 ;  ; Ag ; XF+ ; 23 ; Юстас ; 153 
 1712 ; 20 копеек ; 1929 ;  ; Ag ; XF+ ; 41 ; сир ; 459 
 1713 ; 20 копеек ; 1930 ;  ; Ag ; VF+ ; 9 ; сборщик ; 148 
 1714 ; 20 копеек ; 1930 ;  ; Ag ; XF ; 71 ; Задолбал - отстань ; 291 
 1715 ; 15 копеек ; 1921 ;  ; Ag ; VF+ ; 42 ; кве ; 2005 
 1716 ; 15 копеек ; 1922 ;  ; Ag ; VF ; 21 ; es72 ; 141 
 1717 ; 15 копеек ; 1924 ;  ; Ag ; VF+ ; 13 ; 2pok ; 214 
 1718 ; 15 копеек ; 1925 ;  ; Ag ; XF- ; 19 ; Truth ; 121 
 1719 ; 15 копеек ; 1925 ;  ; Ag ; AU ; 37 ; ML144 ; 444 
 1720 ; 15 копеек ; 1927 ;  ; Ag ; XF ; 28 ; IDEN ; 114 
 1721 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 37 ; 1879 ; 131 
 1722 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 25 ; said ; 114 
 1723 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 16 ; 2pok ; 118 
 1724 ; 15 копеек ; 1929 ;  ; Ag ; AU ; 19 ; IDEN ; 306 
 1725 ; 15 копеек ; 1929 ;  ; Ag ; XF- ; 3 ; DrAfanasiew ; 169 
 1726 ; 15 копеек ; 1930 ;  ; Ag ; XF ; 38 ; IDEN ; 306 
 1727 ; 10 копеек ; 1921 ;  ; Ag ; F ; 54 ; seer ; 1855 
 1728 ; 10 копеек ; 1923 ;  ; Ag ; VF ; 41 ; StasStas ; 79 
 1729 ; 10 копеек ; 1924 ;  ; Ag ; XF ; 83 ; прохожий ; 510 
 1730 ; 10 копеек ; 1925 ;  ; Ag ; XF- ; 18 ; Truth ; 114 
 1731 ; 10 копеек ; 1928 ;  ; Ag ; XF- ; 14 ; ShYrik_RUS ; 114 
 1732 ; 10 копеек ; 1928 ;  ; Ag ; VF+ ; 12 ; НУРИ ; 100 
 1733 ; 10 копеек ; 1929 ;  ; Ag ; XF- ; 16 ; 2pok ; 255 
 1734 ; 10 копеек ; 1929 ;  ; Ag ; XF+ ; 16 ; Babasya ; 357 
 1735 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; VG ; 17 ; StasStas ; 105 
 1736 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F ; 29 ; gola78 ; 255 
 1737 ; 3 копейки. Брак заготовки ; 1924 ; Гурт гладкий ; Cu ; F+ ; 7 ; first ; 102 
 1738 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F ; 44 ; kvs ; 139 
 1739 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF ; 20 ; Андрагин ; 102 
 1740 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 7 ; StasStas ; 26 
 1741 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F ; 24 ; StasStas ; 32 
 1742 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 51 ; strigi ; 114 
 1743 ; Полкопейки ; 1925 ;  ; Cu ; XF ; 123 ; кве ; 2007 
 1744 ; 5 рублей ; 1991 ; ЛМД Винторогий козел ; биметалл ; AU ; 15 ; sia.beauty ; 567 
 1745 ; 5 рублей ; 1991 ; ЛМД Рыбный филин ; биметалл ; AU ; 26 ; kn157736 ; 437 
 1746 ; 10 рублей ; 1992 ; ЛМД Амурский Тигр ; биметалл ; AU ; 32 ; Hikon ; 1108 
 1747 ; 10 рублей ; 1992 ; ЛМД Краснозобая казарка ; биметалл ; AU ; 22 ; Chatsky ; 710 
 1748 ; 10 рублей ; 1992 ; ЛМД Среднеазиатская кобра ; биметалл ; XF+ ; 55 ; ShYrik_RUS ; 793 
 1749 ; 50 рублей ; 1993 ; ЛМД Дальневосточный аист ; биметалл ; AU ; 19 ; kn157736 ; 800 
 1650 ; 1 рубль ; 2006 ; СПМД Вооруженные силы РФ. Подводные силы. Подводная лодка изобретателя Джевецкого ; Ag ; Proof ; 38 ; ATF72 ; 1836 
 1651 ; 1 рубль ; 2006 ; СПМД Красная книга. Сухонос (гусь) ; Ag ; Proof ; 31 ; Vol4en0k ; 2647 
 1652 ; 1 рубль ; 2006 ; СПМД Красная книга. Дзерен (газель) ; Ag ; Proof ; 33 ; Vol4en0k ; 2288 
 1653 ; 1 рубль ; 2006 ; СПМД Красная книга. Уссурийский когтистый тритон ; Ag ; Proof ; 28 ; didisister ; 1597 
 1654 ; 1 рубль. В капсуле ННР. PF70 ; 2012 ; СПМД История русской авиации. И-16 ; Ag ;  ; 109 ; Devera ; 2848 
 1655 ; 1 рубль. В капсуле ННР. PF70 ; 2012 ; СПМД История русской авиации. ИЛ-76 ; Ag ;  ; 41 ; ATF72 ; 2313 
 1656 ; 1 рубль. В капсуле ННР. PF70 ; 2013 ; СПМД История русской авиации. ТУ-160 ; Ag ;  ; 46 ; Московский ; 2210 
 1657 ; 1 рубль. В капсуле ННР. PF70 ; 2013 ; СПМД История русской авиации. АНТ-25 ; Ag ;  ; 20 ; Московский ; 2199 
 1658 ; 1 рубль. В капсуле ННР. PF70 ; 2014 ; СПМД История русской авиации. БЕ-200 ; Ag ;  ; 45 ; ATF72 ; 2323 
 1659 ; 1 рубль. В капсуле ННР. PF70 ; 2014 ; СПМД История русской авиации. ЯК-3 ; Ag ;  ; 36 ; ATF72 ; 2619 
 1660 ; Рубль ; 1921 ; (АГ) ; Ag ; XF- ; 22 ; sever55 ; 3741 
 1661 ; Рубль ; 1922 ; (АГ) ; Ag ; F-VF ; 48 ; andrei158 ; 14365 
 1662 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF ; 30 ; смю ; 1281 
 1663 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF+ ; 34 ; metdrei ; 1892 
 1664 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF ; 19 ; se170661 ; 1281 
 1665 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 23 ; nic27 ; 3573 
 1666 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF+ ; 19 ; bratss ; 1536 
 1667 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF+ ; 21 ; ShYrik_RUS ; 1117 
 1668 ; 50 копеек ; 1921 ; (АГ) ; Ag ; AU ; 79 ; Numizmat Altai ; 2040 
 1669 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; F+ ; 46 ; said ; 425 
 1670 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF ; 25 ; AC/DC ; 465 
 1671 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 23 ; 125RUS ; 500 
 1672 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF ; 21 ; Exctas ; 412 
 1673 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 23 ; Брат Черпоя ; 504 
 1674 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF+ ; 13 ; Exctas ; 536 
 1675 ; 50 копеек. В капсуле ННР. MS61 ; 1922 ; (ПЛ) ; Ag ;  ; 64 ; Truth ; 1777 
 1676 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 18 ; es72 ; 450 
 1677 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 23 ; mvf ; 420 
 1678 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF- ; 8 ; StasStas ; 306 
 1679 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 13 ; slava93 ; 368 
 1680 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF- ; 10 ; StasStas ; 340 
 1681 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 10 ; SergRylkov ; 368 
 1682 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF- ; 13 ; StasStas ; 354 
 1683 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF- ; 12 ; StasStas ; 362 
 1684 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF ; 9 ; ol2**9 ; 368 
 1685 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF- ; 23 ; StasStas ; 367 
 1686 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF ; 28 ; seer ; 568 
 1687 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 9 ; bratss ; 365 
 1688 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF+ ; 20 ; gkl63 ; 638 
 1689 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 8 ; SergRylkov ; 400 
 1690 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 35 ; SergRylkov ; 400 
 1691 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF ; 11 ; bratss ; 368 
 1692 ; Один полтинник ; 1924 ;  ; Ag ; VG ; 10 ; SergRylkov ; 273 
 1693 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF- ; 9 ; StasStas ; 306 
 1694 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF- ; 19 ; bratss ; 340 
 1695 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 19 ; cr1390 ; 362 
 1696 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 17 ; Exctas ; 408 
 1697 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF- ; 32 ; AC/DC ; 366 
 1698 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 13 ; iustas ; 398 
 1699 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 33 ; sotnik ; 474 
 1600 ; 3 рубля ; 2009 ; ММД Легенды и сказки стран ЕврАз ЭС. Россия ; Ag ; Proof ; 37 ; Devera ; 3456 
 1601 ; 3 рубля. В капсуле ННР. MS68 ; 2010 ; СПМД Георгий Победоносец ; Ag ;  ; 31 ; chingizhan ; 1595 
 1602 ; 3 рубля. В капсуле ННР. PF70 ; 2010 ; СПМД 65 лет Победы. Работницы тыла (эмаль) ; Ag ;  ; 35 ; Djin4121 ; 4079 
 1603 ; 3 рубля. В капсуле ННР. PF70 ; 2010 ; СПМД 65 лет Победы. Солдаты на танке (эмаль) ; Ag ;  ; 37 ; Djin4121 ; 5555 
 1604 ; 3 рубля. В капсуле ННР. PF70 ; 2010 ; СПМД 65 лет Победы. Санитарка и раненый боец (эмаль) ; Ag ;  ; 31 ; Djin4121 ; 4155 
 1605 ; 3 рубля ; 2011 ; СПМД Мир наших детей (программа стран ЕврАзЭС) ; Ag ; Proof ; 37 ; Devera ; 3456 
 1606 ; 3 рубля ; 2013 ; ММД Лунный календарь. Змея ; Ag ; Proof ; 29 ; Mr.az ; 2659 
 1607 ; 3 рубля. Сертификат ; 2015 ; СПМД 150-летие Ленинградского зоопарка ; Ag ; Proof ; 29 ; kadadin ; 3111 
 1608 ; 3 рубля. В капсуле ННР. PF70 ; 2015 ; ММД Здание железнодорожного вокзала, г. Владивосток ; Ag ;  ; 45 ; смю ; 3064 
 1609 ; 3 рубля. 175 лет сберегательному делу в России. В капсуле ННР. PF70 ; 2016СПМД ;  ; Ag ;  ; 47 ; 🇷🇺Михаил ; 3319 
 1610 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов ; Ag ; Proof ; 30 ; dmitriix ; 743 
 1611 ; 2 рубля ; 1994 ; ММД И.Е.Репин ; Ag ; Proof ; 24 ; flutter ; 809 
 1612 ; 2 рубля ; 1995 ; ММД А.С.Грибоедов ; Ag ; Proof ; 17 ; flutter ; 718 
 1613 ; 2 рубля ; 1997 ; ЛМД Н.Е.Жуковский ; Ag ; Proof ; 19 ; mefody73 ; 930 
 1614 ; 2 рубля ; 1998 ; СПМД К.С.Станиславский.Сцена из спектакля "На дне" ; Ag ; Proof ; 35 ; X3.96rus ; 1409 
 1615 ; 2 рубля ; 1998 ; ММД С.Эйзенштейн. Портрет ; Ag ; Proof ; 42 ; dmitriix ; 1238 
 1616 ; 2 рубля ; 1999 ; ММД И.П.Павлов.Портрет с собакой ; Ag ; Proof ; 23 ; kok59 ; 1249 
 1617 ; 2 рубля ; 2000 ; ММД 150 лет со дня рождения Ф.А.Васильева ; Ag ; Proof ; 20 ; Devera ; 3060 
 1618 ; 2 рубля ; 2001 ; ММД В.И.Даль - 200 лет ; Ag ; Proof ; 77 ; dmitriix ; 2703 
 1619 ; 2 рубля ; 2002 ; СПМД Стрелец ; Ag ; Proof ; 45 ; andrei71 ; 1703 
 1620 ; 2 рубля ; 2003 ; СПМД Рак ; Ag ; Proof ; 27 ; andrei71 ; 1619 
 1621 ; 2 рубля ; 2004 ; ММД 100 лет со дня рождения С.Н.Рериха ; Ag ; Proof ; 17 ; ersh1 ; 1377 
 1622 ; 2 рубля ; 2005 ; СПМД 100 лет со дня рождения М.А.Шолохова ; Ag ; Proof ; 27 ; dmitriix ; 1431 
 1623 ; 2 рубля ; 2006 ; СПМД 200 лет со дня рождения А.А.Иванова ; Ag ; Proof ; 36 ; dmitriix ; 1000 
 1624 ; 2 рубля ; 2006 ; ММД 150 лет со дня рождения М.А.Врубеля ; Ag ; Proof ; 35 ; kok59 ; 1124 
 1625 ; 2 рубля ; 2008 ; СПМД 100 лет со дня рождения Е.В. Вучетич ; Ag ; Proof ; 22 ; Палыч61 ; 1381 
 1626 ; 2 рубля ; 2010 ; СПМД Красная книга. Уссурийский пятнистый олень ; Ag ; Proof ; 19 ; mixi ; 2758 
 1627 ; 2 рубля. В капсуле ННР. PF70 ; 2012 ; СПМД 270 лет со дня рождения А.И. Васильева ; Ag ;  ; 20 ; Djin4121 ; 3542 
 1628 ; 2 рубля. Буклет ; 2014 ; ММД Спортивный гимнаст. Шахлин Б.А. ; Ag ; Proof ; 56 ; kadadin ; 2012 
 1629 ; 2 рубля. Буклет ; 2014 ; ММД Спортивный гимнаст. Андрианов Н.Е. ; Ag ; Proof ; 53 ; kadadin ; 1950 
 1630 ; 2 рубля. Буклет ; 2014 ; ММД Спортивная гимнастка. Латынина Л.С. ; Ag ; Proof ; 38 ; kadadin ; 2112 
 1631 ; 2 рубля Алкиной ; 2016 ;  ; Ag ; Proof ; 27 ; ersh1 ; 1836 
 1632 ; 2 рубля Красный коршун ; 2016 ;  ; Ag ; Proof ; 19 ; ersh1 ; 1836 
 1633 ; 1 рубль ; 1993 ; ЛМД Красная книга. Амурский тигр ; Ag ; Proof ; 36 ; dmitriix ; 1842 
 1634 ; 1 рубль ; 1993 ; ЛМД Красная книга. Винторогий козел ; Ag ; Proof ; 26 ; Московский ; 1279 
 1635 ; 1 рубль ; 1993 ; ЛМД Красная книга. Рыбный филин ; Ag ; Proof ; 17 ; KhS ; 1734 
 1636 ; 1 рубль ; 1994 ; ЛМД Красная книга. Гималайский медведь ; Ag ; Proof ; 16 ; didisister ; 1840 
 1637 ; 1 рубль ; 1994 ; ЛМД Красная книга. Среднеазиатская кобра ; Ag ; Proof ; 35 ; ialaiola ; 1836 
 1638 ; 1 рубль ; 1994 ; ЛМД Красная книга. Краснозобая казарка ; Ag ; Proof ; 52 ; мартин ; 1532 
 1639 ; 1 рубль ; 1995 ; ЛМД Красная книга. Черноморская афалина ; Ag ; Proof ; 23 ; mixi ; 2040 
 1640 ; 1 рубль ; 1995 ; ЛМД Красная книга. Кавказский тетерев ; Ag ; Proof ; 25 ; dmitriix ; 1360 
 1641 ; 1 рубль ; 1995 ; ЛМД Красная книга. Черноморская афалина ; Ag ; Proof ; 28 ; бурбон ; 1800 
 1642 ; 1 рубль ; 1995 ; ЛМД Красная книга. Дальневосточный аист ; Ag ; Proof ; 27 ; ialaiola ; 1911 
 1643 ; 1 рубль ; 1997 ; ЛМД Вратарь. Турне по Великобритании.1945. ; Ag ; Proof ; 20 ; lva08 ; 1646 
 1644 ; 1 рубль ; 1997 ; ЛМД Футболисты. Чемпионы Олимпиады. 1956 ; Ag ; Proof ; 12 ; lva08 ; 1581 
 1645 ; 1 рубль ; 1997 ; ЛМД Первый футбольный матч. Санкт-Петербург.1897 ; Ag ; Proof ; 13 ; lva08 ; 1785 
 1646 ; 1 рубль ; 1997 ; ЛМД Футболисты. Кубок Европы. Париж. 1960 ; Ag ; Proof ; 18 ; lva08 ; 1581 
 1647 ; 1 рубль ; 1997 ; ЛМД Футболисты. Чемпионы Олимпиады 1988. ; Ag ; Proof ; 10 ; yuve ; 1550 
 1648 ; 1 рубль. В капсуле ННР. PF70 ; 2004 ; Красная книга. Дрофа ; Ag ;  ; 15 ; lva08 ; 2257 
 1649 ; 1 рубль ; 2006 ; СПМД Вооруженные силы РФ. Подводные силы. Атомный подводный ракетоносец. Птица ; Ag ; Proof ; 52 ; ATF72 ; 1836 
 1550 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; Proof ; 21 ; Rublicus ; 1071 
 1551 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; AU ; 21 ; Московский ; 1197 
 1552 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; Proof ; 27 ; Rublicus ; 1134 
 1553 ; 10 рублей ; 1979 ; ММД Борьба дзюдо.Игры XXII Олимпиады ; Ag ; Proof ; 26 ; dmitriix ; 1167 
 1554 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Олимпиады ; Ag ; Proof ; 24 ; KARJU ; 1168 
 1555 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках.Игры XXII Олимпиады ; Ag ; Proof ; 9 ; yuri.gruzdev ; 2438 
 1556 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры XXII Олимпиады ; Ag ; Proof ; 34 ; iustas ; 1530 
 1557 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры XXII Олимпиады ; Ag ; Proof ; 20 ; peterson1000 ; 1223 
 1558 ; 10 рублей ; 1980 ; ММД Танец орла и хуреш.Игры XXII Олимпиады ; Ag ; Proof ; 17 ; iustas ; 1331 
 1559 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпиады ; Ag ; AU ; 19 ; Ser_doh ; 818 
 1560 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпиады ; Ag ; AU ; 19 ; Black Cat ; 700 
 1561 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 34 ; Ser_doh ; 1167 
 1562 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; AU ; 19 ; Ser_doh ; 714 
 1563 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; AU ; 17 ; iustas ; 744 
 1564 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; AU ; 29 ; Ser_doh ; 793 
 1565 ; 5 рублей ; 1978 ; ЛМД Прыжки в высоту.Игры XXII Олимпиады ; Ag ; Proof ; 14 ; dmitriix ; 756 
