 4808 ; Бона иностранная ;  ;  ;  ;  ; 51 ; Etich ; 135 
 1543 ; 2 рубля ; 1995 ; ММД Парад Победы (Жуков на коне) ; Ag ; Proof ; 34 ; ppi ; 1110 
 1544 ; 2 рубля ; 2008 ; ММД 100 лет со дня рождения академика  В.П. Глушко ; Ag ; Proof ; 38 ; lalula ; 1300 
 1545 ; 2 рубля ; 2008 ; СПМД 100 лет со дня рождения Н.Н. Носова ; Ag ; Proof ; 54 ; stanla ; 2074 
 1546 ; 2 рубля ; 2008 ; СПМД 100 лет со дня рождения Е.В. Вучетич ; Ag ; Proof ; 13 ; lalula ; 1318 
 1547 ; 2 рубля ; 2008 ; ММД 150 лет со дня рождения В.И. Немировича-Данченко ; Ag ; Proof ; 43 ; evgen177309 ; 1347 
 1548 ; 1 рубль ; 2002 ; ММД Министерство внутренних дел ; Ag ; Proof ; 71 ; Jet_Dee ; 4080 
 1549 ; 1 рубль ; 2002 ; ММД Министерство юстиции ; Ag ; Proof ; 80 ; Jet_Dee ; 3014 
 1550 ; 1 рубль ; 2002 ; ММД Вооруженные силы РФ ; Ag ; Proof ; 74 ; Jet_Dee ; 4009 
 1551 ; 1 рубль ; 2002 ; ММД Министерство иностранных дел ; Ag ; Proof ; 50 ; alexx863 ; 2390 
 1552 ; 1 рубль ; 2002 ; ММД Министерство экономического развития ; Ag ; Proof ; 46 ; Artemon ; 2080 
 1553 ; 1 рубль ; 2002 ; ММД Министерство финансов ; Ag ; Proof ; 38 ; ppi ; 1848 
 1554 ; 1 рубль ; 2002 ; ММД Министерство образования ; Ag ; Proof ; 38 ; Jet_Dee ; 1802 
 1555 ; 1 рубль ; 2003 ; СПМД Красная книга. Дальневосточная черепаха ; Ag ; Proof ; 40 ; Рыба ; 2753 
 1556 ; Рубль ; 1921 ; (АГ) ; Ag ; XF ; 35 ; rusland74 ; 4150 
 1557 ; Рубль ; 1922 ; (АГ) ; Ag ; F-VF ; 58 ; stas007 ; 8556 
 1382 ; Лот значков (судостроение): 15шт ;  ;  ; Al ; XF-/AU ; 25 ; falco ; 221 
 1383 ; Лот значков (Локомотив 1,2,3 место): 3шт ;  ;  ; Al ; XF-/XF ; 11 ; solder13 ; 222 
 1384 ; Лот жетонов (4шт) ;  ;  ; Al, ж/м, б/м ; VF/VF+ ; 30 ; limon ; 155 
 1385 ; Лот жетонов (4шт) ;  ;  ; Ж/м ; VF-/VF+ ; 36 ; Greenfields ; 114 
 1386 ; Лот жетонов (Станция метро "Электросила". 50 лет): 10шт ; 2011 ;  ; Ж/м ; AU ; 21 ; alex70168 ; 1001 
 1387 ; Лот игровых жетонов: 2шт ;  ;  ; Б/м,ж/м ; VF ; 23 ; Greenfields ; 68 
 1388 ; Лот жетонов метрополитена: 5шт ;  ;  ; Ж/м,пластмасса ; VF-/VF+ ; 89 ; юденич ; 453 
 1389 ; Лот жетонов (4шт) ;  ;  ; Ж/м, пластмасса ; VF-/VF ; 23 ; stas007 ; 42 
 1390 ; Лот значков (космос): 6шт ;  ;  ; Al ; XF/XF+ ; 10 ; kosp ; 48 
 1391 ; Лот значков (самолеты): 7шт ;  ;  ; Al ; XF/XF+ ; 16 ; lalula ; 94 
 1392 ; Лот значков (самолеты): 7шт ;  ;  ; Al ; VF-XF/XF ; 13 ; Антон Семенович ; 92 
 1393 ; Лот значков (самолеты): 7шт ;  ;  ; Al ; XF/XF+ ; 14 ; lalula ; 83 
 1394 ; Лот значков (разряды): 7шт ;  ;  ; Al ; VF-XF/XF ; 11 ; Poiuyt ; 77 
 1395 ; Лот значков (ГТО): 10шт ;  ;  ; Al ; XF/XF+ ; 35 ; Gera_K ; 135 
 1396 ; Лот значков (Ленин): 14шт ;  ;  ; Al ; XF-/XF+ ; 9 ; falco ; 146 
 1397 ; Лот иностранных значков (17шт). Дефекты ;  ;  ; Б/м.ж/м ; VF/VF+ ; 15 ; himik121 ; 72 
 1398 ; Лот иностранных значков (21шт). Дефекты ;  ;  ; Б/м.ж/м ; VF/VF+ ; 11 ; Mike! ; 108 
 1475 ; 150 рублей. М-15,55г ; 1989 ; ЛМД Стояние на Угре ; Pt ; Proof ; 27 ; SKV ; 32302 
 1476 ; 50 рублей. М-7,78г ; 1993 ; ММД Русский балет ; Au999 ; Proof ; 45 ; E.V.A. ; 18942 
 1477 ; 50 рублей. М-8,64г. В коробке, с сертификатом ; 1997 ; ЛМД 850-летие основания Москвы. Герб ; Au ; Proof ; 48 ; SKV ; 18925 
 1478 ; 25 рублей ; 1993 ; ЛМД Русский балет. Танцующая пара ; Ag ; Proof ; 36 ; mep58 ; 9129 
 1479 ; 10 рублей ; 1977 ; ЛМД Москва. Игры XXII Олимпиады ; Ag ; AU ; 61 ; brat52 ; 1365 
 1480 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; AU ; 20 ; brat52 ; 1362 
 1481 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; AU ; 56 ; brat52 ; 1367 
 1482 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; AU ; 27 ; brat52 ; 1372 
 1483 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; AU ; 15 ; brat52 ; 1319 
 1484 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Олимпиады ; Ag ; AU ; 25 ; ppi ; 1540 
 1485 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; AU ; 36 ; svv ; 1540 
 1486 ; 10 рублей ; 1979 ; ММД Борьба дзюдо.Игры XXII Олимпиады ; Ag ; AU ; 27 ; ppi ; 1623 
 1487 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпиады ; Ag ; AU ; 55 ; avtomasterbakal ; 918 
 1488 ; 5 рублей ; 1977 ; ММД Таллин.Игры XXII Олимпиады ; Ag ; Proof ; 26 ; mep58 ; 828 
 1489 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 42 ; topzol ; 693 
 1490 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; AU ; 19 ; Long_Piter ; 654 
 1491 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; AU ; 46 ; Long_Piter ; 638 
 1492 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; AU ; 46 ; Антон Семенович ; 681 
 1493 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиады ; Ag ; AU ; 59 ; RusExo ; 668 
 1494 ; 5 рублей ; 1979 ; ММД Метание молота.Игры XXII Олимпиады ; Ag ; AU ; 104 ; svv ; 945 
 1495 ; 5 рублей ; 1979 ; ММД Штанга.Игры XXII Олимпиады ; Ag ; AU ; 42 ; svv ; 898 
 1496 ; 5 рублей ; 1980 ; ММД Стрельба из лука.Игры XXII Олимпиады ; Ag ; AU ; 51 ; svv ; 1118 
 1497 ; 5 рублей ; 1980 ; ЛМД Городки.Игры XXII Олимпиады ; Ag ; AU ; 23 ; topzol ; 739 
 1498 ; 5 рублей ; 1980 ; ММД Гимнастика.Игры XXII Олимпиады ; Ag ; AU ; 32 ; ppi ; 885 
 1499 ; 5 рублей ; 1980 ; ММД Стрельба из лука.Игры XXII Олимпиады ; Ag ; AU ; 40 ; Neva ; 1000 
 1500 ; 5 рублей ; 1980 ; ЛМД Конно-спортивная игра "Исинди".Игры XXII Олимпиады ; Ag ; AU ; 50 ; мамасмотрияедубезрук ; 1527 
 1501 ; 3 рубля. С сертификатом ; 1988 ; ЛМД Сребреник Владимира ; Ag ; Proof ; 43 ; said ; 3010 
 1502 ; 3 рубля. В коробке, с сертификатом ; 1989 ; ММД Московский Кремль ; Ag ; Proof ; 33 ; tank116 ; 3366 
 1503 ; 3 рубля. В коробке, с сертификатом ; 1989 ; ЛМД Первые общерусские монеты ; Ag ; Proof ; 32 ; tank116 ; 3007 
 1504 ; 3 рубля ; 1990 ; ЛМД Эксп.Кука в Русскую Америку ; Ag ; Proof ; 48 ; tank116 ; 3326 
 1505 ; 3 рубля ; 1996 ; ММД Казанский Кремль ; Ag ; Proof ; 34 ; rusland74 ; 3642 
 1506 ; 3 рубля ; 1996 ; ЛМД Картина "Троица" Рублева ; Ag ; Proof ; 43 ; said ; 3390 
 1507 ; 3 рубля ; 1996 ; ЛМД Ледокол "Ермак" ; Ag ; Proof ; 33 ; rusland74 ; 5182 
 1332 ; Лот медаль. D-75мм+Знак "Всесоюзный фестиваль самодеятельного искусства" ;  ;  ; Al ; XF/AU ; 3 ; 22205 ; 63 
 1333 ; Лот значков (Самолеты): 17шт ;  ;  ; Al ; VF/VF+ ; 37 ; himik121 ; 227 
 1334 ; Лот значков (Космонавты СССР): 22шт ;  ;  ; Al ; VF-/VF ; 22 ; пенсионер ; 141 
 1335 ; Лот значков (Самолеты): 7шт ;  ;  ; Al ; VF-/VF ; 17 ; lalula ; 105 
 1336 ; Лот значков (Спутники. Космос): 17шт ;  ;  ; Al ; XF/AU ; 10 ; пенсионер ; 128 
 1337 ; Лот знаков (3шт): разгром фашистских захватчиков в Заполярье (1944-1979) ;  ;  ; Al ; XF/AU ; 6 ; RAPAN ; 126 
 1338 ; Лот знаков об окончании технического ВУЗа и Училища ; ЛМД, ММД ;  ; Al ; XF ; 19 ; avtomasterbakal ; 153 
 1339 ; Лот знаков (3шт): автомототурист ;  ;  ; Al ; VF/VF-XF ; 7 ; коМсом ; 92 
 1340 ; Лот морских знаков (2шт) ;  ;  ; Al ; VF/VF+ ; 13 ; falco ; 126 
 1341 ; Лот знаков (3шт): турбаза ;  ;  ; Al, Ж/м ; VF/VF+ ; 4 ; коМсом ; 28 
 1342 ; Лот знаков об окончании гуманитарного ВУЗа и Училища ; ЛМД ;  ; Al ; XF/XF+ ; 13 ; alex70168 ; 157 
 1343 ; Лот знаков (3шт): Турист ;  ;  ; Al ; VF/VF+ ; 3 ; коМсом ; 4 
 1344 ; Лот знаков (2шт): пионерия ;  ;  ; Al ; VF/XF- ; 16 ; коМсом ; 58 
 1345 ; Лот знаков (2шт): ВМФ ;  ;  ; Al ; VF/VF+ ; 7 ; tAs ; 133 
 1346 ; Лот знаков (4шт): пионерия ;  ;  ; Al ; VF/XF ; 13 ; коМсом ; 59 
 1347 ; Лот знаков (4шт): пионерия ;  ;  ; Al ; XF/XF+ ; 10 ; falco ; 126 
 1348 ; Лот знаков (4шт): МГТС ;  ;  ; Al, пластмасса ; VF/VF+ ; 7 ; tAs ; 21 
 1349 ; Лот знаков ВЛКСМ (2шт) ;  ;  ; Al ; VF/XF ; 9 ; коМсом ; 45 
 1350 ; Лот значков. Победитель соцсоревнования, Ударник пятилетки (4шт) ;  ;  ; Al ; XF+/AU ; 26 ; Gera_K ; 83 
 1351 ; Лот значков (Авто): 3шт ;  ;  ; Al ; VF+/XF ; 8 ; Petch ; 41 
 1352 ; Лот значков (Москва): 2шт ; ММД ;  ; Al ; VF+ ; 3 ; koga ; 20 
 1353 ; Лот значков (Класс): 2шт ;  ;  ; Al ; VF ; 3 ; Petch ; 21 
 1354 ; Лот значков (Унивесиада): 3шт ;  ;  ; Al ; VF ; 1 ; koga ; 2 
 1355 ; Лот знаков (3шт): ВЛКСМ, Депутат районного совета, депутат городского совета ;  ;  ; Al ; VF+/XF ; 11 ; himik121 ; 147 
 1356 ; Лот знаков (3шт): Сотрудник пляжа, донор, общественный санитарный инспектор ;  ;  ; Al ; VF/VF+ ; 31 ; Petch ; 132 
 1357 ; Лот знаков. Торговля (5шт) ;  ;  ; Al ; VF/XF ; 28 ; fillin ; 143 
 1358 ; Лот знаков ВМФ (5шт) ;  ;  ; Al ; VF/XF ; 37 ; gorsk ; 791 
 1359 ; Лот значков. Победитель соцсоревнования (3шт) ;  ;  ; Al ; XF/AU ; 21 ; Gera_K ; 153 
 1360 ; Лот знаков ХСПО (2шт) ;  ;  ; Ж/м ; VF/VF+ ; 16 ; RAPAN ; 502 
 1361 ; Лот знаков (2шт): Конструктор Исаев ;  ;  ; Al,Ж/м ; VF/XF ; 5 ; Евгений_075 ; 14 
 1362 ; Лот знаков ХСЗ (2шт) ;  ;  ; Ж/м ; VF-/VF ; 5 ; RAPAN ; 499 
 1363 ; Лот значков (ВЛКСМ): 4шт ;  ;  ; Al ; VF/XF ; 18 ; falco ; 82 
 1364 ; Лот значков (Съезды ВЛКСМ): 6шт ;  ;  ; Al ; XF/AU ; 25 ; falco ; 348 
 1365 ; Лот значков (Пионерия): 7шт ;  ;  ; Al ; XF-/XF ; 45 ; ZH32 ; 375 
 1366 ; Лот значков (Байконур): 4шт ;  ;  ; Al ; XF-/XF+ ; 15 ; falco ; 148 
 1367 ; Лот значков (ВЛКСМ): 6шт ;  ;  ; Al ; XF/AU ; 7 ; falco ; 148 
 1368 ; Лот значков (ВВС ветераны): 5шт ;  ;  ; Al ; XF-/XF+ ; 19 ; RAPAN ; 316 
 1369 ; Лот значков (Конференция ВЛКСМ): 7шт ;  ;  ; Al ; XF/AU ; 51 ; SUVOR ; 1397 
 1370 ; Лот значков (Конференция ВЛКСМ): 7шт ;  ;  ; Al ; XF/AU ; 46 ; Valet ; 1258 
 1371 ; Лот значков (Корабли ВМФ): 7шт ;  ;  ; Al ; XF ; 14 ; RAPAN ; 848 
 1372 ; Лот значков (Корабли ВМФ): 8шт ;  ;  ; Al ; XF/XF+ ; 20 ; falco ; 714 
 1373 ; Лот значков (20шт) ;  ;  ; Ж/м, Al ; VF/XF ; 17 ; limon ; 233 
 1374 ; Лот значков (музыка): 5шт ;  ;  ; Al ; VF-XF/XF ; 14 ; falco ; 114 
 1375 ; Лот значков (путешествия и экскурсии): 6шт ;  ;  ; Al ; VF/XF ; 7 ; Petch ; 82 
 1376 ; Лот значков (турбаза): 6шт ;  ;  ; Al ; VF/XF ; 9 ; falco ; 28 
 1377 ; Лот значков (съезды КПСС): 9шт ;  ;  ; Ж/м ; XF-/XF+ ; 45 ; нэри ; 340 
 1378 ; Лот значков (съезды КПСС): 10шт ;  ;  ; Al ; XFF+/AU ; 25 ; falco ; 204 
 1379 ; Лот значков (съезды КПСС): 10шт ;  ;  ; Al ; XF-/XF+ ; 15 ; falco ; 139 
 1380 ; Лот значков (общества): 12шт ;  ;  ; Al ; VF+/XF ; 16 ; Gera_K ; 101 
 1381 ; Лот значков (подлодки): 4шт ;  ;  ; Al ; VF+/XF- ; 7 ; Yakrevetko ; 79 
 1282 ; Знак 25 лет врачебной деятельности ВММА ;  ;  ; Al ; XF ; 29 ; plis ; 389 
 1283 ; Знак Лкентабак. Почетный работник ;  ;  ; Al ; XF ; 54 ; falco ; 363 
 1284 ; Знак. Ассоциация ветеранов группы "Альфа" ;  ;  ; Ж/м,эмаль ; XF ; 37 ; Searcher ; 709 
 1285 ; Знак. МВД СССР ; ММД ;  ; Ж/м,эмаль ; XF ; 119 ; 206811 ; 1102 
 1286 ; Знак Отличник военного строительства ;  ;  ; Ж/м,эмаль ; AU ; 31 ; derbnik ; 83 
 1287 ; Знак 70 лет СНСЗ ;  ;  ; Ж/м,эмаль ; XF ; 18 ; RAPAN ; 266 
 1288 ; Знак За безаварийное УВД 25 лет ; ММД ;  ; Ж/м,эмаль ; XF ; 53 ; bdd48 ; 230 
 1289 ; Знак За безаварийный налет часов. 20000 часов пилот №104485 ; ММД ;  ; Ж/м,эмаль ; XF ; 54 ; tank116 ; 671 
 1290 ; Знак За отличную службу в МВД ;  ;  ; Ж/м,эмаль ; XF ; 77 ; falco ; 509 
 1291 ; Знак Родина, честь, слава ;  ;  ; Ж/м ; XF ; 30 ; RAPAN ; 306 
 1292 ; Знак Ленинградское ДПО ; ЛМД ;  ; Ж/м ; XF ; 46 ; falco ; 153 
 1293 ; Знак Управление военных сообщений на О и РБ ; ЛМД ;  ; Ж/м ; XF ; 82 ; Mike! ; 185 
 1294 ; Знак Дзержинский ; ММД ;  ; Б/м ; VF+ ; 100 ; falco ; 238 
 1295 ; Знак ДОСААФ СССР ;  ;  ; Ж/м,эмаль ; VF-XF ; 29 ; parshivluk-31dml ; 153 
 1296 ; Знак Ленин ;  ;  ; Ж/м ; VF-XF ; 48 ; alek99 ; 48 
 1297 ; Знак Подлодка ;  ;  ; Ж/м ; XF ; 5 ; kosp ; 6 
 1298 ; Знак Почетный сотрудник госбезопасности ;  ;  ; Ж/м,эмаль ; XF ; 46 ; Oleg_till ; 1530 
 1299 ; Знак ОМОН МВД России ;  ;  ; Ж/м ; XF+ ; 43 ; derbnik ; 264 
 1300 ; Знак "За дальний поход" ;  ;  ; Ж/м,эмаль ; VF+ ; 43 ; RAPAN ; 415 
 1301 ; Знак Москва ; ЛМД ;  ; Ж/м,эмаль ; VF-XF ; 12 ; aviator ; 13 
 1302 ; Знак Адмирал Макаров ;  ;  ; Ж/м,эмаль ; XF ; 18 ; derbnik ; 313 
 1303 ; Знак Лучший тренер Челябинской обл ;  ;  ; Б/м ; VF ; 20 ; evseechevvv ; 102 
 1304 ; Знак За службу в разведке ;  ;  ; Ж/м ; XF ; 43 ; avtomasterbakal ; 437 
 1305 ; Знак Ленинград ;  ;  ; Ж/м,эмаль ; VF-XF ; 57 ; lalula ; 59 
 1306 ; Знак 25 лет УЗТМ ;  ;  ; Ж/м,эмаль ; XF ; 87 ; brat52 ; 206 
 1307 ; Знак ГТО 2 ступени ;  ;  ; Ж/м,эмаль ; VF-XF ; 58 ; WOLK ; 117 
 1308 ; Знак Гвардия Ветеран ;  ;  ; Ж/м ; XF ; 49 ; brat52 ; 285 
 1309 ; Знак Морской ;  ;  ; Ж/м ; XF ; 51 ; RAPAN ; 800 
 1310 ; Знак Соколиная охота ; 2006 ;  ; Б/м ; VF+ ; 51 ; vic2 ; 173 
 1311 ; Знак Соколиная охота ; 2008 ;  ; Б/м ; VF+ ; 83 ; solder13 ; 122 
 1312 ; Знак 1919-1957 ;  ;  ; Ж/м,эмаль ; XF- ; 30 ; Евгений_075 ; 36 
 1313 ; Знак ;  ;  ; Ж/м,эмаль ; VF-XF ; 18 ; alek99 ; 102 
 1314 ; Знак Таллин. Спартакиада ;  ;  ; Ж/м ; VF-XF ; 54 ; УФА ; 59 
 1315 ; Медаль. 165 лет Сберегательному делу в России. D-41мм. Тираж 500шт. В коробке, с сертификатом ; СПМД ;  ; Ag925 ; Proof-like ; 13 ; Danila-56 ; 3122 
 1316 ; Медаль. Московское нумизматическое общество. На чекан медалей МНО-Императорский период истории России 1700-1917гг. D-38мм ; 2009 ;  ; Б/м ; Proof ; 9 ; Danila-56 ; 714 
 1317 ; Медаль. Московское нумизматическое общество. На чекан медалей МНО-Удельно-Феодальный и царский периоды истории России X-XVII вв. D-38мм ; 2009 ;  ; Б/м ; Proof ; 4 ; Danila-56 ; 714 
 1318 ; Медаль. Московское нумизматическое общество. На чекан медалей МНО-Императорский период истории России 1700-1917гг. D-38мм ; 2009 ;  ; Ж/м ; Proof ; 7 ; Danila-56 ; 714 
 1319 ; Медаль. Московское нумизматическое общество. На чекан медалей МНО-Удельно-Феодальный и царский периоды истории России X-XVII вв. D-38мм ; 2009 ;  ; Ж/м ; Proof ; 4 ; Danila-56 ; 714 
 1320 ; Медаль. 65 лет Великой победы. D-39мм ;  ;  ; Б/м ; Proof ; 30 ; Danila-56 ; 331 
 1321 ; Медаль в буклете. Золотое Кольцо. 1152 года. Переславль-Залесский. D-37мм ;  ;  ; Ж/м ; Proof-like ; 12 ; aziya11 ; 167 
 1322 ; Медаль в буклете. Золотое Кольцо. 1000 лет. Ярославль. D-37мм ;  ;  ; Ж/м ; Proof-like ; 16 ; E.V.A. ; 317 
 1323 ; Медаль в буклете. Золотое Кольцо. 937 дет. Углич. D-37мм ;  ;  ; Ж/м ; Proof-like ; 5 ; 22205 ; 215 
 1324 ; Медаль в буклете. Нижний Новгород. D-37мм ;  ;  ; Ж/м ; Proof-like ; 12 ; E.V.A. ; 317 
 1325 ; Медаль в буклете. Москва. D-37мм ;  ;  ; Ж/м ; Proof-like ; 6 ; 22205 ; 174 
 1326 ; Жетон. Спасо-Преображенский собор. Санкт-Петербург. D-36мм ;  ;  ; Ж/м ; XF- ; 62 ; Holms ; 340 
 1327 ; Жетон. Царское село. Церковь Знаменской Иконы Божией Матери. В память о венчании. D-36мм ;  ;  ; Ж/м ; XF ; 54 ; света ; 308 
 1328 ; Жетон. Царское село. Церковь Знаменской Иконы Божией Матери. D-36мм ;  ;  ; Ж/м ; XF- ; 59 ; Арарат ; 301 
 1329 ; Набор министерство государственной безопасности: 3шт. D-33мм. В коробке ;  ;  ; Б/м ; AU ; 13 ; Игорь Викторович ; 128 
 1330 ; Лот медалей "Хатынь. Мемориальный комплекс". (5шт) D-69мм ;  ;  ; Al ; VF+/XF ; 98 ; Атлантик ; 176 
 1331 ; Лот жетонов (Год Тигра, Год Кролика, Год Дракона, Год Быка): 4шт. В буклетах ; ММД ;  ; Ж/м ; Unc ; 95 ; mikol05 ; 803 
 1232 ; Знак "За сверхсрочную службу в Сухопутный войсках" ;  ;  ; Ж/м,эмаль ; XF- ; 6 ; parshivluk-31dml ; 39 
 1233 ; Знак "Отличник военного строительства" ;  ;  ; Ж/м,эмаль ; AU ; 8 ; avtomasterbakal ; 46 
 1234 ; Знак на погон Ленинградский Горный институт. Р-ры: 61 на 72мм ;  ;  ; Ж/м ; VF ; 22 ; Hedeby ; 106 
 1235 ; Знак ВАТТ ;  ;  ; Ж/м ; XF ; 53 ; evseechevvv ; 268 
 1236 ; Знак "К" ; СПМД ;  ; Ж/м,эмаль ; AU ; 31 ; falerist ; 261 
 1237 ; Знак Участник ликвидации последствий аварии ЧАЭС ; ММД ;  ; Ж/м ; AU ; 6 ; УФА ; 64 
 1238 ; Знак. Отличник соц соревнования министерства авто промышленности СССР №5 ;  ;  ; Ж/м,эмаль ; VF ; 187 ; alek99 ; 2752 
