 4816 ; Бона иностранная. Дания ; 1936 ;  ;  ; AU ; 68 ; POSHEXON ; 272 
 1858 ; 20 копеек ; 1927 ;  ; Ag ; VF-XF ; 31 ; caiman67 ; 174 
 1859 ; 20 копеек ; 1927 ;  ; Ag ; VF-XF ; 18 ; sellary ; 150 
 1860 ; 20 копеек ; 1927 ;  ; Ag ; VF-XF ; 37 ; sellary ; 125 
 1861 ; 20 копеек ; 1927 ;  ; Ag ; VF-XF ; 17 ; sellary ; 150 
 1862 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 30 ; caiman67 ; 180 
 1863 ; 20 копеек ; 1928 ;  ; Ag ; XF+ ; 26 ; aleksey1970 ; 181 
 1864 ; 20 копеек ; 1928 ;  ; Ag ; XF+ ; 28 ; Figaro65 ; 184 
 1865 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 70 ; jimmysu ; 86 
 1866 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 67 ; 33madmax33 ; 85 
 1867 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 21 ; сортам70 ; 79 
 1868 ; 20 копеек ; 1928 ;  ; Ag ; XF- ; 12 ; military ; 82 
 1869 ; 20 копеек ; 1928 ;  ; Ag ; XF- ; 57 ; 33madmax33 ; 72 
 1870 ; 20 копеек ; 1928 ;  ; Ag ; VF-XF ; 45 ; сортам70 ; 69 
 1871 ; 20 копеек ; 1928 ;  ; Ag ; VF-XF ; 27 ; 33madmax33 ; 71 
 1872 ; 20 копеек ; 1928 ;  ; Ag ; VF-XF ; 21 ; сортам70 ; 69 
 1873 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 14 ; aleksey1970 ; 183 
 1874 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 8 ; caiman67 ; 159 
 1875 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 31 ; caiman67 ; 179 
 1876 ; 20 копеек ; 1929 ;  ; Ag ; XF- ; 13 ; sellary ; 90 
 1877 ; 20 копеек ; 1929 ;  ; Ag ; XF+ ; 21 ; spb82 ; 184 
 1878 ; 20 копеек ; 1929 ;  ; Ag ; XF ; 24 ; military ; 105 
 1879 ; 20 копеек ; 1929 ;  ; Ag ; XF- ; 24 ; sellary ; 100 
 1880 ; 20 копеек ; 1929 ;  ; Ag ; VF-XF ; 5 ; t_v_v ; 90 
 1881 ; 20 копеек ; 1929 ;  ; Ag ; VF+ ; 2 ; С Урала ; 82 
 1882 ; 20 копеек ; 1930 ;  ; Ag ; XF+ ; 21 ; aleksey1970 ; 193 
 1883 ; 20 копеек ; 1930 ;  ; Ag ; XF ; 15 ; Мурашка ; 81 
 1884 ; 20 копеек ; 1930 ;  ; Ag ; XF ; 24 ; military ; 120 
 1885 ; 20 копеек ; 1930 ;  ; Ag ; XF- ; 77 ; Мурашка ; 125 
 1886 ; 20 копеек ; 1930 ;  ; Ag ; VF-XF ; 25 ; maremark ; 57 
 1887 ; 20 копеек ; 1930 ;  ; Ag ; VF-XF ; 27 ; ASA19V ; 71 
 1888 ; 20 копеек ; 1930 ;  ; Ag ; VF ; 23 ; С Урала ; 67 
 1889 ; 15 копеек ; 1921 ;  ; Ag ; XF ; 53 ; Соколов ; 1390 
 1890 ; 15 копеек ; 1921 ;  ; Ag ; VF ; 31 ; карат ; 918 
 1891 ; 15 копеек ; 1922 ;  ; Ag ; AU ; 50 ; valeron ; 1530 
 1892 ; 15 копеек ; 1922 ;  ; Ag ; VF-XF ; 85 ; westkap ; 122 
 1893 ; 15 копеек ; 1922 ;  ; Ag ; VF+ ; 32 ; П.А.Н. ; 80 
 1894 ; 15 копеек ; 1923 ;  ; Ag ; AU ; 7 ; caiman67 ; 151 
 1895 ; 15 копеек ; 1923 ;  ; Ag ; AU ; 65 ; aleksey1970 ; 204 
 1896 ; 15 копеек ; 1923 ;  ; Ag ; AU ; 19 ; valeron ; 388 
 1897 ; 15 копеек ; 1923 ;  ; Ag ; VF-XF ; 31 ; jimmysu ; 73 
 1898 ; 15 копеек ; 1923 ;  ; Ag ; VF-XF ; 19 ; sellary ; 83 
 1899 ; 15 копеек ; 1923 ;  ; Ag ; VF+ ; 15 ; jimmysu ; 73 
 1900 ; 15 копеек ; 1923 ;  ; Ag ; VF+ ; 12 ; ASA19V ; 73 
 1801 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 53 ; kent01 ; 374 
 1802 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 56 ; волга ; 340 
 1803 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 34 ; vitapool ; 344 
 1804 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 67 ; волга ; 340 
 1805 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 58 ; krevedko ; 353 
 1806 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF- ; 64 ; vitapool ; 346 
 1807 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF- ; 60 ; vitapool ; 340 
 1808 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; F-VF ; 59 ; sergey7 ; 324 
 1809 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; F ; 39 ; vivehcili ; 300 
 1810 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; F ; 31 ; волга ; 324 
 1811 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; AU ; 30 ; aleksey1970 ; 740 
 1812 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF ; 35 ; Sky2 ; 469 
 1813 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 16 ; П.А.Н. ; 364 
 1814 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF ; 16 ; Basilio ; 362 
 1815 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; F-VF ; 33 ; vivehcili ; 340 
 1816 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; F-VF ; 22 ; vitapool ; 345 
 1817 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; F-VF ; 23 ; andrew1977 ; 347 
 1818 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; AU ; 43 ; kott ; 1547 
 1819 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 36 ; Sky2 ; 1019 
 1820 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 10 ; vitapool ; 809 
 1821 ; 20 копеек ; 1921 ;  ; Ag ; AU ; 67 ; 439 ; 4082 
 1822 ; 20 копеек ; 1921 ;  ; Ag ; VF- ; 46 ; denis1977 ; 1148 
 1823 ; 20 копеек ; 1922 ;  ; Ag ; AU ; 64 ; tpls ; 1514 
 1824 ; 20 копеек ; 1922 ;  ; Ag ; XF+/AU ; 40 ; icebreaker ; 209 
 1825 ; 20 копеек ; 1922 ;  ; Ag ; VF+ ; 92 ; Figaro65 ; 134 
 1826 ; 20 копеек ; 1922 ;  ; Ag ; VF ; 79 ; Georgiy ; 111 
 1827 ; 20 копеек ; 1922 ;  ; Ag ; VF- ; 66 ; Georgiy ; 83 
 1828 ; 20 копеек ; 1922 ;  ; Ag ; VF- ; 61 ; jimmysu ; 77 
 1829 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 8 ; 439 ; 204 
 1830 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 11 ; icebreaker ; 209 
 1831 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 18 ; aleksey1970 ; 300 
 1832 ; 20 копеек ; 1923 ;  ; Ag ; XF+ ; 17 ; caiman67 ; 194 
 1833 ; 20 копеек ; 1923 ;  ; Ag ; XF ; 67 ; 33madmax33 ; 81 
 1834 ; 20 копеек ; 1923 ;  ; Ag ; XF ; 29 ; 33madmax33 ; 81 
 1835 ; 20 копеек ; 1923 ;  ; Ag ; XF ; 28 ; alex2780 ; 84 
 1836 ; 20 копеек ; 1923 ;  ; Ag ; XF- ; 16 ; сортам70 ; 80 
 1837 ; 20 копеек ; 1923 ;  ; Ag ; VF-XF ; 28 ; сортам70 ; 70 
 1838 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 10 ; seechi ; 79 
 1839 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 29 ; 33madmax33 ; 71 
 1840 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 30 ; vitapool ; 71 
 1841 ; 20 копеек ; 1924 ;  ; Ag ; XF- ; 51 ; сортам70 ; 79 
 1842 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 6 ; генерал222 ; 78 
 1843 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 61 ; vitapool ; 71 
 1844 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 3 ; 33madmax33 ; 74 
 1845 ; 20 копеек ; 1924 ;  ; Ag ; VF ; 23 ; vitapool ; 69 
 1846 ; 20 копеек ; 1924 ;  ; Ag ; VF ; 25 ; seechi ; 102 
 1847 ; 20 копеек ; 1925 ;  ; Ag ; XF+ ; 45 ; avs ; 188 
 1848 ; 20 копеек ; 1925 ;  ; Ag ; XF+ ; 10 ; Vanomah ; 194 
 1849 ; 20 копеек ; 1925 ;  ; Ag ; XF+ ; 16 ; Figaro65 ; 184 
 1850 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 15 ; westkap ; 94 
 1751 ; 50 копеек ; 1922 ; (АГ) ; Ag ; XF+ ; 33 ; sovet ; 1122 
 1752 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 7 ; krevedko ; 453 
 1753 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 7 ; Foreigner ; 453 
 1754 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 7 ; military ; 483 
 1755 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 12 ; DJ obava ; 407 
 1756 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF-XF ; 19 ; jimmysu ; 505 
 1757 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 7 ; niko1968 ; 375 
 1758 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 50 ; donsergio ; 370 
 1759 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 8 ; vitapool ; 375 
 1760 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 6 ; vitapool ; 375 
 1761 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 15 ; krevedko ; 450 
 1762 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF ; 6 ; vitapool ; 354 
 1763 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF/AU ; 29 ; caiman67 ; 918 
 1764 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF+ ; 12 ; caiman67 ; 714 
 1765 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF+ ; 26 ; normad ; 459 
 1766 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 51 ; ss13 ; 408 
 1767 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 87 ; stasson ; 512 
 1768 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 82 ; military ; 407 
 1769 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 41 ; vitapool ; 354 
 1770 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 26 ; волга ; 347 
 1771 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 24 ; Basilio ; 347 
 1772 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 47 ; волга ; 347 
 1773 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF ; 50 ; волга ; 338 
 1774 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 46 ; волга ; 340 
 1775 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 36 ; волга ; 340 
 1776 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 30 ; волга ; 340 
 1777 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 113 ; волга ; 340 
 1778 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF- ; 32 ; lora ; 341 
 1779 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF- ; 25 ; denizen ; 327 
 1780 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF- ; 114 ; карат ; 342 
 1781 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; F-VF ; 42 ; волга ; 332 
 1782 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; F-VF ; 32 ; denizen ; 324 
 1783 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; F-VF ; 30 ; волга ; 338 
 1784 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; F-VF ; 23 ; волга ; 338 
 1785 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; F-VF ; 22 ; волга ; 339 
 1786 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; F-VF ; 24 ; волга ; 331 
 1787 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; F-VF ; 14 ; волга ; 324 
 1788 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; F-VF ; 14 ; волга ; 324 
 1789 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; F-VF ; 12 ; волга ; 324 
 1790 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; F-VF ; 13 ; lora ; 324 
 1791 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; F+ ; 15 ; vivehcili ; 300 
 1792 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; F+ ; 25 ; волга ; 325 
 1793 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; F ; 17 ; волга ; 305 
 1794 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; F ; 19 ; sergey7 ; 306 
 1795 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; AU ; 46 ; амбал ; 740 
 1796 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; AU ; 23 ; Добрый ; 747 
 1797 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF- ; 16 ; джон08 ; 365 
 1798 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF- ; 14 ; джон08 ; 357 
 1799 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 32 ; vivehcili ; 345 
 1800 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 14 ; vitapool ; 351 
 1701 ; 3 рубля ; 1997 ; ММД Москва-Минск ; Ag ; Proof ; 22 ; stanla ; 2039 
 1702 ; 3 рубля ; 1998 ; ММД Год прав человека в России. Конституция России на фоне карты ; Ag ; Proof ; 39 ; vova10 ; 1926 
 1703 ; 3 рубля ; 1998 ; СПМД Русский музей. Ангел с золотыми волосами ; Ag ; Proof ; 48 ; cvet71 ; 2346 
 1704 ; 3 рубля ; 1999 ; СПМД Университет, Санкт-Петербург (Мендел.,Смирн.,Ухтомс.,Фок) ; Ag ; Proof ; 30 ; Artemon ; 1722 
 1705 ; 3 рубля ; 2001 ; ММД Освоение Сибири ; Ag ; Proof ; 40 ; Недорого ; 3309 
 1706 ; 3 рубля ; 2002 ; СПМД Валдайско-Иверский монастырь ; Ag ; Proof ; 15 ; Недорого ; 2865 
 1707 ; 3 рубля ; 2009 ; Георгий Победоносец ; Ag ; AU ; 2 ; kommiy72 ; 2040 
 1708 ; 2 рубля ; 1994 ; ММД И.Е.Репин ; Ag ; Proof ; 37 ; Bonyf ; 906 
 1709 ; 2 рубля ; 1994 ; ЛМД И.А.Крылов ; Ag ; Proof ; 18 ; Bonyf ; 703 
 1710 ; 2 рубля ; 1994 ; ММД Н.В.Гоголь ; Ag ; Proof ; 40 ; Bonyf ; 722 
 1711 ; 2 рубля ; 1994 ; ММД Ф.Ф.Ушаков ; Ag ; Proof ; 3 ; Kge78 ; 792 
 1712 ; 2 рубля ; 1995 ; ММД А.С.Грибоедов ; Ag ; Proof ; 20 ; Mike! ; 775 
 1713 ; 2 рубля ; 1995 ; ММД И.А.Бунин ; Ag ; Proof ; 13 ; Sky2 ; 878 
 1714 ; 2 рубля ; 1995 ; ЛМД С.А.Есенин ; Ag ; Proof ; 13 ; stas007 ; 959 
 1715 ; 2 рубля ; 1995 ; ММД М.И.Кутузов ; Ag ; Proof ; 4 ; lalula ; 776 
 1716 ; 2 рубля ; 1995 ; ММД Парад Победы (Жуков на коне) ; Ag ; Proof ; 4 ; Krechet ; 850 
 1717 ; 2 рубля ; 1995 ; ЛМД Парад Победы (флаги), на аверсе-Кремль ; Ag ; Proof ; 2 ; Krechet ; 816 
 1718 ; 2 рубля ; 1996 ; ММД Н.А.Некрасов ; Ag ; Proof ; 36 ; evgen177309 ; 1157 
 1719 ; 2 рубля ; 1996 ; ЛМД Ф.М.Достоевский ; Ag ; Proof ; 51 ; Bonyf ; 1031 
 1720 ; 2 рубля ; 1997 ; ЛМД Н.Е.Жуковский ; Ag ; Proof ; 51 ; Bonyf ; 1157 
 1721 ; 2 рубля. С сертификатом ; 1997 ; ММД Афанасий Никитин в России ; Ag ; Proof ; 57 ; Juliana ; 6630 
 1722 ; 2 рубля ; 1998 ; ММД С.Эйзенштейн. Портрет ; Ag ; Proof ; 15 ; evgen177309 ; 1031 
 1723 ; 2 рубля ; 1999 ; СПМД Н.К.Рерих."Дела человеческие" ; Ag ; Proof ; 13 ; Sky2 ; 1157 
 1724 ; 1 рубль ; 1993 ; ЛМД Красная книга. Амурский тигр ; Ag ; Proof ; 27 ; SKeeper ; 1503 
 1725 ; 1 рубль ; 1997 ; ЛМД Герб Москвы ; Ag ; Proof ; 19 ; stas007 ; 944 
 1726 ; 1 рубль ; 1997 ; ММД Храм Христа Спасителя ; Ag ; Proof ; 40 ; stas007 ; 944 
 1727 ; 1 рубль ; 1997 ; ММД Большой театр. Москва ; Ag ; Proof ; 39 ; lalula ; 920 
 1728 ; 1 рубль ; 1997 ; ММД Воскресенские ворота ; Ag ; Proof ; 19 ; lalula ; 920 
 1729 ; 1 рубль ; 1997 ; ЛМД Собор Казанской Божьей Матери ; Ag ; Proof ; 40 ; stas007 ; 944 
 1730 ; 1 рубль ; 1997 ; ЛМД МГУ. Москва ; Ag ; Proof ; 52 ; stas007 ; 920 
 1731 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры. Фехтование ; Ag ; Proof ; 29 ; LEXAI ; 1022 
 1732 ; 1 рубль ; 2002 ; ММД Министерство внутренних дел ; Ag ; Proof ; 29 ; stas007 ; 3458 
 1733 ; 1 рубль ; 2002 ; ММД Министерство образования ; Ag ; Proof ; 38 ; fanis ; 1020 
 1734 ; 1 рубль ; 2002 ; ММД Министерство иностранных дел ; Ag ; Proof ; 49 ; metallauto ; 2540 
 1735 ; Рубль. Полуточка ; 1921 ; (АГ) ; Ag ; XF+/AU ; 57 ; priwet ; 5149 
 1736 ; Рубль ; 1921 ; (АГ) ; Ag ; XF+ ; 64 ; westkap ; 4000 
 1737 ; Рубль ; 1921 ; (АГ) ; Ag ; VF+ ; 34 ; ANNT4 ; 2244 
 1738 ; Рубль. Ремонт гурта 12 часов, возможно снята напайка ; 1921 ; (АГ) ; Ag ; VF ; 50 ; мотыль ; 1632 
 1739 ; Рубль ; 1922 ; (АГ) ; Ag ; VF- ; 21 ; denis1977 ; 8387 
 1740 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 28 ; westkap ; 1983 
 1741 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 27 ; wertu ; 1632 
 1742 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+/AU ; 37 ; rfr ; 1517 
 1743 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF ; 17 ; caiman67 ; 1467 
 1744 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 42 ; jimmysu ; 1258 
 1745 ; 50 копеек ; 1921 ; (АГ) ; Ag ; AU ; 38 ; stasson ; 1385 
 1746 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF+ ; 25 ; geracon2009 ; 714 
 1747 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF ; 25 ; ss13 ; 722 
 1748 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF+ ; 26 ; denis1977 ; 911 
 1749 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF/AU ; 20 ; 812 ; 714 
 1750 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF+ ; 15 ; Kristiansand ; 603 
 1645 ; Знак Ветеран подводник ;  ;  ; Ж/м,эмаль ; XF ; 13 ; RAPAN ; 257 
 1646 ; Жетон. Музеи России. Петропавловская крепость. Ангел. Ошибка в слове "РОСИИ" ;  ;  ; Би/м ; AU ; 52 ; Буарон1925 ; 359 
 1647 ; Жетон. Музеи России. Петропавловская крепость.Шпиль. Ошибка в слове "РОСИИ" ;  ;  ; Би/м ; AU ; 13 ; lalula ; 255 
 1648 ; Медаль. 100 лет институту русской литературы. Пушкинский дом С-Петербург. М-33,63г. D-37мм ; 2005СПМД ;  ; Ag925 ; Proof ; 33 ; andrew1977 ; 1134 
 1649 ; Медаль. 275 лет СПМД. D-41мм ;  ;  ; Би/м ; AU ; 71 ; NSN ; 918 
 1650 ; Медаль. 300 лет флоту России. D-41мм ;  ;  ; Би/м ; XF+ ; 94 ; NSN ; 1022 
 1657 ; Один червонец. М-8,6 гр ; 1976 ;  ; Au ; AU ; 14 ; MG ; 16000 
 1658 ; Один червонец. М-8,59гр ; 1980 ; ММД ; Au ; AU ; 9 ; cboker ; 16320 
 1659 ; 10 рублей ; 1977 ; ММД Москва. Игры XXII Олимпиады ; Ag ; AU ; 43 ; Dave ; 1380 
 1660 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; AU ; 10 ; kaktus ; 1260 
 1661 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; AU ; 12 ; stas007 ; 1175 
 1662 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; AU ; 14 ; Foreigner ; 1199 
 1663 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; AU ; 16 ; Иа-Иа ; 1062 
 1664 ; 10 рублей ; 1978 ; ММД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; AU ; 41 ; Иа-Иа ; 1092 
 1665 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; AU ; 26 ; stas007 ; 1164 
 1666 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; AU ; 16 ; SKeeper ; 1175 
 1667 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; AU ; 19 ; kns ; 1176 
 1668 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Олимпиады ; Ag ; AU ; 6 ; alex995 ; 1204 
 1669 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры XXII Олимпиады ; Ag ; AU ; 7 ; kaktus ; 1175 
 1670 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках.Игры XXII Олимпиады ; Ag ; AU ; 20 ; kaktus ; 1326 
 1671 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпиады ; Ag ; AU ; 24 ; andrew1977 ; 765 
 1672 ; 5 рублей ; 1977 ; ММД Ленинград.Игры XXII Олимпиады ; Ag ; AU ; 36 ; yuri.gruzdev ; 1154 
 1673 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 29 ; andrew1977 ; 650 
 1674 ; 5 рублей ; 1977 ; ММД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 18 ; Dave ; 775 
 1675 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; AU ; 13 ; vitapool ; 651 
 1676 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; AU ; 16 ; andrew1977 ; 720 
 1677 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиады ; Ag ; AU ; 15 ; andrew1977 ; 705 
 1678 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; AU ; 26 ; BST ; 707 
 1679 ; 5 рублей ; 1978 ; ЛМД Преодолевание барьера на лошади.Игры XXII Олимпиады ; Ag ; AU ; 13 ; kaktus ; 714 
