 4327 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 51 ; bob_tauranga ; 59 
 1032 ; Медаль. 300 лет Ее императоского Величества лейб-гвардии Семеновского полка (1692-1992). D-35мм ;  ;  ; Ж/м ; XF- ; 31 ; Maks777 ; 153 
 1033 ; Знак. Московское нумизматическое общество (1888-2008) ; ММД ;  ; Б/м ; AU ; 69 ; vborisevich1 ; 1541 
 1034 ; Жетон. Санкт-Петербург. В буклете. D-40мм ;  ;  ; Ж/м ; Unc ; 20 ; саров ; 306 
 1035 ; Жетон. Петергоф. В буклете. D-40мм ;  ;  ; Ж/м ; Unc ; 45 ; саров ; 109 
 1036 ; Жетон. Кронштадт. В буклете. D-40мм ;  ;  ; Ж/м ; Unc ; 44 ; st-micke ; 255 
 1037 ; Жетон для прохода в метрополитен. Станция "Парнас". В буклете ; 2006 ;  ; Ж/м ; AU ; 64 ; E.V.A. ; 4049 
 1038 ; Жетон для прохода в метрополитен. Станция "Обводный канал". В буклете ; 2010 ;  ; Ж/м ; AU ; 62 ; vborisevich1 ; 405 
 1039 ; Жетон для прохода в метрополитен. ОАО "Метрострой". В буклете ; 2011 ;  ; Ж/м ; AU ; 29 ; vborisevich1 ; 201 
 1040 ; Лот знаков (3шт): Отличники ;  ;  ; Ж/м, эмаль ; VF-/VF ; 43 ; KYZIA ; 309 
 1041 ; Лот знаков  (2шт): рабочая эстафета ;  ;  ; Al ; VF/XF- ; 19 ; egorkras ; 20 
 1042 ; Лот знаков (3шт): автомобили ;  ;  ; Al ; VF/VF- ; 17 ; Pantera ; 34 
 1043 ; Лот знаков (4шт): ВЛКСМ ;  ;  ; Al ; VF+/VF-XF ; 33 ; Al0851 ; 65 
 1044 ; Лот знаков (3шт): Турист СССР (разные выпуски) ;  ;  ; Al ; VF+/VF-XF ; 13 ; Gera_K ; 24 
 1045 ; Лот знаков (3шт): юбилеи заводов ;  ;  ; Al ; VF/VF+ ; 11 ; egorkras ; 21 
 1046 ; Лот иностранных знаков (3шт) ;  ;  ; Ж/м ; XF/AU ; 26 ; dimon46 ; 42 
 1047 ; Лот значков "Корабли" (7шт) ;  ;  ; Al ; VF-/VF+ ; 59 ; Pantera ; 77 
 1048 ; Лот значков "Юный" (7шт) ;  ;  ; Al, ж/м,эмаль ; VF/VF-XF ; 12 ; мурик ; 148 
 1049 ; Лот знаков (2шт): 50 лет СССР ;  ;  ; Пластмасса ; VF/VF- ; 3 ; Sterh ; 3 
 1050 ; Лот знаков (3шт): Ленин, Горький ;  ;  ; Al ; VF/VF+ ; 11 ; himik121 ; 11 
 951 ; Знак  об окончании ВМА им. Н.Г. Кузнецова ;  ;  ; Б/м, эмаль ; VF+ ; 124 ; shdm ; 891 
 952 ; Знак об окончании ТОВВМУ им. Макарова ;  ;  ; Б/м, эмаль ; VF-XF ; 106 ; 542 ; 567 
 953 ; Знак об окончании ВВМИОЛУ им. Дзержинского ;  ;  ; Б/м, эмаль ; XF+ ; 113 ; spbmila ; 1122 
 954 ; Знак. Леновощ торг ;  ;  ; Ж/м ; VF+ ; 38 ; М662 ; 352 
 955 ; Знак. За дальний поход. Запад-2003 ;  ;  ; Ж/м, эмаль ; VF-XF ; 38 ; Sailsun ; 402 
 956 ; Знак. 850 лет городу Владимир ;  ;  ; Ж/м, эмаль ; VF- ; 31 ; fillin ; 51 
 957 ; Знак. 20 лет СеверГазСвязь ;  ;  ; Ж/м ; VF- ; 15 ; persik ; 16 
 958 ; Знак. III всесозный гидрологический съезд 1957 ; ЛМД ;  ; Ж/м ; VF+ ; 11 ; Sailsun ; 94 
 959 ; Знак. Нева ;  ;  ; Ж/м ; XF+ ; 11 ; persik ; 11 
 960 ; Знак. XXV съезд КПСС ;  ;  ; Ж/м, эмаль ; VF- ; 29 ; fillin ; 35 
 961 ; Знак. 30 лет Строительному тресту №34 Главвапстроя. Волхов 1944-1974 ;  ;  ; Ж/м ; VF+ ; 24 ; никсер ; 32 
 962 ; Знак. 30 лет Освобождения Львова. Украина ;  ;  ; Ж/м, эмаль ; VF+ ; 56 ; М662 ; 281 
 963 ; Знак. 25 лет учебному центру ;  ;  ; Б/м ; VF ; 27 ; aviator ; 47 
 964 ; Знак. Фестиваль 1957 ; ЛМД ;  ; Ж/м ; XF ; 7 ; никсер ; 114 
 965 ; Знак. 50 лет ЛЗИВ ;  ;  ; Ж/м, эмаль ; VF ; 16 ; 1-3-sp ; 15 
 966 ; Знак. Пивзавод "Степан Разин. Санкт-Петербург" ;  ;  ; Ж/м ; AU ; 36 ; st-micke ; 102 
 967 ; Знак. За окончание ВВМУ им. Фрунзе ;  ;  ; Б/м, ж/м, эмаль ; VF ; 103 ; spbmila ; 1275 
 968 ; Бронзовая медаль ВДНХ. D-23мм ;  ;  ; Томпак ; XF ; 55 ; Скрудж ; 64 
 969 ; Знак. Отличник ВМФ ;  ;  ; Ж/м, эмаль ; XF- ; 17 ; грос79 ; 91 
 970 ; Знак. Почетный мастер нефтяной промышленности ;  ;  ; Ж/м, эмаль ; AU ; 148 ; olvl_78 ; 561 
 971 ; Знак. 800 лет г. Москва ;  ;  ; Ж/м, эмаль ; VF+ ; 28 ; mirumir ; 492 
 972 ; Знак. 13-й эскадренный миноносец  "Безбоязненный" ; ЛМД ;  ; Ж/м, эмаль ; XF- ; 94 ; NSN ; 159 
 973 ; Знак. БГАРФ ; ЛМД ;  ; Al ; AU ; 76 ; 439 ; 98 
 974 ; Знак. Гвардия СССР ;  ;  ; Ж/м, эмаль ; XF- ; 8 ; саров ; 60 
 975 ; Знак. Москва-80 ;  ;  ; Б/м, эмаль ; VF ; 28 ; mirumir ; 86 
 976 ; Знак "За службу на Кавказе" ;  ;  ; Ж/м ; AU ; 26 ; Maks777 ; 138 
 977 ; Знак "бронзовый". Выставка народного хозяйства ;  ;  ; Ж/м ; VF ; 5 ; FRAK ; 116 
 978 ; Знак "Специалист-мастер" (для рядовых) ;  ;  ; Ж/м, эмаль ; XF+ ; 41 ; Sky2 ; 65 
 979 ; Знак "Юный техник СССР" ; ММД ;  ; Ж/м, эмаль ; VF ; 9 ; 555650 ; 77 
 980 ; Знак. 50 лет Химзаводу Переславль ;  ;  ; Ж/м ; VF-XF ; 16 ; 1-3-sp ; 16 
 981 ; Знак. Кубок Большой Невы ;  ;  ; Ж/м, эмаль ; VF- ; 95 ; Mike! ; 155 
 982 ; Знак. Олимпиада. Эмблема олимпийских игр ;  ;  ; Ж/м ; XF ; 3 ; fillin ; 4 
 983 ; Знак "Русский сувенир" ;  ;  ; Ж/м, эмаль ; VF- ; 3 ; mirumir ; 4 
 984 ; Знак. Турист СССР ;  ;  ; Ж/м, эмаль ; VF+ ; 7 ; мурик ; 57 
 985 ; Знак. XXX съезд Комсомола ;  ;  ; Ж/м, эмаль ; VF+ ; 118 ; semenb ; 683 
 986 ; Знак. Отличник военного строительства ;  ;  ; Ж/м, эмаль ; VF ; 24 ; olvl_78 ; 70 
 987 ; Знак. Белоруссия ;  ;  ; Ж/м ; AU ; 28 ; Майкл ; 226 
 988 ; Знак "За окончание Технологического института им. Ленсовета" ;  ;  ; Ж/м, эмаль ; F-VF ; 59 ; lsp25 ; 1122 
 989 ; Знак "За окончание музыкального ВУЗа" ; ЛМД ;  ; Al ; AU ; 34 ; mirumir ; 155 
 990 ; Знак. БГТО ;  ;  ; Al ; AU ; 12 ; olvl_78 ; 24 
 991 ; Знак "Депутат районного совета" ;  ;  ; Al ; XF+ ; 7 ; Al0851 ; 28 
 992 ; Знак. Москва 1980. Олимпиада ;  ;  ; Б/м, эмаль ; VF- ; 35 ; fillin ; 57 
 993 ; Знак. Болгария ;  ;  ; Ж/м, эмаль ; F-VF ; 46 ; Sky2 ; 104 
 994 ; Знак. Гвардия СССР ;  ;  ; Ж/м, эмаль ; F-VF ; 9 ; obr73 ; 143 
 995 ; Знак. Классности для рядового и сержанского состава. Специалист 1 класса ; 1972-1974 ;  ; Al ; AU ; 52 ; kons7 ; 75 
 996 ; Знак. Классности для рядового и сержанского состава. Специалист 2 класса ; 1972-1974 ;  ; Al ; AU ; 29 ; Pantera ; 55 
 997 ; Знак Парашютист ;  ;  ; Ж/м,эмаль ; XF- ; 42 ; shdm ; 453 
 998 ; Знак. 50 лет Советского танкостроения (1921-1971) ;  ;  ; Ж/м ; XF- ; 30 ; egorkras ; 155 
 999 ; Знак. За мужество и любовь к отечеству (1941-1945) ;  ;  ; Ж/м ; XF ; 48 ; Blagorodie ; 174 
 1000 ; Знак . БГАРФ ;  ;  ; Al ; AU ; 83 ; NSN ; 114 
 901 ; Медаль. 25 лет народной власти. Болгария ;  ;  ; Ж/м ; XF ; 24 ; stivenson ; 90 
 902 ; Медаль. 25 лет безупречной службы. Австрия ;  ;  ; Ж/м ; AU ; 130 ; veektor ; 351 
 903 ; Кокарда "КТР". Венгрия ;  ;  ; Б/м ; VF+ ; 44 ; medal85 ; 81 
 904 ; Медаль. Швеция ;  ;  ; Ж/м ; VF-XF ; 19 ; veektor ; 175 
 905 ; Крест Заслуг 2 степени. Польша ;  ;  ; Б/м,эмаль ; VF+ ; 27 ; саров ; 666 
 906 ; Медаль. 5-й год правления. Ватикан, Папа Пий XI (1922-1939). D-44мм ; 1926 ;  ; Ag ; XF- ; 11 ; S1952 ; 1381 
 907 ; Медаль. Подписание мирного договора с Республикой Соединённых Провинций Нидерландов. Франция, Людовик XIV. D-41мм ; Конец XIXв. ;  ; Br ; XF+ ; 6 ; ealiev ; 1343 
 908 ; Жетон. Дворянство Мэна. Герб Людовика де Буше, маркиза Суше. Франция, Людовик XIV. D-28мм ; 1700 ;  ; Ag ; F-VF ; 29 ; kont ; 2094 
 909 ; Жетон. Адвокаты Лиона. Франция, 1-я республика, Консулат. D-32мм ; 1799-1804 ;  ; Ag ; VF- ; 66 ; ealiev ; 1552 
 910 ; Жетон. Палата нотариусов Лилля. Франция, 2-я республика. D-35мм ; 1849 ;  ; Ag ; VF- ; 24 ; eres ; 1306 
 911 ; Жетон. Визит Эдуаррда VII в Манчестер. Великобритания. D-24мм. Ремонт 12 часов ; 1905 ;  ; Br ; VF- ; 73 ; eres ; 265 
 912 ; Жетон. Коронация Георга V. Великобритания. D-24мм. Ремонт 12 часов ; 1911 ;  ; Br ; VF- ; 38 ; eres ; 159 
 913 ; Спортивный жетон Хельсинского округа. Финляндия ; 1940 ;  ; Б/м ; VF-XF ; 21 ; R2010 ; 204 
 914 ; Медаль. Рига ;  ;  ; Ж/м ; XF+ ; 46 ; grisha2401 ; 57 
 915 ; Медаль. 5-ый конгресс в Генуе. Италия ;  ;  ; Б/м ; VF- ; 33 ; Добрый молодец ; 47 
 916 ; Медаль иностранная ;  ;  ; Ж/м ; VF+ ; 40 ; Vaneev ; 319 
 917 ; Медаль. Камбоджи ;  ;  ; Ж/м ; VF+ ; 116 ; Санитар ; 740 
 918 ; Медаль. Восток ;  ;  ; Ж/м ; VF ; 6 ; 542 ; 17 
 919 ; Медаль. Сингапур ;  ;  ; Б/м ; VF- ; 6 ; 542 ; 26 
 920 ; Медаль. Ватикан. Павел VI ; 1975 ;  ; Б/м ; AU ; 18 ; smaci ; 171 
 921 ; Медаль. Ватикан. Иоанн Павел I ;  ;  ; Б/м ; AU ; 45 ; smaci ; 165 
 922 ; Медаль. Валюта Парижа. Хосписы де Бон ;  ;  ; Ж/м ; AU ; 18 ; саров ; 27 
 923 ; Жетон. Голландия 1890 ;  ;  ; Ж/м ; XF ; 20 ; Poiuyt ; 31 
 924 ; Знак. Заслуженный техник. Польша ;  ;  ; Ж/м, эмаль ; XF- ; 7 ; 542 ; 81 
 925 ; Знак. За окончание Таллинского Политехнического Института. Таллин ;  ;  ; Ag, эмаль ; VF-XF ; 81 ; А_еЧъ ; 2963 
 926 ; Знак. Отличник соцсоревнований совнархоза Литовской ССР ;  ;  ; Ж/м, эмаль ; VF ; 22 ; NSN ; 561 
 927 ; Знак. Карл Маркс. ГДР ;  ;  ; Al ; XF- ; 17 ; 542 ; 34 
 928 ; Знак. Ударнику соц труда в искусстве. ГДР ;  ;  ; Ж/м ; VF ; 16 ; veektor ; 31 
 929 ; Знак- оберег. Горных стрелков егерей. Скол эмали ;  ;  ; Б/м, эмаль ; VF- ; 92 ; volod ; 793 
 930 ; Знак. Союз военной молодежи. Польша ;  ;  ; Б/м, эмаль ; VF ; 38 ; грос79 ; 58 
 931 ; Знак. Стрелковый союз. Германия ;  ;  ; Ж/м, эмаль ; XF+ ; 103 ; кузин ; 271 
 932 ; Знак "50 лет КПСС" ;  ;  ; Ag, эмаль ; VF ; 78 ; astronom ; 611 
 933 ; Знак"Заслуженный химик РСФСР" ;  ;  ; Ж/м, б/м ; F-VF ; 47 ; persik ; 261 
 934 ; Знак "Отличник минудобрений СССР" ;  ;  ; Ж/м, эмаль ; VF ; 63 ; Dahan ; 287 
 935 ; Знак "Почетный транспортник. Минавтотранс РСФСР" ;  ;  ; Ж/м, эмаль ; XF- ; 46 ; Sky2 ; 838 
 936 ; Знак. Ветеран труда. Трест Мосстрой механизация №1 ;  ;  ; Ж/м ; AU ; 23 ; st-micke ; 79 
 937 ; Знак "ДОСААФ СССР" ;  ;  ; Ж/м, эмаль ; VF ; 122 ; 542 ; 377 
 938 ; Знак "ХХХ лет комсомола" ;  ;  ; Ж/м, эмаль ; VF+ ; 72 ; СВл ; 1093 
 939 ; Знак "Отличный паровозник" ;  ;  ; Ж/м, эмаль ; F-VF ; 62 ; medal85 ; 1530 
 940 ; Знак Специалист 1 класса (для рядовых) ; ММД ;  ; Ж/м, эмаль ; XF- ; 6 ; мурик ; 44 
 941 ; Знак. 50 лет Првому всесоюзному слёту стахановцев-энергетиков 1935-1985 ;  ;  ; Ж/м, эмаль ; VF- ; 3 ; imi ; 4 
 942 ; Знак. ВЛКСМ ;  ;  ; Ж/м, б/м ; VF ; 43 ; СВл ; 340 
 943 ; Знак. 50-летие Первого русскогорадиотехнического предприятия ;  ;  ; Ж/м, эмаль ; VF+ ; 32 ; FRAK ; 144 
 944 ; Знак "Отличник Советской армии" ;  ;  ; Ж/м, эмаль ; F-VF ; 24 ; рабинович ; 23 
 945 ; Знак "За освоение новых земель. ЦК ВЛКСМ" ;  ;  ; Ж/м, эмаль ; VF- ; 23 ; 1-3-sp ; 267 
 946 ; Знак "Ветеран". Автомобильная промышленность СССР ;  ;  ; Ж/м ; XF+ ; 33 ; kons7 ; 114 
 947 ; Знак "Отличный вагонник" ;  ;  ; Б/м, эмаль ; F-VF ; 87 ; alexander9595 ; 1530 
 948 ; Знак. Большой театр СССР № 376. Гравировка ; ЛМД ;  ; Б/м ; VF+ ; 213 ; micola.c ; 1912 
 949 ; Знак. Отличный шофер ;  ;  ; Ж/м, эмаль ; F-VF ; 63 ; Lepila ; 1610 
 950 ; Знак. Отличник авиации ;  ;  ; Ж/м, эмаль ; VF- ; 44 ; Lepila ; 1394 
 851 ; Поощрительная медаль ВС. США ;  ;  ; Ж/м ; AU ; 31 ; lsp25 ; 379 
 852 ; Медаль "За службу по защите нации". США ;  ;  ; Ж/м ; AU ; 9 ; Kiracoins ; 209 
 853 ; Медаль национальной гвардии Нью-Йорка "За долговременную службу". США ;  ;  ; Ж/м ; AU ; 47 ; medal85 ; 371 
 854 ; Медаль "бронзовая" "За верную службу в войсках МВД". ГДР ;  ;  ; Ж/м ; XF+ ; 7 ; lsp25 ; 294 
 855 ; Победная медаль. США ;  ;  ; Ж/м ; XF+ ; 34 ; volod ; 370 
 856 ; Поощрительная медаль ВМФ. США ;  ;  ; Ж/м ; AU ; 36 ; kozlevich ; 379 
 857 ; Медаль ВМФ и корпуса морской пехоты "За достижения". США ;  ;  ; Ж/м ; AU ; 39 ; kozlevich ; 337 
 858 ; Медаль с планкой "За долговременную службу по укреплению обороноспособности страны" 2 степени. ГДР ;  ;  ; Б/м ; XF+ ; 39 ; lsp25 ; 333 
 859 ; Медаль с планкой "За долговременную службу по укреплению обороноспособности страны" 3 степени. ГДР ;  ;  ; Ж/м ; AU ; 26 ; veektor ; 334 
 860 ; Медаль национальной обороны. Франция ;  ;  ; Ж/м ; XF ; 37 ; 542 ; 583 
 861 ; Медаль в память войны 1914-1918гг. Регенство Хорти ;  ;  ; Б/м ; VF-XF ; 19 ; medal85 ; 1071 
 862 ; Медаль в память 100-летия кайзера Вильгельма. Германия ;  ;  ; Ж/м ; AU ; 174 ; medal85 ; 1047 
 863 ; Медаль "В память 25-летия независимости". Индия ;  ;  ; Б/м ; XF ; 21 ; alexander9595 ; 351 
 864 ; Медаль члена общества Красного Креста. Япония ;  ;  ; Al ; XF+ ; 61 ; aae2006 ; 502 
 865 ; Орден "За заслуги" японского общества Красного Креста. Япония ;  ;  ; Ag,эмаль ; XF ; 15 ; lsp25 ; 3400 
 866 ; Медаль. За храбрость. Австро-Венгрия ;  ;  ; Br ; VF+ ; 15 ; medal85 ; 860 
 867 ; Военная медаль 1873г. Австро-Венгрия ;  ;  ; Ж/м ; F-VF ; 26 ; medal85 ; 860 
 868 ; Орден "За заслуги перед государством и обществом" 2 ст. Албания ;  ;  ; Б/м,эмаль ; XF ; 34 ; 542 ; 827 
 869 ; Орден "За заслуги" в с/х. Франция ;  ;  ; Ж/м ; AU ; 79 ; huvud ; 1168 
 870 ; Медаль "За отличную службу в боевых бригадах рабочего класса 25 лет". ГДР ;  ;  ; Ж/м ; AU ; 5 ; edv1968 ; 227 
 871 ; Медаль "золотая" "За отличную службу в боевых бригадах рабочего класса" с планкой. ГДР ;  ;  ; Ж/м ; AU ; 21 ; edv1968 ; 227 
 872 ; Медаль "серебряная" "За отличную службу в боевых бригадах рабочего класса" с планкой. ГДР ;  ;  ; Б/м ; AU ; 21 ; aae2006 ; 222 
 873 ; Медаль "бронзовая" "За отличную службу в боевых бригадах рабочего класса" с планкой. ГДР ;  ;  ; Ж/м ; AU ; 17 ; satyrn1 ; 294 
 874 ; Бронзовая медаль гражданских доноров. Бельгия ;  ;  ; Ж/м,эмаль ; XF- ; 52 ; nemo67 ; 601 
 875 ; Медаль "Защитнику независимости". Румыния ;  ;  ; Ж/м ; F-VF ; 41 ; 542 ; 1134 
 876 ; Медаль "За боевые заслуги". Болгария ;  ;  ; Ж/м ; XF+ ; 17 ; Akira ; 160 
 877 ; Крест Европейской конфедерации бывших фронтовиков ; 1991ЛМД ;  ; Ж/м ; AU ; 23 ; biruc ; 1093 
 878 ; Памятная медаль зарубежных миссий и операций. Бельгия ;  ;  ; Ж/м ; AU ; 22 ; medal85 ; 667 
 879 ; Медаль "За воинские заслуги". Бельгия ;  ;  ; Ж/м ; AU ; 27 ; nemo67 ; 570 
 880 ; Медаль "За заслуги". Бельгия ;  ;  ; Ж/м ; AU ; 37 ; Akira ; 777 
 881 ; Медаль "За Отличную Службу в Боевых бригадах Рабочего Класса" "золотая" "За 25 лет". ГДР. С планкой ;  ;  ; Ж/м ; AU ; 20 ; satyrn1 ; 208 
 882 ; Медаль Песталоцци "За верную службу" "золотая". ГДР ;  ;  ; Ж/м ; AU ; 20 ; DATR ; 200 
 883 ; Медаль Песталоцци "За верную службу" "серебряная". ГДР ;  ;  ; Б/м ; AU ; 4 ; DATR ; 200 
 884 ; Медаль Песталоцци "За верную службу" "бронзовая". ГДР ;  ;  ; Ж/м ; AU ; 3 ; DATR ; 200 
 885 ; Военный крест 1914-1918гг на ленте. Франция ;  ;  ; Ж/м ; VF+ ; 29 ; Murat_a ; 787 
 886 ; Орден Заслуг Польской Республики 1974г. на ленте. Польша ;  ;  ; Б/м, эмаль ; XF- ; 43 ; veektor ; 1013 
 887 ; Орден Знамени труда II ст. Польша ;  ;  ; Б/м, эмаль ; VF-XF ; 17 ; medal85 ; 567 
 888 ; Орден Строителей народной Польши. Польша ;  ;  ; Ж/м, эмаль ; AU ; 47 ; Sky2 ; 1019 
