 4359 ; Бона иностранная ;  ;  ;  ;  ; 20 ; shneyder ; 79 
 992 ; Знак иностраннный ;  ;  ; Al ; VF+ ; 10 ; Григорий ; 49 
 993 ; Лот медалей (2шт): В ознаменование первых побед Красной армии. Псков (1918-1969). D-100мм, Брестская крепость-герой (1941-1971). D-56мм ;  ;  ; Al ; VF-/VF ; 17 ; Maks777 ; 138 
 994 ; Лот из 2- х медалей (Гостиница "Октябрьская". D-33мм, Петергоф-Петродворец. D-65мм) ;  ;  ; Al ; VF+/XF ; 12 ; кабачок ; 32 
 995 ; Лот медалей (2шт): Курская организация Союза художников РСФСР. D-78мм, 2-ой всесоюзный фестиваль народного творчества. 70-летию Великого Октября посвящается. D-60мм ;  ;  ; Al ; VF-/VF ; 23 ; kask ; 61 
 996 ; Лот знаков (3шт): Универмаг "Юбилей", Торговая фирма "Детский мир", Универмаг "Гостинный двор" ;  ;  ; Al ; XF-/XF ; 14 ; kask ; 68 
 997 ; Лот значков обокончании ВУЗа и техникума: 4шт ;  ;  ; Аl ; XF-/XF ; 33 ; dimon46 ; 108 
 998 ; Лот значков (Первенство): 11шт ;  ;  ; Al ; VF-/VF-XF ; 32 ; Григорий ; 32 
 999 ; Лот значков (Отличники): 2шт. Отломаны крепления ; ЛМД, ММД ;  ; Al ; AU ; 9 ; Citi ; 216 
 1000 ; Лот значков: 17шт ;  ;  ; Al,ж/м ; VF-/VF+ ; 34 ; allur65 ; 47 
 1001 ; Лот значков "XIV съезд ВЛКСМ": 2шт ; ЛМД ;  ; Ж/м,эмаль ; XF-/XF ; 52 ; Citi ; 3060 
 1002 ; Лот значков (ГТО): 7шт ;  ;  ; Al ; F-VF/VF ; 21 ; alex09 ; 22 
 1003 ; Лот значков (Борьба): 6шт ;  ;  ; Al,ж/м ; XF/XF+ ; 5 ; никсер ; 33 
 1004 ; Лот значков (Ленин): 7шт ;  ;  ; Al ; VF/XF ; 3 ; dimon46 ; 53 
 1005 ; Лот значков (космос): 4шт ;  ;  ; Al ; VF+/XF ; 5 ; imi ; 22 
 1006 ; Лот значков (Кремль. Спасская башня): 2шт ; ММД ;  ; Б/м,эмаль ; VF+/XF ; 29 ; 7752157 ; 359 
 1007 ; Лот значков (ГТО 1 ступени): 2шт ;  ;  ; Б/м,ж/м,эмаль ; VF+/XF ; 22 ; alex09 ; 895 
 1008 ; Лот значков (туризм): 6шт ;  ;  ; Al ; VF/VF+ ; 4 ; allur65 ; 32 
 1009 ; Лот знаков СССР (2шт): Трест столовых Петроградского р-на. D-60мм. Знак. Стандарт. Ленинград ;  ;  ; Al ; VF/VF+ ; 8 ; Григорий ; 53 
 1010 ; Лот знаков СССР (3шт): Ленкультторг, Лентрикотажторг, Ленобувьторг ; ЛМД ;  ; Al ; XF/AU ; 54 ; М662 ; 174 
 1011 ; Лот знаков (2шт): Дом ленинградской торговли, 50 лет советской военной торговли ;  ;  ; Al ; AU ; 9 ; kask ; 51 
 1012 ; Лот значков (Олимпиада 1980) 5шт ;  ;  ; Al ; VF/VF+ ; 23 ; allur65 ; 23 
 1013 ; Лот значков (1 разряд): 3шт ;  ;  ; Al ; VF-XF/XF ; 17 ; sveta6369 ; 55 
 1014 ; Лот медалей (2шт): Белорусская  Республиканская филателистическая выставка. 50 лет БССР (1919-1969). D-50мм, Филателистическая выставка. D-50мм ;  ;  ; Al ; VF-/VF ; 25 ; kask ; 46 
 1015 ; Лот значков "Рига" (4шт) ;  ;  ; Ж/м,эмаль ; XF- ; 2 ; Mike! ; 30 
 1016 ; Лот значков (6шт) ;  ;  ; Al ; VF-/VF+ ; 10 ; Maks777 ; 9 
 1017 ; Лот значков (Отличники): 3шт ;  ;  ; Al ; XF/AU ; 24 ; 462 ; 136 
 1018 ; Лот знаков СССР (3шт): Ленинградодежда, Ленкнига, ЛМТ ;  ;  ; Al ; VF/XF ; 63 ; kask ; 77 
 1019 ; Лот значков (морские): 8шт ;  ;  ; Al ; VF+/XF ; 13 ; dimon46 ; 29 
 1020 ; Лот значков (ХСЗ): 2шт ;  ;  ; Б/м ; VF+/VF ; 23 ; Citi ; 196 
 1021 ; Лот значков (комсомол): 6шт ;  ;  ; Al ; XF/XF+ ; 4 ; нэри ; 67 
 1022 ; Лот значков (10шт) ;  ;  ; Al ; VF/VF+ ; 17 ; 462 ; 17 
 1023 ; Лот значков (8шт) ;  ;  ; Al ; VF-/VF+ ; 2 ; Sterh ; 3 
 1024 ; Лот жетонов (4шт). Сломано ушко, отверстие ;  ;  ; Br,Б/м ; F+/F-VF ; 42 ; Григорий ; 53 
 1025 ; Лот значков Города (6шт) ;  ;  ; Al ; VF/VF+ ; 12 ; Maks777 ; 13 
 1026 ; Лот знаков ДОСААФ СССР (2шт): Водитель мотоцикла, водитель автомобиля ;  ;  ; Al ; VF/VF- ; 16 ; вик21 ; 80 
 1027 ; Лот значков "Города Прибалтики и пр." (16шт) ;  ;  ; Al, ж/м, б/м ; VF-/VF ; 4 ; KYZIA ; 100 
 1028 ; Лот значков (10шт) ;  ;  ; Al ; VF/VF-XF ; 10 ; Maks777 ; 17 
 1029 ; Лот жетонов (3шт): таксофон, Железная дорога, Джекпот ;  ;  ; Ж/м, пластмасса ; VF-/VF+ ; 13 ; koga ; 36 
 1030 ; Лот значков Города (6шт) ;  ;  ; Al ; VF+/XF- ; 16 ; Maks777 ; 13 
 1031 ; Лот значков СССР (3шт): Х съезд физиологов СССР 1964г. в Ереване, Научно-техническая конференция 1978, К 100-летию парового поезда ;  ;  ; Al ; VF-/VF+ ; 14 ; Григорий ; 19 
 1032 ; Лот знаков СССР (2шт): 50 лет СССР (1922-1972), 50 лет ;  ;  ; Al ; XF/AU ; 55 ; kask ; 90 
 1033 ; Лот значков Грузинской ССР (5шт) ;  ;  ; Al, пластмасса, ; VF-/VF+ ; 10 ; Sterh ; 10 
 1034 ; Лот значков "Ахтубинская спецшкола ВВС": 3шт ; СПМД ;  ; Ж/м ; AU ; 105 ; Lepila ; 1632 
 935 ; Знак ДСО "Динамо". Киев ;  ;  ; Ж/м,эмаль ; VF ; 25 ; alex09 ; 28 
 936 ; Знак 50 лет СССР ;  ;  ; Б/м,эмаль ; XF ; 79 ; 7752157 ; 111 
 937 ; Знак ДОСААФ СССР ;  ;  ; Ж/м,эмаль ; F-VF ; 24 ; alex09 ; 57 
 938 ; Знак ДСО "Труд" ;  ;  ; Ж/м,эмаль ; VF+ ; 13 ; alex09 ; 23 
 939 ; Знак Земля Венера СССР ;  ;  ; Ж/м,эмаль ; VF+ ; 4 ; alex09 ; 61 
 940 ; Знак 150 лет ВИА им Ф.Э.Дзержинского ; ММД ;  ; Ж/м,эмаль ; XF ; 26 ; Терехин ; 767 
 941 ; Знак ЦК ВЛКСМ "Золотой мастерок" №4152 ;  ;  ; Ж/м ; VF ; 64 ; ААФ ; 1590 
 942 ; Знак Пожарная охрана МВД ; ММД ;  ; Ж/м,эмаль ; AU ; 37 ; lsp25 ; 526 
 943 ; Знак 14.09.1959 ;  ;  ; Ж/м,эмаль ; VF ; 4 ; alex09 ; 61 
 944 ; Знак. Фестиваль ;  ;  ; Ж/м, эмаль ; VF+ ; 37 ; нэри ; 127 
 945 ; Знак . Всегда готов III ст. ;  ;  ; Ж/м, эмаль ; XF ; 29 ; xabib ; 90 
 946 ; Знак. Мир ;  ;  ; Ж/м, эмаль ; VF ; 24 ; semenb ; 53 
 947 ; Знак. За мир и дружбу ; ЛМД ;  ; Ж/м ; XF+ ; 10 ; фёкла ; 22 
 948 ; Знак. Корабль "Отличный" ;  ;  ; Ж/м ; AU ; 41 ; korsar ; 421 
 949 ; Знак. XXVII делегат съезда хирургов СССР 1960г ;  ;  ; Ж/м, эмаль ; XF ; 79 ; NSN ; 525 
 950 ; Знак. Донор СССР ;  ;  ; Ж/м, эмаль ; F-VF ; 33 ; OMT ; 204 
 951 ; Знак. Готов к труду и обороне СССР II ст. Отличник ;  ;  ; Ж/м, эмаль ; VF- ; 28 ; kask ; 563 
 952 ; Знак. Турист СССР ;  ;  ; Ж/м, эмаль ; F-VF ; 5 ; Lepila ; 77 
 953 ; Знак. ДСО "Спартак" ;  ;  ; Ж/м, эмаль ; VF ; 20 ; Mike! ; 138 
 954 ; Знак. БГТО ;  ;  ; Ж/м, эмаль ; VF ; 23 ; kask ; 50 
 955 ; Знак. 90 лет СНСЗ ;  ;  ; Б/м ; XF ; 44 ; Novo98 ; 257 
 956 ; Знак. ЛТА ;  ;  ; Ж/м, эмаль ; XF- ; 13 ; mirumir ; 141 
 957 ; Знак. Коллегия судей по легкой атлетике 1957г ; ЛМД ;  ; Ж/м, эмаль ; XF ; 20 ; Mike! ; 372 
 958 ; Знак. Охрана. Северная пальмира 1997г ;  ;  ; Ж/м ; AU ; 23 ; kask ; 24 
 959 ; Знак. Аэрофлот Ил-18 ; ЛМД ;  ; Ж/м. эмаль ; VF ; 24 ; никсер ; 57 
 960 ; Знак. Афганвет ;  ;  ; Ж/м ; VF+ ; 25 ; kask ; 26 
 961 ; Знак Начальник караула. Внутренние войска МВД СССР. Размеры: 53 на 72мм ;  ;  ; Al ; AU ; 30 ; alex09 ; 53 
 962 ; Знак ВИСМ  с удостоверением ;  ;  ; Б/м,эмаль ; VF+ ; 72 ; Mike! ; 261 
 963 ; Знак V спартакиада Латвии ;  ;  ; Ж/м,эмаль ; VF+ ; 6 ; alex09 ; 75 
 964 ; Знак Спартакиада. Борьба. Лива, Вильнюс ; 1960 ;  ; Ж/м,эмаль ; VF ; 34 ; alex09 ; 35 
 965 ; Знак Пожарной охраны ЭССР ; 50-е гг 20 века ;  ; Ж/м ; VF+ ; 100 ; никсер ; 714 
 966 ; Знак Декада русского искусства в Эстонии ;  ;  ; Б/м,эмаль ; F-VF ; 3 ; ur_adamov ; 4 
 967 ; Знак VII спартакиада Литва ; 1978 ;  ; Ж/м,эмаль ; VF ; 1 ; alex09 ; 2 
 968 ; Знак. Отличник по боевой и политической подготовке. Болгария ;  ;  ; Ж/м,эмаль ; VF ; 15 ; Lepila ; 22 
 969 ; Знак Летчик 1 класса ;  ;  ; Б/м ; AU ; 36 ; Lepila ; 79 
 970 ; Знак "За заслуги". Польша ;  ;  ; Ж/м,эмаль ; VF+ ; 5 ; Sterh ; 6 
 971 ; Знак Азия ;  ;  ; Б/м ; VF ; 35 ; Григорий ; 76 
 972 ; Знак Общество спорта и техники. ГДР ;  ;  ; Ж/м,эмаль ; VF ; 39 ; Григорий ; 144 
 973 ; Знак За охрану границ. Чехословакия №1068 ;  ;  ; Ж/м,эмаль ; XF- ; 64 ; Lepila ; 209 
 974 ; Знак. Шахтер-передовик. Польша ;  ;  ; Б/м,эмаль ; F-VF ; 16 ; marson2010 ; 150 
 975 ; Знак Звезда. Югославия ? ;  ;  ; Ж/м,эмаль ; VF ; 35 ; kask ; 399 
 976 ; Знак "В случае аварии вызвать священика " ;  ;  ; Б/м ; AU ; 29 ; dimon46 ; 119 
 977 ; Знак. Отличный солдат. Польша ;  ;  ; Б/м,эмаль ; VF ; 134 ; zodiak ; 368 
 978 ; Знак. Отличный солдат. Польша ;  ;  ; Б/м,эмаль ; VF ; 119 ; zodiak ; 369 
 979 ; Знак. Отличный солдат. Польша ;  ;  ; Ж/м,эмаль ; F-VF ; 2 ; alek99 ; 10 
 980 ; Знак. Отличный солдат. Польша ;  ;  ; Б/м,эмаль ; VF+ ; 27 ; М662 ; 116 
 981 ; Знак. Легница. Древний польский город ;  ;  ; Ж/м, эмаль ; VF ; 7 ; ленин1 ; 8 
 982 ; Знак. Профсоюзный день в Комарно. Словакия ; 1952 ;  ; Ж/м ; XF- ; 17 ; Григорий ; 21 
 983 ; Знак. Международная многодневная велогонка. WBP ; 1952 ;  ; Ж/м ; VF ; 30 ; Григорий ; 34 
 984 ; Знак. Турист. ГДР ;  ;  ; Ж/м,эмаль ; XF- ; 5 ; Lepila ; 53 
 885 ; Знак ДСО "Буревестник" ;  ;  ; Ж/м ; VF ; 24 ; Григорий ; 57 
 886 ; Знак Спорт 2 место ;  ;  ; Ж/м,эмаль ; VF ; 47 ; Citi ; 101 
 887 ; Знак ДСО "Трудовые резервы" 2 место ;  ;  ; Ж/м,эмаль ; VF+ ; 44 ; alex09 ; 260 
 888 ; Знак ДСО "Трудовые резервы" Чемпион ;  ;  ; Ж/м,эмаль ; VF+ ; 49 ; Mick 1 ; 331 
 889 ; Знак ДСО "Трудовые резервы" 3 место ;  ;  ; Ж/м,эмаль ; VF+ ; 74 ; alex09 ; 204 
 890 ; Знак. Первенство города 3 место Казахская ССР ;  ;  ; Ж/м,эмаль ; VF- ; 65 ; alex09 ; 135 
 891 ; Знак Областное первенство "Динамо" 3 место ;  ;  ; Ж/м,эмаль ; VF ; 22 ; alex09 ; 114 
 892 ; Знак Областное первенство "Динамо" 2 место ;  ;  ; Ж/м,эмаль ; XF- ; 26 ; kask ; 149 
 893 ; Знак ЦСС ДСО "Буревестник". Стрельба 2 место ;  ;  ; Ж/м,эмаль ; VF+ ; 63 ; qwe1000 ; 540 
 894 ; Знак Альпинист СССР ;  ;  ; Ж/м,эмаль ; VF+ ; 23 ; alex09 ; 185 
 895 ; Знак Московская область. Спартакиада ; 1962 ;  ; Ж/м,эмаль ; VF+ ; 31 ; alex09 ; 82 
 896 ; Знак Спартакиада народов РСФСР ; 1956 ;  ; Ж/м,эмаль ; XF ; 52 ; semenb ; 145 
 897 ; Знак Спартакиада народов СССР ;  ;  ; Ж/м,эмаль ; VF+ ; 41 ; никсер ; 110 
 898 ; Знак Олимпиада ;  ;  ; Б/м,эмаль ; VF ; 16 ; mirumir ; 48 
 899 ; Знак Спартакиада Кировской обл ;  ;  ; Ж/м,эмаль ; XF- ; 66 ; kask ; 89 
 900 ; Знак Спартакиада КаССР ;  ;  ; Ж/м,эмаль ; VF-XF ; 52 ; kask ; 87 
 901 ; Знак 2.01.1959 ;  ;  ; Ж/м,эмаль ; VF- ; 41 ; alex09 ; 84 
 902 ; Знак VII спартакиада "Динамо" ; 1965 ;  ; Ж/м,эмаль ; VF ; 5 ; alex09 ; 17 
 903 ; Знак ФВС (федерация велоспорта) СССР ;  ;  ; Ж/м,эмаль ; XF- ; 47 ; vic2 ; 180 
 904 ; Знак Спартакиада профсоюзов Казахской ССР ; 1961 ;  ; Ж/м,эмаль ; VF+ ; 37 ; alex09 ; 114 
 905 ; Знак Спартакиада ; 1959ЛМД ;  ; Ж/м ; XF- ; 23 ; alex09 ; 23 
 906 ; Знак Мировая спартакиада ; 1934 ;  ; Ж/м,эмаль ; XF ; 85 ; lesnik1 ; 1711 
 907 ; Знак. Специалист 1 класса (для рядовых). Отсутствует эмаль на л/с ; ММД ;  ; Ж/м,эмаль ; VF+ ; 1 ; alex09 ; 2 
 908 ; Знак. Специалист 1 класса (для рядовых) ; ММД ;  ; Ж/м,эмаль ; XF ; 23 ; мурик ; 45 
 909 ; Знак. Коллегия судей по спорту 2 категории ;  ;  ; Ж/м,эмаль ; VF ; 41 ; alex09 ; 41 
 910 ; Знак 25 лет заводу "Калибр" ;  ;  ; Ж/м,эмаль ; VF ; 7 ; alex09 ; 29 
 911 ; Знак Парашютист ;  ;  ; Ж/м,эмаль ; XF- ; 69 ; Trespass ; 341 
 912 ; Знак Парашютист ;  ;  ; Ж/м,эмаль ; VF- ; 14 ; Mike! ; 449 
 913 ; Знак Отличный разведчик ;  ;  ; Ж/м,эмаль ; VF ; 34 ; Lepila ; 1611 
 914 ; Знак Отличный пулеметчик ;  ;  ; Ж/м,эмаль ; VF ; 33 ; Lepila ; 1588 
 915 ; Знак об окончании Государственного университета ; ЛМД ;  ; Ж/м,эмаль ; VF+ ; 4 ; грос79 ; 102 
 916 ; Знак За веру и верность ;  ;  ; Б/м,эмаль ; AU ; 33 ; Maks777 ; 365 
 917 ; Знак. Фестиваль молодежи СССР ; 1957ММД ;  ; Ж/м,эмаль ; XF- ; 23 ; marson2010 ; 23 
 918 ; Знак ЦК ВЛКСМ "Золотой колос" ;  ;  ; Б/м ; AU ; 70 ; вик21 ; 90 
 919 ; Знак. 250 лет дорожной отрасли ;  ;  ; Ж/м ; XF+ ; 1 ; Mike! ; 122 
 920 ; Знак Гвардия СССР ;  ;  ; Ж/м,эмаль ; F-VF ; 56 ; Lepila ; 306 
 921 ; Знак Кремль ;  ;  ; Ж/м,эмаль ; VF+ ; 13 ; alex09 ; 13 
 922 ; Знак ДСО "Буревестник". Областной совет 3 место ;  ;  ; Ж/м,эмаль ; XF ; 16 ; Mike! ; 148 
 923 ; Знак ДСО "Буревестник". Областной совет 2 место ;  ;  ; Ж/м,эмаль ; XF- ; 33 ; Mike! ; 148 
 924 ; Знак ДСО "Буревестник". Областной совет Чемпион ;  ;  ; Ж/м,эмаль ; VF+ ; 15 ; Mike! ; 166 
 925 ; Знак ЦСС ДСО "Буревестник" 3 место ;  ;  ; Ж/м,эмаль ; VF+ ; 42 ; qwe1000 ; 549 
 926 ; Знак ДСО "Трудовые резервы" ;  ;  ; Ж/м,эмаль ; VF- ; 17 ; alex09 ; 63 
 927 ; Знак ДСО "Труд" Баскетбол 2 место ;  ;  ; Ж/м,эмаль ; VF- ; 35 ; Mike! ; 291 
 928 ; Знак ДСО "Труд" Стрельба 3 место ;  ;  ; Ж/м,эмаль ; VF+ ; 23 ; alex09 ; 312 
 929 ; Знак Юный Динамовец 1 место. Первенство АССР ;  ;  ; Ж/м,эмаль ; XF ; 27 ; kask ; 150 
 930 ; Знак ДСО "Динамо" ;  ;  ; Ж/м,эмаль ; VF+ ; 15 ; alex09 ; 159 
 931 ; Знак ДСО "Наука" ;  ;  ; Ж/м,эмаль ; VF ; 33 ; мурик ; 222 
 932 ; Знак ДСО "Динамо" ;  ;  ; Ж/м,эмаль ; VF ; 11 ; Citi ; 51 
 933 ; Знак ДСО "Динамо" ; ММД ;  ; Ж/м,эмаль ; F-VF ; 49 ; 7752157 ; 140 
 934 ; Знак 30 лет ДСО "Буревестник" "За активную работу" ;  ;  ; Б/м,эмаль ; F-VF ; 75 ; alek99 ; 99 
 835 ; Знак. Калуга ;  ;  ; Б/м,эмаль ; VF ; 3 ; Григорий ; 31 
 836 ; Знак. Игры доброй воли. Москва 86 ;  ;  ; Ж/м ; F-VF ; 4 ; Григорий ; 22 
 837 ; Знак 40 лет комсомолу Киргизии ;  ;  ; Al ; VF+ ; 41 ; semenb ; 59 
 838 ; Знак Иркутское военное училище ;  ;  ; Ж/м ; XF ; 90 ; ur_adamov ; 2081 
 839 ; Знак 60 лет погранвойск КГБ СССР ;  ;  ; Ж/м ; XF ; 43 ; Citi ; 1311 
 840 ; Знак "За механизацию и автоматизацию в металлургии" МЧМ СССР ;  ;  ; Ж/м ; XF ; 18 ; murew ; 90 
 841 ; Знак СВУ IV выпуск ;  ;  ; Ж/м ; VF+ ; 51 ; smirnoff ; 204 
 842 ; Знак Строитель Плявинской ГЭС им В.И.Ленина ;  ;  ; Б/м ; XF ; 7 ; Григорий ; 45 
 843 ; Знак Участник боевых действий МВД ;  ;  ; Б/м ; AU ; 20 ; ANDREYMAG ; 183 
 844 ; Знак 300 лет Уральскому казачьему войску ;  ;  ; Б/м ; VF ; 42 ; Добрый молодец ; 273 
 845 ; Знак. Общественный инспектор по охране природы. Размеры: 41 на 64мм ;  ;  ; Al ; VF+ ; 55 ; lesnik1 ; 59 
 846 ; Знак. Гвардия СССР ;  ;  ; Al ; VF- ; 6 ; Григорий ; 19 
 847 ; Знак. об окончании Медицинского ВУЗа ; ЛМД ;  ; Al, эмаль ; XF- ; 25 ; dimon46 ; 24 
 848 ; Знак. Отличник Советской Армии ;  ;  ; Al ; VF+ ; 2 ; dimon46 ; 8 
 849 ; Знак. Фестиваль. Отломан крепеж ; 1957 ;  ; Ж/м ; F-VF ; 17 ; Григорий ; 32 
 850 ; Знак за окончание БГАРФ ; ЛМД ;  ; Al ; AU ; 45 ; DM2713 ; 255 
 851 ; Знак. Народный артист Украинской ССР ;  ;  ; Б/м ; XF- ; 53 ; Citi ; 380 
 852 ; Знак 50 лет Московскому государственному театру оперетты 1927-1977гг ;  ;  ; Ж/м ; XF- ; 6 ; Так!!! ; 169 
 853 ; Знак "Премия дружбы" "За достижения в области культуры и искусства" ; ЛМД ;  ; Ж/м ; AU ; 12 ; ААФ ; 148 
 854 ; Знак VI всемирный фестиваль молодежи и студентов. Москва 1957 ; ЛМД ;  ; Ж/м,эмаль ; XF ; 4 ; суслик ; 200 
 855 ; Знак "За отличную работу". Министерство культуры СССР ; ЛМД ;  ; Ж/м ; XF- ; 30 ; lesnik1 ; 221 
 856 ; Знак Гагарин ; 1961 ;  ; Ж/м,эмаль ; XF ; 5 ; astronom ; 108 
 857 ; Знак ГУМ Москва ;  ;  ; Б/м,эмаль ; XF- ; 63 ; Терехин ; 685 
 858 ; Знак Тянь-Шань ;  ;  ; Ж/м,эмаль ; XF ; 57 ; Citi ; 791 
 859 ; Знак Ламир ;  ;  ; Ж/м,эмаль ; XF ; 38 ; vic2 ; 714 
 860 ; Знак Тянь-Шань ; 1976 ;  ; Б/м ; VF+ ; 1 ; суслик ; 100 
 861 ; Знак Ламир ; 1976 ;  ; Б/м ; VF+ ; 1 ; суслик ; 100 
 862 ; Знак Москва. Москультторг ;  ;  ; Ж/м,эмаль ; VF ; 61 ; NSN ; 510 
