 6035 ; Бона иностранная Индонезия ;  ;  ;  ; AU ; 11 ; prostor.71 ; 24 
 1979 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 33 ; Хозяин ; 207 
 1980 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 21 ; сортам70 ; 184 
 1981 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 34 ; AntonR ; 226 
 1982 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 19 ; urffin ; 357 
 1983 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 21 ; vlad_49 ; 373 
 1984 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; XF ; 30 ; arsenich-s ; 288 
 1985 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 28 ; AntonR ; 211 
 1986 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 25 ; posad ; 205 
 1987 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 14 ; ростов ; 729 
 1988 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 19 ; генерал777 ; 485 
 1989 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 37 ; sibirian ; 391 
 1990 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; XF+ ; 18 ; zemlyk2014 ; 157 
 1891 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 16 ; рто ; 249 
 1892 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 23 ; NAS2012 ; 157 
 1893 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF ; 22 ; gfgf50 ; 71 
 1894 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF- ; 17 ; cr2952 ; 93 
 1895 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF+ ; 31 ; serow1975 ; 158 
 1896 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; XF+ ; 14 ; jekonya ; 292 
 1897 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 27 ; Heritage ; 126 
 1898 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 13 ; heavy_fly ; 126 
 1899 ; 1 рубль. Упаковка ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 43 ; dim78 ; 402 
 1900 ; 1 рубль. Упаковка ; 1967 ; 50 лет Советской власти ; Cu-Ni ; AU ; 27 ; urffin ; 305 
 1901 ; 5 рублей. Упаковка нарушена ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 15 ; NAS2012 ; 255 
 1902 ; 5 рублей. Упаковка нарушена ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 25 ; mitisson ; 309 
 1903 ; 5 рублей. Упаковка нарушена ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 39 ; рто ; 270 
 1904 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 9 ; albertf ; 36 
 1905 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF- ; 18 ; kma ; 164 
 1906 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; XF- ; 15 ; heavy_fly ; 65 
 1907 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 16 ; rodric ; 69 
 1908 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 11 ; heavy_fly ; 78 
 1909 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 23 ; posad ; 112 
 1910 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; XF ; 13 ; posad ; 78 
 1911 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF ; 11 ; rodric ; 91 
 1912 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 13 ; heavy_fly ; 101 
 1913 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 16 ; ivevgva ; 224 
 1914 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 25 ; dervish777 ; 223 
 1915 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 23 ; AntonR ; 229 
 1916 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 21 ; AntonR ; 232 
 1917 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 30 ; 1+8 ; 216 
 1918 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF ; 15 ; paranoy ; 234 
 1919 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 24 ; jekonya ; 267 
 1920 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF+ ; 19 ; foros2015 ; 244 
 1921 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 9 ; NAS2012 ; 147 
 1922 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 13 ; heavy_fly ; 112 
 1923 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 11 ; paranoy ; 68 
 1924 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 18 ; foros2015 ; 206 
 1925 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 13 ; Heritage ; 115 
 1926 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 13 ; TECHNO ; 115 
 1927 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 14 ; kma ; 130 
 1928 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; XF- ; 22 ; Ctap4e ; 278 
 1929 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; XF+ ; 10 ; Beliy86 ; 68 
 1930 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; VF-XF ; 13 ; 312 ; 62 
 1931 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; XF ; 14 ; albertf ; 79 
 1932 ; 3 рубля ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 23 ; sotonn ; 2039 
 1933 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF+ ; 17 ; heavy_fly ; 47 
 1934 ; 3 рубля ; 1995 ; Капитуляция Японии ; Cu-Ni ; Proof ; 39 ; sotonn ; 2387 
 1935 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 13 ; heavy_fly ; 208 
 1936 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 27 ; dervish777 ; 217 
 1937 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; XF+ ; 34 ; heavy_fly ; 257 
 1938 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; XF+ ; 14 ; arsenich-s ; 133 
 1939 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; XF+ ; 23 ; posad ; 194 
 1940 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 16 ; dervish777 ; 203 
 1841 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 12 ; NAS2012 ; 257 
 1842 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 7 ; NAS2012 ; 184 
 1843 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 11 ; NAS2012 ; 217 
 1844 ; 3 рубля ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 20 ; gelo ; 1428 
 1845 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 22 ; sibirian ; 532 
 1846 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 11 ; ivevgva ; 47 
 1847 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 26 ; vasek ; 510 
 1848 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 17 ; gavrspb ; 1157 
 1849 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 12 ; AntonR ; 211 
 1850 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 8 ; AntonR ; 193 
 1851 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 23 ; Victarius ; 319 
 1852 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 10 ; бонифаций ; 193 
 1853 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 7 ; NAS2012 ; 189 
 1854 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 16 ; NAS2012 ; 255 
 1855 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 18 ; dim78 ; 208 
 1856 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 17 ; dim78 ; 254 
 1857 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 9 ; NAS2012 ; 189 
 1858 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 17 ; NAS2012 ; 265 
 1859 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 18 ; ivevgva ; 459 
 1860 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 17 ; NAS2012 ; 206 
 1861 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 32 ; сортам70 ; 388 
 1862 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 19 ; AntonR ; 263 
 1863 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Unc ; 16 ; edi ; 878 
 1864 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF ; 10 ; каи51 ; 235 
 1865 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 13 ; paranoy ; 234 
 1866 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF+ ; 13 ; jekonya ; 263 
 1867 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; XF+ ; 16 ; Мак Дак ; 355 
 1868 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; XF+ ; 14 ; ivn ; 360 
 1869 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 12 ; NAS2012 ; 144 
 1870 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF+ ; 15 ; arsenich-s ; 359 
 1871 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 11 ; NAS2012 ; 104 
 1872 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF ; 22 ; posad ; 112 
 1873 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 12 ; NAS2012 ; 86 
 1874 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF+ ; 11 ; NAS2012 ; 115 
 1875 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 25 ; Heritage ; 226 
 1876 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 13 ; kma ; 102 
 1877 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 13 ; NAS2012 ; 133 
 1878 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; XF ; 23 ; SvetaFil ; 163 
 1879 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 25 ; sotonn ; 2200 
 1880 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 27 ; спартак 30 ; 319 
 1881 ; 5 рублей. Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 51 ; gavrspb ; 1199 
 1882 ; 5 рублей. Упаковка ; 1993 ; Древний Мерв ; Cu-Ni ; Unc ; 22 ; pavlovich11111 ; 3033 
 1883 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 21 ; sotonn ; 593 
 1884 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 26 ; NAS2012 ; 510 
 1885 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 31 ; gdrg2 ; 1022 
 1886 ; 3 рубля. Упаковка нарушена ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 25 ; smirnov1957 ; 2244 
 1887 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 24 ; sotonn ; 2146 
 1888 ; 1 рубль.Новодел.  Упаковка ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 13 ; горелый черт ; 500 
 1889 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; XF+ ; 11 ; sotonn ; 334 
 1890 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 35 ; NAS2012 ; 295 
 1791 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; XF ; 22 ; viv1957 ; 388 
 1792 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; XF+ ; 17 ; DmirtiyM ; 104 
 1793 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; XF+ ; 38 ; jekonya ; 167 
 1794 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; XF+ ; 15 ; posad ; 101 
 1795 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 29 ; DmirtiyM ; 153 
 1796 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; XF+ ; 24 ; kma ; 143 
 1797 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 13 ; NAS2012 ; 154 
 1798 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 42 ; Heritage ; 359 
 1799 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 40 ; posad ; 189 
 1800 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 13 ; Heritage ; 122 
 1801 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; AU ; 19 ; DmirtiyM ; 125 
 1802 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF+ ; 20 ; Alias ; 285 
 1803 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 17 ; foros2015 ; 239 
 1804 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 26 ; Heritage ; 357 
 1805 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; XF+ ; 19 ; sotonn ; 301 
 1806 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; AU ; 9 ; sotonn ; 336 
 1807 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; XF+ ; 11 ; Дима Шухов ; 410 
 1808 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF+ ; 26 ; jekonya ; 186 
 1809 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 37 ; спартак 30 ; 206 
 1810 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; VF+ ; 21 ; albertf ; 38 
 1811 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF+ ; 13 ; ivn ; 351 
 1812 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 27 ; NAS2012 ; 104 
 1813 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 28 ; NAS2012 ; 119 
 1814 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 21 ; jekonya ; 126 
 1815 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF+ ; 19 ; DmirtiyM ; 122 
 1816 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 15 ; rodric ; 100 
 1817 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF+ ; 21 ; NAS2012 ; 97 
 1818 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 17 ; Beliy86 ; 204 
 1819 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 15 ; DmirtiyM ; 122 
 1820 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 7 ; heavy_fly ; 114 
 1821 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 19 ; NAS2012 ; 100 
 1822 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 26 ; AntonR ; 217 
 1823 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 25 ; dervish777 ; 210 
 1824 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 32 ; dim78 ; 228 
 1825 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 22 ; sibirian ; 421 
 1826 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 34 ; dim78 ; 206 
 1827 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 25 ; NAS2012 ; 432 
 1828 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF ; 26 ; cr2952 ; 105 
 1829 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 17 ; NAS2012 ; 357 
 1830 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 14 ; NAS2012 ; 310 
 1831 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 12 ; NAS2012 ; 327 
 1832 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 17 ; NAS2012 ; 408 
 1833 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 23 ; DAndy-2003 ; 523 
 1834 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 7 ; NAS2012 ; 432 
 1835 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 29 ; SergeyAnatoljevich ; 580 
 1836 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 18 ; DAndy-2003 ; 499 
 1837 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 21 ; NAS2012 ; 209 
 1838 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 28 ; Alias ; 332 
 1839 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 23 ; спартак 30 ; 332 
 1840 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 25 ; NAS2012 ; 327 
 1741 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 18 ; AntonR ; 194 
 1742 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 22 ; sotonn ; 531 
 1743 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 38 ; ASCHE ; 592 
 1744 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF ; 15 ; sotonn ; 239 
 1745 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF ; 22 ; wwn ; 239 
 1746 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; XF ; 16 ; paranoy ; 234 
 1747 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF ; 25 ; posad ; 174 
 1748 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; XF ; 19 ; posad ; 148 
 1749 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; XF+ ; 18 ; paranoy ; 152 
 1750 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; XF+ ; 21 ; posad ; 183 
 1751 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF ; 39 ; posad ; 165 
 1752 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; XF+ ; 17 ; ivevgva ; 195 
 1753 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; XF+ ; 13 ; Мак Дак ; 355 
